county,precinct,office,district,candidate,party,total,election_day,early_voting,av_counting_boards,votes
Lake,"Sweetwater Township, Precinct 16",Sweetwater Township Treasurer,,Under Vote Count,,27,23,4,0,27
Lake,"Sweetwater Township, Precinct 16",Sweetwater Township Trustee,,Ballots Cast,,152,127,25,0,152
Lake,"Sweetwater Township, Precinct 16",Sweetwater Township Trustee,,Cindy Bosley,Republican,103,89,14,0,103
Lake,"Sweetwater Township, Precinct 16",Sweetwater Township Trustee,,Write-in,,38,32,6,0,38
Lake,"Sweetwater Township, Precinct 16",Sweetwater Township Trustee,,MaKenzie Smith,,8,8,0,0,8
Lake,"Sweetwater Township, Precinct 16",Sweetwater Township Trustee,,Paul Bigford,,20,15,5,0,20
Lake,"Sweetwater Township, Precinct 16",Sweetwater Township Trustee,,Over Vote Count,,0,0,0,0,0
Lake,"Sweetwater Township, Precinct 16",Sweetwater Township Trustee,,Under Vote Count,,163,133,30,0,163
Lake,"Sweetwater Township, Precinct 16",Justice of Supreme Court,,Ballots Cast,,152,127,25,0,152
Lake,"Sweetwater Township, Precinct 16",Justice of Supreme Court,,Andrew Fink,,45,35,10,0,45
Lake,"Sweetwater Township, Precinct 16",Justice of Supreme Court,,Kimberly Ann Thomas,,58,50,8,0,58
Lake,"Sweetwater Township, Precinct 16",Justice of Supreme Court,,Write-in,,3,3,0,0,3
Lake,"Sweetwater Township, Precinct 16",Justice of Supreme Court,,Over Vote Count,,0,0,0,0,0
Lake,"Sweetwater Township, Precinct 16",Justice of Supreme Court,,Under Vote Count,,46,39,7,0,46
Lake,"Sweetwater Township, Precinct 16",Justice of Supreme Court Partial Term,,Ballots Cast,,152,127,25,0,152
Lake,"Sweetwater Township, Precinct 16",Justice of Supreme Court Partial Term,,Kyra Harris Bolden,,59,52,7,0,59
Lake,"Sweetwater Township, Precinct 16",Justice of Supreme Court Partial Term,,Patrick William O'Grady,,44,34,10,0,44
Lake,"Sweetwater Township, Precinct 16",Justice of Supreme Court Partial Term,,Write-in,,4,4,0,0,4
Lake,"Sweetwater Township, Precinct 16",Justice of Supreme Court Partial Term,,Over Vote Count,,0,0,0,0,0
Lake,"Sweetwater Township, Precinct 16",Justice of Supreme Court Partial Term,,Under Vote Count,,45,37,8,0,45
Lake,"Sweetwater Township, Precinct 16",Judge of Court of Appeals 4th District 6 Year Term,,Ballots Cast,,152,127,25,0,152
Lake,"Sweetwater Township, Precinct 16",Judge of Court of Appeals 4th District 6 Year Term,,Stephen L. Borrello,,89,75,14,0,89
Lake,"Sweetwater Township, Precinct 16",Judge of Court of Appeals 4th District 6 Year Term,,Write-in,,4,4,0,0,4
Lake,"Sweetwater Township, Precinct 16",Judge of Court of Appeals 4th District 6 Year Term,,Over Vote Count,,0,0,0,0,0
Lake,"Sweetwater Township, Precinct 16",Judge of Court of Appeals 4th District 6 Year Term,,Under Vote Count,,59,48,11,0,59
Lake,"Sweetwater Township, Precinct 16",Judge of Court of Appeals 4th District Partial Term Ending 01/01/2027,,Ballots Cast,,152,127,25,0,152
Lake,"Sweetwater Township, Precinct 16",Judge of Court of Appeals 4th District Partial Term Ending 01/01/2027,,Allie Greenleaf Maldonado,,85,72,13,0,85
Lake,"Sweetwater Township, Precinct 16",Judge of Court of Appeals 4th District Partial Term Ending 01/01/2027,,Write-in,,4,4,0,0,4
Lake,"Sweetwater Township, Precinct 16",Judge of Court of Appeals 4th District Partial Term Ending 01/01/2027,,Over Vote Count,,0,0,0,0,0
Lake,"Sweetwater Township, Precinct 16",Judge of Court of Appeals 4th District Partial Term Ending 01/01/2027,,Under Vote Count,,63,51,12,0,63
Lake,"Sweetwater Township, Precinct 16",Judge of Probate Court,,Ballots Cast,,152,127,25,0,152
Lake,"Sweetwater Township, Precinct 16",Judge of Probate Court,,Floyd Brown,,41,34,7,0,41
Lake,"Sweetwater Township, Precinct 16",Judge of Probate Court,,David M. Glancy,,60,52,8,0,60
Lake,"Sweetwater Township, Precinct 16",Judge of Probate Court,,Write-in,,5,5,0,0,5
Lake,"Sweetwater Township, Precinct 16",Judge of Probate Court,,Over Vote Count,,0,0,0,0,0
Lake,"Sweetwater Township, Precinct 16",Judge of Probate Court,,Under Vote Count,,46,36,10,0,46
Lake,"Sweetwater Township, Precinct 16",Baldwin Community School District Board Member,,Ballots Cast,,96,79,17,0,96
Lake,"Sweetwater Township, Precinct 16",Baldwin Community School District Board Member,,Katena Abraham,,28,24,4,0,28
Lake,"Sweetwater Township, Precinct 16",Baldwin Community School District Board Member,,Marion Carter Jr.,,29,26,3,0,29
Lake,"Sweetwater Township, Precinct 16",Baldwin Community School District Board Member,,Mary Ann Martin,,39,36,3,0,39
Lake,"Sweetwater Township, Precinct 16",Baldwin Community School District Board Member,,David VanHorn,,39,33,6,0,39
Lake,"Sweetwater Township, Precinct 16",Baldwin Community School District Board Member,,Write-in,,7,7,0,0,7
Lake,"Sweetwater Township, Precinct 16",Baldwin Community School District Board Member,,Over Vote Count,,0,0,0,0,0
Lake,"Sweetwater Township, Precinct 16",Baldwin Community School District Board Member,,Under Vote Count,,242,190,52,0,242
Lake,"Sweetwater Township, Precinct 16",Baldwin Community School District Board Member - Partial Term,,Ballots Cast,,96,79,17,0,96
Lake,"Sweetwater Township, Precinct 16",Baldwin Community School District Board Member - Partial Term,,Write-in,,7,5,2,0,7
Lake,"Sweetwater Township, Precinct 16",Baldwin Community School District Board Member - Partial Term,,Over Vote Count,,0,0,0,0,0
Lake,"Sweetwater Township, Precinct 16",Baldwin Community School District Board Member - Partial Term,,Under Vote Count,,89,74,15,0,89
Lake,"Sweetwater Township, Precinct 16",Mason County Central School District Board Member,,Ballots Cast,,17,16,1,0,17
Lake,"Sweetwater Township, Precinct 16",Mason County Central School District Board Member,,Nicole Bernadette Birkett,,6,0,0,0,0
Lake,"Sweetwater Township, Precinct 16",Mason County Central School District Board Member,,Nicole Sherretz,,7,0,0,0,0
Lake,"Sweetwater Township, Precinct 16",Mason County Central School District Board Member,,Over Vote Count,,0,0,0,0,0
Lake,"Sweetwater Township, Precinct 16",Mason County Central School District Board Member,,Under Vote Count,,38,0,0,0,0
Lake,"Sweetwater Township, Precinct 16",Mason County Eastern School District Board Member,,Ballots Cast,,39,32,7,0,39
Lake,"Sweetwater Township, Precinct 16",Mason County Eastern School District Board Member,,Daniel Bacon,,14,0,0,0,0
Lake,"Sweetwater Township, Precinct 16",Mason County Eastern School District Board Member,,Mark Mickevich,,16,0,0,0,0
Lake,"Sweetwater Township, Precinct 16",Mason County Eastern School District Board Member,,Edward Miller,,16,0,0,0,0
Lake,"Sweetwater Township, Precinct 16",Mason County Eastern School District Board Member,,Jacob Smith,,12,0,0,0,0
Lake,"Sweetwater Township, Precinct 16",Mason County Eastern School District Board Member,,Over Vote Count,,0,0,0,0,0
Lake,"Sweetwater Township, Precinct 16",Mason County Eastern School District Board Member,,Under Vote Count,,98,0,0,0,0
Lake,"Sweetwater Township, Precinct 16",Lake County Veterans Affairs Proposal,,Ballots Cast,,152,127,25,0,152
Lake,"Sweetwater Township, Precinct 16",Lake County Veterans Affairs Proposal,,Yes,,93,79,14,0,93
Lake,"Sweetwater Township, Precinct 16",Lake County Veterans Affairs Proposal,,No,,28,24,4,0,28
Lake,"Sweetwater Township, Precinct 16",Lake County Veterans Affairs Proposal,,Over Vote Count,,0,0,0,0,0
Lake,"Sweetwater Township, Precinct 16",Lake County Veterans Affairs Proposal,,Under Vote Count,,31,24,7,0,31
Lake,"Sweetwater Township, Precinct 16",Lake County Emergency Medical Services Millage Proposal,,Ballots Cast,,152,127,25,0,152
Lake,"Sweetwater Township, Precinct 16",Lake County Emergency Medical Services Millage Proposal,,Yes,,93,77,16,0,93
Lake,"Sweetwater Township, Precinct 16",Lake County Emergency Medical Services Millage Proposal,,No,,32,28,4,0,32
Lake,"Sweetwater Township, Precinct 16",Lake County Emergency Medical Services Millage Proposal,,Over Vote Count,,0,0,0,0,0
Lake,"Sweetwater Township, Precinct 16",Lake County Emergency Medical Services Millage Proposal,,Under Vote Count,,27,22,5,0,27
Lake,"Sweetwater Township, Precinct 16",Baldwin Community School Safety Bond Proposal,,Ballots Cast,,96,79,17,0,96
Lake,"Sweetwater Township, Precinct 16",Baldwin Community School Safety Bond Proposal,,Yes,,40,33,7,0,40
Lake,"Sweetwater Township, Precinct 16",Baldwin Community School Safety Bond Proposal,,No,,36,30,6,0,36
Lake,"Sweetwater Township, Precinct 16",Baldwin Community School Safety Bond Proposal,,Over Vote Count,,0,0,0,0,0
Lake,"Sweetwater Township, Precinct 16",Baldwin Community School Safety Bond Proposal,,Under Vote Count,,20,16,4,0,20
Lake,"Sweetwater Township, Precinct 16",Mason County Eastern Sinking Fund Millage Proposal,,Ballots Cast,,39,32,7,0,39
Lake,"Sweetwater Township, Precinct 16",Mason County Eastern Sinking Fund Millage Proposal,,Yes,,13,0,0,0,0
Lake,"Sweetwater Township, Precinct 16",Mason County Eastern Sinking Fund Millage Proposal,,No,,19,0,0,0,0
Lake,"Sweetwater Township, Precinct 16",Mason County Eastern Sinking Fund Millage Proposal,,Over Vote Count,,0,0,0,0,0
Lake,"Sweetwater Township, Precinct 16",Mason County Eastern Sinking Fund Millage Proposal,,Under Vote Count,,7,0,0,0,0
Lake,"Webber Township, Precinct 17",President,,Ballots Cast,,658,534,124,0,658
Lake,"Webber Township, Precinct 17",President,,Kamala D. Harris,Democrat,285,232,53,0,285
Lake,"Webber Township, Precinct 17",President,,Donald J. Trump,Republican,351,281,70,0,351
Lake,"Webber Township, Precinct 17",President,,Chase Oliver,Libertarian,4,4,0,0,4
Lake,"Webber Township, Precinct 17",President,,Randall Terry,U.S. Taxpayers,4,4,0,0,4
Lake,"Webber Township, Precinct 17",President,,Jill Stein,Green,2,2,0,0,2
Lake,"Webber Township, Precinct 17",President,,"Robert F. Kennedy, Jr.",Natural Law,6,6,0,0,6
Lake,"Webber Township, Precinct 17",President,,Over Vote Count,,3,3,0,0,3
Lake,"Webber Township, Precinct 17",President,,Under Vote Count,,3,2,1,0,3
Lake,"Webber Township, Precinct 17",U.S. Senate,,Ballots Cast,,658,534,124,0,658
Lake,"Webber Township, Precinct 17",U.S. Senate,,Elissa Slotkin,Democrat,283,233,50,0,283
Lake,"Webber Township, Precinct 17",U.S. Senate,,Mike Rogers,Republican,319,250,69,0,319
Lake,"Webber Township, Precinct 17",U.S. Senate,,Joseph Solis-Mullen,Libertarian,14,14,0,0,14
Lake,"Webber Township, Precinct 17",U.S. Senate,,Dave Stein,U.S. Taxpayers,15,11,4,0,15
Lake,"Webber Township, Precinct 17",U.S. Senate,,Douglas P. Marsh,Green,3,3,0,0,3
Lake,"Webber Township, Precinct 17",U.S. Senate,,Doug Dern,Natural Law,4,4,0,0,4
Lake,"Webber Township, Precinct 17",U.S. Senate,,Write-in,,2,2,0,0,2
Lake,"Webber Township, Precinct 17",U.S. Senate,,Over Vote Count,,0,0,0,0,0
Lake,"Webber Township, Precinct 17",U.S. Senate,,Under Vote Count,,18,17,1,0,18
Lake,"Webber Township, Precinct 17",U.S. House,2,Ballots Cast,,658,534,124,0,658
Lake,"Webber Township, Precinct 17",U.S. House,2,Michael Lynch,Democrat,260,215,45,0,260
Lake,"Webber Township, Precinct 17",U.S. House,2,John R. Moolenaar,Republican,343,273,70,0,343
Lake,"Webber Township, Precinct 17",U.S. House,2,Ben DeJong,Libertarian,13,12,1,0,13
Lake,"Webber Township, Precinct 17",U.S. House,2,Scott Adams,U.S. Taxpayers,15,13,2,0,15
Lake,"Webber Township, Precinct 17",U.S. House,2,Write-in,,1,1,0,0,1
Lake,"Webber Township, Precinct 17",U.S. House,2,Over Vote Count,,0,0,0,0,0
Lake,"Webber Township, Precinct 17",U.S. House,2,Under Vote Count,,26,20,6,0,26
Lake,"Webber Township, Precinct 17",State House,101,Ballots Cast,,658,534,124,0,658
Lake,"Webber Township, Precinct 17",State House,101,Christopher R. Crain,Democrat,271,221,50,0,271
Lake,"Webber Township, Precinct 17",State House,101,Joseph D. Fox,Republican,347,277,70,0,347
Lake,"Webber Township, Precinct 17",State House,101,Write-in,,6,6,0,0,6
Lake,"Webber Township, Precinct 17",State House,101,Over Vote Count,,0,0,0,0,0
Lake,"Webber Township, Precinct 17",State House,101,Under Vote Count,,34,30,4,0,34
Lake,"Webber Township, Precinct 17",Member of the State Board of Education,,Ballots Cast,,658,534,124,0,658
Lake,"Webber Township, Precinct 17",Member of the State Board of Education,,Theodore Jones,Democrat,237,194,43,0,237
Lake,"Webber Township, Precinct 17",Member of the State Board of Education,,Adam Frederick Zemke,Democrat,216,177,39,0,216
Lake,"Webber Township, Precinct 17",Member of the State Board of Education,,Tom McMillin,Republican,288,225,63,0,288
Lake,"Webber Township, Precinct 17",Member of the State Board of Education,,Nikki Snyder,Republican,295,230,65,0,295
Lake,"Webber Township, Precinct 17",Member of the State Board of Education,,Scotty Boman,Libertarian,19,19,0,0,19
Lake,"Webber Township, Precinct 17",Member of the State Board of Education,,Ted Gerrard,U.S. Taxpayers,10,9,1,0,10
Lake,"Webber Township, Precinct 17",Member of the State Board of Education,,Christine C. Schwartz,U.S. Taxpayers,14,13,1,0,14
Lake,"Webber Township, Precinct 17",Member of the State Board of Education,,Mary Anne Hering,Working Class,51,47,4,0,51
Lake,"Webber Township, Precinct 17",Member of the State Board of Education,,Write-in,,1,1,0,0,1
Lake,"Webber Township, Precinct 17",Member of the State Board of Education,,Over Vote Count,,4,2,2,0,4
Lake,"Webber Township, Precinct 17",Member of the State Board of Education,,Under Vote Count,,181,151,30,0,181
Lake,"Webber Township, Precinct 17",Regent of the University of Michigan,,Ballots Cast,,658,534,124,0,658
Lake,"Webber Township, Precinct 17",Regent of the University of Michigan,,Denise Ilitch,Democrat,241,196,45,0,241
Lake,"Webber Township, Precinct 17",Regent of the University of Michigan,,Shauna Ryder Diggs,Democrat,234,190,44,0,234
Lake,"Webber Township, Precinct 17",Regent of the University of Michigan,,Carl Meyers,Republican,316,249,67,0,316
Lake,"Webber Township, Precinct 17",Regent of the University of Michigan,,Sevag Vartanian,Republican,272,211,61,0,272
Lake,"Webber Township, Precinct 17",Regent of the University of Michigan,,Andrew Chadderdon,Libertarian,19,19,0,0,19
Lake,"Webber Township, Precinct 17",Regent of the University of Michigan,,Donna M. Oetman,U.S. Taxpayers,33,29,4,0,33
Lake,"Webber Township, Precinct 17",Regent of the University of Michigan,,Write-in,,3,3,0,0,3
Lake,"Webber Township, Precinct 17",Regent of the University of Michigan,,Over Vote Count,,0,0,0,0,0
Lake,"Webber Township, Precinct 17",Regent of the University of Michigan,,Under Vote Count,,198,171,27,0,198
Lake,"Webber Township, Precinct 17",Trustee of Michigan State University,,Ballots Cast,,658,534,124,0,658
Lake,"Webber Township, Precinct 17",Trustee of Michigan State University,,Rebecca Bahar-Cook,Democrat,243,199,44,0,243
Lake,"Webber Township, Precinct 17",Trustee of Michigan State University,,Thomas Stallworth III,Democrat,220,181,39,0,220
Lake,"Webber Township, Precinct 17",Trustee of Michigan State University,,Mike Balow,Republican,299,233,66,0,299
Lake,"Webber Township, Precinct 17",Trustee of Michigan State University,,Julie Maday,Republican,290,226,64,0,290
Lake,"Webber Township, Precinct 17",Trustee of Michigan State University,,Grant T. Baker,Libertarian,19,18,1,0,19
Lake,"Webber Township, Precinct 17",Trustee of Michigan State University,,Janet M. Sanger,U.S. Taxpayers,22,20,2,0,22
Lake,"Webber Township, Precinct 17",Trustee of Michigan State University,,John Paul Sanger,U.S. Taxpayers,10,10,0,0,10
Lake,"Webber Township, Precinct 17",Trustee of Michigan State University,,John Anthony La Pietra,Green,7,5,2,0,7
Lake,"Webber Township, Precinct 17",Trustee of Michigan State University,,Write-in,,2,2,0,0,2
Lake,"Webber Township, Precinct 17",Trustee of Michigan State University,,Over Vote Count,,0,0,0,0,0
Lake,"Webber Township, Precinct 17",Trustee of Michigan State University,,Under Vote Count,,204,174,30,0,204
Lake,"Webber Township, Precinct 17",Governor of Wayne State University,,Ballots Cast,,658,534,124,0,658
Lake,"Webber Township, Precinct 17",Governor of Wayne State University,,Rasha Demashkieh,Democrat,221,179,42,0,221
Lake,"Webber Township, Precinct 17",Governor of Wayne State University,,Mark T. Gaffney,Democrat,222,180,42,0,222
Lake,"Webber Township, Precinct 17",Governor of Wayne State University,,Michael Busuito,Republican,290,226,64,0,290
Lake,"Webber Township, Precinct 17",Governor of Wayne State University,,Sunny Reddy,Republican,279,215,64,0,279
Lake,"Webber Township, Precinct 17",Governor of Wayne State University,,Farid Ishac,Libertarian,14,14,0,0,14
Lake,"Webber Township, Precinct 17",Governor of Wayne State University,,William Mohr II,U.S. Taxpayers,9,8,1,0,9
Lake,"Webber Township, Precinct 17",Governor of Wayne State University,,Sami Makhoul,Green,8,8,0,0,8
Lake,"Webber Township, Precinct 17",Governor of Wayne State University,,Suzanne Roehrig,Working Class,33,27,6,0,33
Lake,"Webber Township, Precinct 17",Governor of Wayne State University,,Kathleen Oakford,Natural Law,27,25,2,0,27
Lake,"Webber Township, Precinct 17",Governor of Wayne State University,,Write-in,,1,1,0,0,1
Lake,"Webber Township, Precinct 17",Governor of Wayne State University,,Over Vote Count,,0,0,0,0,0
Lake,"Webber Township, Precinct 17",Governor of Wayne State University,,Under Vote Count,,212,185,27,0,212
Lake,"Webber Township, Precinct 17",County Prosecuting Attorney,,Ballots Cast,,658,534,124,0,658
Lake,"Webber Township, Precinct 17",County Prosecuting Attorney,,Gregory T. Mick,No Party Affiliation,237,193,44,0,237
Lake,"Webber Township, Precinct 17",County Prosecuting Attorney,,Al Swanson,No Party Affiliation,200,164,36,0,200
Lake,"Webber Township, Precinct 17",County Prosecuting Attorney,,Write-in,,11,8,3,0,11
Lake,"Webber Township, Precinct 17",County Prosecuting Attorney,,Over Vote Count,,0,0,0,0,0
Lake,"Webber Township, Precinct 17",County Prosecuting Attorney,,Under Vote Count,,210,169,41,0,210
Lake,"Webber Township, Precinct 17",County Sheriff,,Ballots Cast,,658,534,124,0,658
Lake,"Webber Township, Precinct 17",County Sheriff,,Rich Martin,Republican,446,351,95,0,446
Lake,"Webber Township, Precinct 17",County Sheriff,,Joseph Umbreit,No Party Affiliation,138,121,17,0,138
Lake,"Webber Township, Precinct 17",County Sheriff,,Write-in,,9,8,1,0,9
Lake,"Webber Township, Precinct 17",County Sheriff,,Bruce Austin,,1,0,1,0,1
Lake,"Webber Township, Precinct 17",County Sheriff,,Over Vote Count,,0,0,0,0,0
Lake,"Webber Township, Precinct 17",County Sheriff,,Under Vote Count,,65,54,11,0,65
Lake,"Webber Township, Precinct 17",County Clerk and Register of Deeds,,Ballots Cast,,658,534,124,0,658
Lake,"Webber Township, Precinct 17",County Clerk and Register of Deeds,,Patti Pacola,Republican,430,341,89,0,430
Lake,"Webber Township, Precinct 17",County Clerk and Register of Deeds,,Ryan Weston Ducati,No Party Affiliation,134,117,17,0,134
Lake,"Webber Township, Precinct 17",County Clerk and Register of Deeds,,Write-in,,5,4,1,0,5
Lake,"Webber Township, Precinct 17",County Clerk and Register of Deeds,,Over Vote Count,,0,0,0,0,0
Lake,"Webber Township, Precinct 17",County Clerk and Register of Deeds,,Under Vote Count,,89,72,17,0,89
Lake,"Webber Township, Precinct 17",County Treasurer,,Ballots Cast,,658,534,124,0,658
Lake,"Webber Township, Precinct 17",County Treasurer,,Kellie Allen,Republican,481,392,89,0,481
Lake,"Webber Township, Precinct 17",County Treasurer,,Write-in,,17,13,4,0,17
Lake,"Webber Township, Precinct 17",County Treasurer,,Over Vote Count,,0,0,0,0,0
Lake,"Webber Township, Precinct 17",County Treasurer,,Under Vote Count,,160,129,31,0,160
Lake,"Webber Township, Precinct 17",County Road Commissioner,,Ballots Cast,,658,534,124,0,658
Lake,"Webber Township, Precinct 17",County Road Commissioner,,Jim Fri,Democrat,257,212,45,0,257
Lake,"Webber Township, Precinct 17",County Road Commissioner,,Don Divis,Republican,364,294,70,0,364
Lake,"Webber Township, Precinct 17",County Road Commissioner,,Write-in,,3,2,1,0,3
Lake,"Webber Township, Precinct 17",County Road Commissioner,,Over Vote Count,,0,0,0,0,0
Lake,"Webber Township, Precinct 17",County Road Commissioner,,Under Vote Count,,34,26,8,0,34
Lake,"Webber Township, Precinct 17",County Surveyor,,Ballots Cast,,658,534,124,0,658
Lake,"Webber Township, Precinct 17",County Surveyor,,Patrick Johnson,Republican,469,384,85,0,469
Lake,"Webber Township, Precinct 17",County Surveyor,,Write-in,,22,18,4,0,22
Lake,"Webber Township, Precinct 17",County Surveyor,,Over Vote Count,,0,0,0,0,0
Lake,"Webber Township, Precinct 17",County Surveyor,,Under Vote Count,,167,132,35,0,167
Lake,"Webber Township, Precinct 17",County Commissioner 1st District,,Ballots Cast,,416,344,72,0,416
Lake,"Webber Township, Precinct 17",County Commissioner 1st District,,Bob Sanders,Republican,303,254,49,0,303
Lake,"Webber Township, Precinct 17",County Commissioner 1st District,,Write-in,,16,13,3,0,16
Lake,"Webber Township, Precinct 17",County Commissioner 1st District,,Over Vote Count,,0,0,0,0,0
Lake,"Webber Township, Precinct 17",County Commissioner 1st District,,Under Vote Count,,97,77,20,0,97
Lake,"Webber Township, Precinct 17",County Commissioner 7th District,,Ballots Cast,,242,190,52,0,242
Lake,"Webber Township, Precinct 17",County Commissioner 7th District,,Clyde Welford,Democrat,160,130,30,0,160
Lake,"Webber Township, Precinct 17",County Commissioner 7th District,,Write-in,,13,11,2,0,13
Lake,"Webber Township, Precinct 17",County Commissioner 7th District,,Over Vote Count,,0,0,0,0,0
Lake,"Webber Township, Precinct 17",County Commissioner 7th District,,Under Vote Count,,69,49,20,0,69
Lake,"Webber Township, Precinct 17",Webber Township Supervisor,,Ballots Cast,,658,534,124,0,658
Lake,"Webber Township, Precinct 17",Webber Township Supervisor,,Anthony Gagliardo,Democrat,275,224,51,0,275
Lake,"Webber Township, Precinct 17",Webber Township Supervisor,,Shaun Munson,Republican,357,292,65,0,357
Lake,"Webber Township, Precinct 17",Webber Township Supervisor,,Write-in,,8,6,2,0,8
Lake,"Webber Township, Precinct 17",Webber Township Supervisor,,Over Vote Count,,0,0,0,0,0
Lake,"Webber Township, Precinct 17",Webber Township Supervisor,,Under Vote Count,,18,12,6,0,18
Lake,"Webber Township, Precinct 17",Webber Township Clerk,,Ballots Cast,,658,534,124,0,658
Lake,"Webber Township, Precinct 17",Webber Township Clerk,,Deborah L. Hanes,No Party Affiliation,402,333,69,0,402
Lake,"Webber Township, Precinct 17",Webber Township Clerk,,Write-in,,15,12,3,0,15
Lake,"Webber Township, Precinct 17",Webber Township Clerk,,Over Vote Count,,0,0,0,0,0
Lake,"Webber Township, Precinct 17",Webber Township Clerk,,Under Vote Count,,241,189,52,0,241
Lake,"Webber Township, Precinct 17",Webber Township Treasurer,,Ballots Cast,,658,534,124,0,658
Lake,"Webber Township, Precinct 17",Webber Township Treasurer,,Pat Williams,Democrat,340,284,56,0,340
Lake,"Webber Township, Precinct 17",Webber Township Treasurer,,Jacqueline Jacobs,Republican,290,230,60,0,290
Lake,"Webber Township, Precinct 17",Webber Township Treasurer,,Write-in,,8,8,0,0,8
Lake,"Webber Township, Precinct 17",Webber Township Treasurer,,Over Vote Count,,1,1,0,0,1
Lake,"Webber Township, Precinct 17",Webber Township Treasurer,,Under Vote Count,,19,11,8,0,19
Lake,"Webber Township, Precinct 17",Webber Township Trustee,,Ballots Cast,,658,534,124,0,658
Lake,"Webber Township, Precinct 17",Webber Township Trustee,,Katherine Rose,Democrat,283,232,51,0,283
Lake,"Webber Township, Precinct 17",Webber Township Trustee,,Kathryn Young,Democrat,275,230,45,0,275
Lake,"Webber Township, Precinct 17",Webber Township Trustee,,Kelly McCune,Republican,359,292,67,0,359
Lake,"Webber Township, Precinct 17",Webber Township Trustee,,Write-in,,13,11,2,0,13
Lake,"Webber Township, Precinct 17",Webber Township Trustee,,Over Vote Count,,0,0,0,0,0
Lake,"Webber Township, Precinct 17",Webber Township Trustee,,Under Vote Count,,386,303,83,0,386
Lake,"Webber Township, Precinct 17",Justice of Supreme Court,,Ballots Cast,,658,534,124,0,658
Lake,"Webber Township, Precinct 17",Justice of Supreme Court,,Andrew Fink,,173,136,37,0,173
Lake,"Webber Township, Precinct 17",Justice of Supreme Court,,Kimberly Ann Thomas,,326,263,63,0,326
Lake,"Webber Township, Precinct 17",Justice of Supreme Court,,Write-in,,16,13,3,0,16
Lake,"Webber Township, Precinct 17",Justice of Supreme Court,,Over Vote Count,,0,0,0,0,0
Lake,"Webber Township, Precinct 17",Justice of Supreme Court,,Under Vote Count,,143,122,21,0,143
Lake,"Webber Township, Precinct 17",Justice of Supreme Court Partial Term,,Ballots Cast,,658,534,124,0,658
Lake,"Webber Township, Precinct 17",Justice of Supreme Court Partial Term,,Kyra Harris Bolden,,255,203,52,0,255
Lake,"Webber Township, Precinct 17",Justice of Supreme Court Partial Term,,Patrick William O'Grady,,235,196,39,0,235
Lake,"Webber Township, Precinct 17",Justice of Supreme Court Partial Term,,Write-in,,20,15,5,0,20
Lake,"Webber Township, Precinct 17",Justice of Supreme Court Partial Term,,Over Vote Count,,0,0,0,0,0
Lake,"Webber Township, Precinct 17",Justice of Supreme Court Partial Term,,Under Vote Count,,148,120,28,0,148
Lake,"Webber Township, Precinct 17",Judge of Court of Appeals 4th District 6 Year Term,,Ballots Cast,,658,534,124,0,658
Lake,"Webber Township, Precinct 17",Judge of Court of Appeals 4th District 6 Year Term,,Stephen L. Borrello,,413,342,71,0,413
Lake,"Webber Township, Precinct 17",Judge of Court of Appeals 4th District 6 Year Term,,Write-in,,23,16,7,0,23
Lake,"Webber Township, Precinct 17",Judge of Court of Appeals 4th District 6 Year Term,,Over Vote Count,,0,0,0,0,0
Lake,"Webber Township, Precinct 17",Judge of Court of Appeals 4th District 6 Year Term,,Under Vote Count,,222,176,46,0,222
Lake,"Webber Township, Precinct 17",Judge of Court of Appeals 4th District Partial Term Ending 01/01/2027,,Ballots Cast,,658,534,124,0,658
Lake,"Webber Township, Precinct 17",Judge of Court of Appeals 4th District Partial Term Ending 01/01/2027,,Allie Greenleaf Maldonado,,408,337,71,0,408
Lake,"Webber Township, Precinct 17",Judge of Court of Appeals 4th District Partial Term Ending 01/01/2027,,Write-in,,23,18,5,0,23
Lake,"Webber Township, Precinct 17",Judge of Court of Appeals 4th District Partial Term Ending 01/01/2027,,Over Vote Count,,0,0,0,0,0
Lake,"Webber Township, Precinct 17",Judge of Court of Appeals 4th District Partial Term Ending 01/01/2027,,Under Vote Count,,227,179,48,0,227
Lake,"Webber Township, Precinct 17",Judge of Probate Court,,Ballots Cast,,658,534,124,0,658
Lake,"Webber Township, Precinct 17",Judge of Probate Court,,Floyd Brown,,241,192,49,0,241
Lake,"Webber Township, Precinct 17",Judge of Probate Court,,David M. Glancy,,296,247,49,0,296
Lake,"Webber Township, Precinct 17",Judge of Probate Court,,Write-in,,8,5,3,0,8
Lake,"Webber Township, Precinct 17",Judge of Probate Court,,Over Vote Count,,0,0,0,0,0
Lake,"Webber Township, Precinct 17",Judge of Probate Court,,Under Vote Count,,113,90,23,0,113
Lake,"Webber Township, Precinct 17",Village of Baldwin President,,Ballots Cast,,101,78,23,0,101
Lake,"Webber Township, Precinct 17",Village of Baldwin President,,Harold J. Nichols,,52,40,12,0,52
Lake,"Webber Township, Precinct 17",Village of Baldwin President,,James Truxton,,34,24,10,0,34
Lake,"Webber Township, Precinct 17",Village of Baldwin President,,Over Vote Count,,0,0,0,0,0
Lake,"Webber Township, Precinct 17",Village of Baldwin President,,Under Vote Count,,15,14,1,0,15
Lake,"Webber Township, Precinct 17",Village of Baldwin Trustee,,Ballots Cast,,101,78,23,0,101
Lake,"Webber Township, Precinct 17",Village of Baldwin Trustee,,Curtis M. Miller,,55,39,16,0,55
