county,precinct,office,district,candidate,party,election_day,absentee,early_voting_local,early_voting_county,votes
Muskegon,Dalton Township Precinct 2,Judge of Probate Court Incumbent Position,,Kendrah Robinson,,154,90,70,0,314
Muskegon,Dalton Township Precinct 2,Judge of Probate Court Incumbent Position,,Blank (W),,0,0,0,0,0
Muskegon,Dalton Township Precinct 2,Judge of Probate Court Incumbent Position,,Under Votes,,165,94,124,0,383
Muskegon,Dalton Township Precinct 2,Judge of Probate Court Incumbent Position,,Over Votes,,1,0,1,0,2
Muskegon,Dalton Township Precinct 2,Judge of District Court 60th District Incumbent Position,,Raymond J. Kostrzewa,,333,170,177,0,680
Muskegon,Dalton Township Precinct 2,Judge of District Court 60th District Incumbent Position,,Blank (W),,0,0,0,0,0
Muskegon,Dalton Township Precinct 2,Judge of District Court 60th District Incumbent Position,,Under Votes,,231,129,174,0,534
Muskegon,Dalton Township Precinct 2,Judge of District Court 60th District Incumbent Position,,Over Votes,,0,0,0,0,0
Muskegon,Dalton Township Precinct 2,Board of Trustees Member Muskegon Community College,,Donald Crandall,,328,164,169,0,661
Muskegon,Dalton Township Precinct 2,Board of Trustees Member Muskegon Community College,,Asaline Scott (W),,1,2,0,0,3
Muskegon,Dalton Township Precinct 2,Board of Trustees Member Muskegon Community College,,Blank (W),,0,0,0,0,0
Muskegon,Dalton Township Precinct 2,Board of Trustees Member Muskegon Community College,,Jeffrey Lee Zabrocki (W),,0,0,0,0,0
Muskegon,Dalton Township Precinct 2,Board of Trustees Member Muskegon Community College,,Kara Olson (W),,0,0,0,0,0
Muskegon,Dalton Township Precinct 2,Board of Trustees Member Muskegon Community College,,Neal Alan Barncard (W),,3,0,3,0,6
Muskegon,Dalton Township Precinct 2,Board of Trustees Member Muskegon Community College,,Under Votes,,796,432,530,0,1758
Muskegon,Dalton Township Precinct 2,Board of Trustees Member Muskegon Community College,,Over Votes,,0,0,0,0,0
Muskegon,Dalton Township Precinct 2,President Village of Lakewood Club,,Robert Sikkenga,,231,101,101,0,433
Muskegon,Dalton Township Precinct 2,President Village of Lakewood Club,,Under Votes,,137,68,75,0,280
Muskegon,Dalton Township Precinct 2,President Village of Lakewood Club,,Over Votes,,0,0,0,0,0
Muskegon,Dalton Township Precinct 2,Treasurer Village of Lakewood Club,,Hannah Swanson,,227,103,106,0,436
Muskegon,Dalton Township Precinct 2,Treasurer Village of Lakewood Club,,Under Votes,,141,66,70,0,277
Muskegon,Dalton Township Precinct 2,Treasurer Village of Lakewood Club,,Over Votes,,0,0,0,0,0
Muskegon,Dalton Township Precinct 2,Trustee Village of Lakewood Club,,Chad Greenhert,,142,79,62,0,283
Muskegon,Dalton Township Precinct 2,Trustee Village of Lakewood Club,,Tammy Verhoeven,,155,91,72,0,318
Muskegon,Dalton Township Precinct 2,Trustee Village of Lakewood Club,,David West,,131,79,62,0,272
Muskegon,Dalton Township Precinct 2,Trustee Village of Lakewood Club,,Under Votes,,676,258,332,0,1266
Muskegon,Dalton Township Precinct 2,Trustee Village of Lakewood Club,,Over Votes,,0,0,0,0,0
Muskegon,Dalton Township Precinct 2,Board Member Whitehall District Schools,,Rachel Fekken,,256,155,138,0,549
Muskegon,Dalton Township Precinct 2,Board Member Whitehall District Schools,,James A. TenBrink,,234,143,139,0,516
Muskegon,Dalton Township Precinct 2,Board Member Whitehall District Schools,,Under Votes,,638,300,423,0,1361
Muskegon,Dalton Township Precinct 2,Board Member Whitehall District Schools,,Over Votes,,0,0,1,0,1
Muskegon,Dalton Township Precinct 2,Whitehall District Schools Operating Millage Proposal,,Yes,,217,124,120,0,461
Muskegon,Dalton Township Precinct 2,Whitehall District Schools Operating Millage Proposal,,No,,251,144,151,0,546
Muskegon,Dalton Township Precinct 2,Whitehall District Schools Operating Millage Proposal,,Under Votes,,96,31,80,0,207
Muskegon,Dalton Township Precinct 2,Whitehall District Schools Operating Millage Proposal,,Over Votes,,0,0,0,0,0
Muskegon,"Dalton Township, Precinct 3",Registered Voters,,,,,,,,2587
Muskegon,"Dalton Township, Precinct 3",Ballots Cast,,,,,,,,3954
Muskegon,"Dalton Township, Precinct 3",Straight Party,,Democratic Party,DEM,136,307,117,0,560
Muskegon,"Dalton Township, Precinct 3",Straight Party,,Republican Party,REP,394,208,300,0,902
Muskegon,"Dalton Township, Precinct 3",Straight Party,,Libertarian Party,LIB,2,0,0,0,2
Muskegon,"Dalton Township, Precinct 3",Straight Party,,U.S. Taxpayers Party,UST,0,0,1,0,1
Muskegon,"Dalton Township, Precinct 3",Straight Party,,Green Party,GRN,1,1,1,0,3
Muskegon,"Dalton Township, Precinct 3",Straight Party,,Working Class Party,WC,4,1,0,0,5
Muskegon,"Dalton Township, Precinct 3",Straight Party,,Natural Law Party,NLP,2,2,0,0,4
Muskegon,"Dalton Township, Precinct 3",Straight Party,,Under Votes,,363,402,344,0,1109
Muskegon,"Dalton Township, Precinct 3",Straight Party,,Over Votes,,0,0,1,0,1
Muskegon,"Dalton Township, Precinct 3",President,,Kamala D. Harris,DEM,242,509,212,0,963
Muskegon,"Dalton Township, Precinct 3",President,,Donald J. Trump,REP,643,390,540,0,1573
Muskegon,"Dalton Township, Precinct 3",President,,Chase Oliver,LIB,3,2,1,0,6
Muskegon,"Dalton Township, Precinct 3",President,,Randall Terry,UST,0,1,1,0,2
Muskegon,"Dalton Township, Precinct 3",President,,Jill Stein,GRN,1,2,2,0,5
Muskegon,"Dalton Township, Precinct 3",President,,"Robert F. Kennedy, Jr.",NLP,7,7,1,0,15
Muskegon,"Dalton Township, Precinct 3",President,,Joseph Kishore,NPA,2,0,1,0,3
Muskegon,"Dalton Township, Precinct 3",President,,Cornel West,NPA,0,2,0,0,2
Muskegon,"Dalton Township, Precinct 3",President,,Blank (W),,0,0,0,0,0
Muskegon,"Dalton Township, Precinct 3",President,,Cherunda Lynn Fox (W),,0,0,0,0,0
Muskegon,"Dalton Township, Precinct 3",President,,Claudia De la Cruz (W),,0,0,0,0,0
Muskegon,"Dalton Township, Precinct 3",President,,Jay J. Bowman (W),,0,0,0,0,0
Muskegon,"Dalton Township, Precinct 3",President,,Peter Sonski (W),,0,0,0,0,0
Muskegon,"Dalton Township, Precinct 3",President,,Under Votes,,4,6,6,0,16
Muskegon,"Dalton Township, Precinct 3",President,,Over Votes,,0,2,0,0,2
Muskegon,"Dalton Township, Precinct 3",U.S. Senate,,Elissa Slotkin,DEM,252,507,215,0,974
Muskegon,"Dalton Township, Precinct 3",U.S. Senate,,Mike Rogers,REP,581,366,508,0,1455
Muskegon,"Dalton Township, Precinct 3",U.S. Senate,,Joseph Solis-Mullen,LIB,12,11,8,0,31
Muskegon,"Dalton Township, Precinct 3",U.S. Senate,,Dave Stein,UST,17,11,8,0,36
Muskegon,"Dalton Township, Precinct 3",U.S. Senate,,Douglas P. Marsh,GRN,6,7,2,0,15
Muskegon,"Dalton Township, Precinct 3",U.S. Senate,,Doug Dern,NLP,7,5,3,0,15
Muskegon,"Dalton Township, Precinct 3",U.S. Senate,,Blank (W),,0,0,0,0,0
Muskegon,"Dalton Township, Precinct 3",U.S. Senate,,James Chapman (W),,0,0,0,0,0
Muskegon,"Dalton Township, Precinct 3",U.S. Senate,,Marcus A. Irvine (W),,0,0,0,0,0
Muskegon,"Dalton Township, Precinct 3",U.S. Senate,,Valerie Lee Willis (W),,0,0,0,0,0
Muskegon,"Dalton Township, Precinct 3",U.S. Senate,,Under Votes,,27,13,20,0,60
Muskegon,"Dalton Township, Precinct 3",U.S. Senate,,Over Votes,,0,1,0,0,1
Muskegon,"Dalton Township, Precinct 3",U.S. House,2,Michael Lynch,DEM,226,473,201,0,900
Muskegon,"Dalton Township, Precinct 3",U.S. House,2,John R. Moolenaar,REP,586,382,504,0,1472
Muskegon,"Dalton Township, Precinct 3",U.S. House,2,Ben DeJong,LIB,16,11,15,0,42
Muskegon,"Dalton Township, Precinct 3",U.S. House,2,Scott Adams,UST,24,14,8,0,46
Muskegon,"Dalton Township, Precinct 3",U.S. House,2,Under Votes,,48,40,35,0,123
Muskegon,"Dalton Township, Precinct 3",U.S. House,2,Over Votes,,2,1,1,0,4
Muskegon,"Dalton Township, Precinct 3",State House,87,Will Snyder,DEM,248,513,219,0,980
Muskegon,"Dalton Township, Precinct 3",State House,87,Chip Chipman,REP,567,364,477,0,1408
Muskegon,"Dalton Township, Precinct 3",State House,87,Rich McClain,LIB,41,15,28,0,84
Muskegon,"Dalton Township, Precinct 3",State House,87,Under Votes,,45,29,40,0,114
Muskegon,"Dalton Township, Precinct 3",State House,87,Over Votes,,1,0,0,0,1
Muskegon,"Dalton Township, Precinct 3",Members of the State Board of Education,,Theodore Jones,DEM,203,462,174,0,839
Muskegon,"Dalton Township, Precinct 3",Members of the State Board of Education,,Adam Frederick Zemke,DEM,187,447,168,0,802
Muskegon,"Dalton Township, Precinct 3",Members of the State Board of Education,,Tom McMillin,REP,548,348,467,0,1363
Muskegon,"Dalton Township, Precinct 3",Members of the State Board of Education,,Nikki Snyder,REP,541,361,466,0,1368
Muskegon,"Dalton Township, Precinct 3",Members of the State Board of Education,,Scotty Boman,LIB,22,16,20,0,58
Muskegon,"Dalton Township, Precinct 3",Members of the State Board of Education,,Ted Gerrard,UST,15,6,7,0,28
Muskegon,"Dalton Township, Precinct 3",Members of the State Board of Education,,Christine C. Schwartz,UST,23,12,15,0,50
Muskegon,"Dalton Township, Precinct 3",Members of the State Board of Education,,Mary Anne Hering,WC,37,33,38,0,108
Muskegon,"Dalton Township, Precinct 3",Members of the State Board of Education,,Blank (W),,0,0,0,0,0
Muskegon,"Dalton Township, Precinct 3",Members of the State Board of Education,,Under Votes,,228,157,173,0,558
Muskegon,"Dalton Township, Precinct 3",Members of the State Board of Education,,Over Votes,,0,0,0,0,0
Muskegon,"Dalton Township, Precinct 3",Regent of the University of Michigan,,Denise Ilitch,DEM,217,482,190,0,889
Muskegon,"Dalton Township, Precinct 3",Regent of the University of Michigan,,Shauna Ryder Diggs,DEM,199,439,180,0,818
Muskegon,"Dalton Township, Precinct 3",Regent of the University of Michigan,,Carl Meyers,REP,565,370,481,0,1416
Muskegon,"Dalton Township, Precinct 3",Regent of the University of Michigan,,Sevag Vartanian,REP,477,310,414,0,1201
Muskegon,"Dalton Township, Precinct 3",Regent of the University of Michigan,,Andrew Chadderdon,LIB,31,19,26,0,76
Muskegon,"Dalton Township, Precinct 3",Regent of the University of Michigan,,Donna M. Oetman,UST,33,23,24,0,80
Muskegon,"Dalton Township, Precinct 3",Regent of the University of Michigan,,Blank (W),,0,0,0,0,0
Muskegon,"Dalton Township, Precinct 3",Regent of the University of Michigan,,Huwaida Arraf (W),,0,0,0,0,0
Muskegon,"Dalton Township, Precinct 3",Regent of the University of Michigan,,Under Votes,,280,197,213,0,690
Muskegon,"Dalton Township, Precinct 3",Regent of the University of Michigan,,Over Votes,,1,1,0,0,2
Muskegon,"Dalton Township, Precinct 3",Trustee of Michigan State University,,Rebecca Bahar-Cook,DEM,214,473,191,0,878
Muskegon,"Dalton Township, Precinct 3",Trustee of Michigan State University,,Thomas Stallworth III,DEM,180,437,167,0,784
Muskegon,"Dalton Township, Precinct 3",Trustee of Michigan State University,,Mike Balow,REP,546,342,452,0,1340
Muskegon,"Dalton Township, Precinct 3",Trustee of Michigan State University,,Julie Maday,REP,523,344,439,0,1306
Muskegon,"Dalton Township, Precinct 3",Trustee of Michigan State University,,Grant T. Baker,LIB,23,11,18,0,52
Muskegon,"Dalton Township, Precinct 3",Trustee of Michigan State University,,Janet M. Sanger,UST,24,13,21,0,58
Muskegon,"Dalton Township, Precinct 3",Trustee of Michigan State University,,John Paul Sanger,UST,18,9,14,0,41
Muskegon,"Dalton Township, Precinct 3",Trustee of Michigan State University,,John Anthony La Pietra,GRN,13,17,9,0,39
Muskegon,"Dalton Township, Precinct 3",Trustee of Michigan State University,,Blank (W),,0,0,0,0,0
Muskegon,"Dalton Township, Precinct 3",Trustee of Michigan State University,,Under Votes,,261,196,217,0,674
Muskegon,"Dalton Township, Precinct 3",Trustee of Michigan State University,,Over Votes,,1,0,0,0,1
Muskegon,"Dalton Township, Precinct 3",Governor of Wayne State University,,Rasha Demashkieh,DEM,190,436,169,0,795
Muskegon,"Dalton Township, Precinct 3",Governor of Wayne State University,,Mark T. Gaffney,DEM,202,453,172,0,827
Muskegon,"Dalton Township, Precinct 3",Governor of Wayne State University,,Michael Busuito,REP,513,336,447,0,1296
Muskegon,"Dalton Township, Precinct 3",Governor of Wayne State University,,Sunny Reddy,REP,506,340,428,0,1274
Muskegon,"Dalton Township, Precinct 3",Governor of Wayne State University,,Farid Ishac,LIB,12,4,11,0,27
Muskegon,"Dalton Township, Precinct 3",Governor of Wayne State University,,William Mohr II,UST,23,7,14,0,44
Muskegon,"Dalton Township, Precinct 3",Governor of Wayne State University,,Sami Makhoul,GRN,6,8,6,0,20
Muskegon,"Dalton Township, Precinct 3",Governor of Wayne State University,,Suzanne Roehrig,WC,39,35,28,0,102
Muskegon,"Dalton Township, Precinct 3",Governor of Wayne State University,,Kathleen Oakford,NLP,14,16,8,0,38
Muskegon,"Dalton Township, Precinct 3",Governor of Wayne State University,,Blank (W),,0,0,0,0,0
Muskegon,"Dalton Township, Precinct 3",Governor of Wayne State University,,Under Votes,,299,207,245,0,751
Muskegon,"Dalton Township, Precinct 3",Governor of Wayne State University,,Over Votes,,0,0,0,0,0
Muskegon,"Dalton Township, Precinct 3",Prosecuting Attorney,,D. J. Hilson,DEM,439,608,334,0,1381
Muskegon,"Dalton Township, Precinct 3",Prosecuting Attorney,,Blank (W),,0,0,0,0,0
Muskegon,"Dalton Township, Precinct 3",Prosecuting Attorney,,Under Votes,,462,313,429,0,1204
Muskegon,"Dalton Township, Precinct 3",Prosecuting Attorney,,Over Votes,,1,0,1,0,2
Muskegon,"Dalton Township, Precinct 3",Sheriff,,Michael J. Poulin,DEM,349,585,297,0,1231
Muskegon,"Dalton Township, Precinct 3",Sheriff,,Max Riekse,REP,499,304,428,0,1231
Muskegon,"Dalton Township, Precinct 3",Sheriff,,Blank (W),,0,0,0,0,0
Muskegon,"Dalton Township, Precinct 3",Sheriff,,Under Votes,,54,32,37,0,123
Muskegon,"Dalton Township, Precinct 3",Sheriff,,Over Votes,,0,0,2,0,2
Muskegon,"Dalton Township, Precinct 3",Clerk,,Karen D. Buie,DEM,247,518,221,0,986
Muskegon,"Dalton Township, Precinct 3",Clerk,,Eric Rothoff,REP,581,351,491,0,1423
Muskegon,"Dalton Township, Precinct 3",Clerk,,Blank (W),,0,0,0,0,0
Muskegon,"Dalton Township, Precinct 3",Clerk,,Under Votes,,74,52,52,0,178
Muskegon,"Dalton Township, Precinct 3",Clerk,,Over Votes,,0,0,0,0,0
Muskegon,"Dalton Township, Precinct 3",Treasurer,,Tony Moulatsiotis,DEM,252,514,224,0,990
Muskegon,"Dalton Township, Precinct 3",Treasurer,,Kent Boersema,REP,585,361,489,0,1435
Muskegon,"Dalton Township, Precinct 3",Treasurer,,Blank (W),,0,0,0,0,0
Muskegon,"Dalton Township, Precinct 3",Treasurer,,Under Votes,,65,44,51,0,160
Muskegon,"Dalton Township, Precinct 3",Treasurer,,Over Votes,,0,2,0,0,2
Muskegon,"Dalton Township, Precinct 3",Register of Deeds,,William Moulatsiotis,DEM,246,490,209,0,945
Muskegon,"Dalton Township, Precinct 3",Register of Deeds,,Jason M. Hall,REP,580,373,499,0,1452
Muskegon,"Dalton Township, Precinct 3",Register of Deeds,,Blank (W),,0,0,0,0,0
Muskegon,"Dalton Township, Precinct 3",Register of Deeds,,Under Votes,,76,58,56,0,190
Muskegon,"Dalton Township, Precinct 3",Register of Deeds,,Over Votes,,0,0,0,0,0
Muskegon,"Dalton Township, Precinct 3",Water Resources Commissioner,,Stephanie Barrett,DEM,247,506,216,0,969
Muskegon,"Dalton Township, Precinct 3",Water Resources Commissioner,,Zach Laring,REP,579,359,491,0,1429
Muskegon,"Dalton Township, Precinct 3",Water Resources Commissioner,,Blank (W),,0,0,0,0,0
Muskegon,"Dalton Township, Precinct 3",Water Resources Commissioner,,Under Votes,,76,56,57,0,189
Muskegon,"Dalton Township, Precinct 3",Water Resources Commissioner,,Over Votes,,0,0,0,0,0
Muskegon,"Dalton Township, Precinct 3",Surveyor,,Tim DeMumbrum,DEM,412,584,309,0,1305
Muskegon,"Dalton Township, Precinct 3",Surveyor,,Blank (W),,0,0,0,0,0
Muskegon,"Dalton Township, Precinct 3",Surveyor,,Under Votes,,490,337,455,0,1282
Muskegon,"Dalton Township, Precinct 3",Surveyor,,Over Votes,,0,0,0,0,0
Muskegon,"Dalton Township, Precinct 3",County Commissioner 1st District,,Bruce E. Froelich,DEM,228,472,202,0,902
Muskegon,"Dalton Township, Precinct 3",County Commissioner 1st District,,Kim L. Cyr,REP,598,400,511,0,1509
Muskegon,"Dalton Township, Precinct 3",County Commissioner 1st District,,Under Votes,,76,49,51,0,176
Muskegon,"Dalton Township, Precinct 3",County Commissioner 1st District,,Over Votes,,0,0,0,0,0
Muskegon,"Dalton Township, Precinct 3",Dalton Township Supervisor,,Heather Petrie-Cooley,REP,571,406,482,0,1459
Muskegon,"Dalton Township, Precinct 3",Dalton Township Supervisor,,Kevin J. Ferguson,NPA,172,251,123,0,546
Muskegon,"Dalton Township, Precinct 3",Dalton Township Supervisor,,Under Votes,,159,263,159,0,581
Muskegon,"Dalton Township, Precinct 3",Dalton Township Supervisor,,Over Votes,,0,1,0,0,1
Muskegon,"Dalton Township, Precinct 3",Dalton Township Clerk,,Tracy L. DeMarse,DEM,413,591,314,0,1318
Muskegon,"Dalton Township, Precinct 3",Dalton Township Clerk,,Under Votes,,488,330,450,0,1268
Muskegon,"Dalton Township, Precinct 3",Dalton Township Clerk,,Over Votes,,1,0,0,0,1
Muskegon,"Dalton Township, Precinct 3",Dalton Township Treasurer,,Kristy Houseman-Miles,REP,687,517,537,0,1741
Muskegon,"Dalton Township, Precinct 3",Dalton Township Treasurer,,Under Votes,,215,404,227,0,846
Muskegon,"Dalton Township, Precinct 3",Dalton Township Treasurer,,Over Votes,,0,0,0,0,0
Muskegon,"Dalton Township, Precinct 3",Dalton Township Trustee,,Michael Bennett,DEM,250,528,228,0,1006
Muskegon,"Dalton Township, Precinct 3",Dalton Township Trustee,,Daniel Hess,DEM,245,524,224,0,993
Muskegon,"Dalton Township, Precinct 3",Dalton Township Trustee,,Eugene Kooi,REP,548,395,477,0,1420
Muskegon,"Dalton Township, Precinct 3",Dalton Township Trustee,,Nola Twining,REP,556,415,471,0,1442
Muskegon,"Dalton Township, Precinct 3",Dalton Township Trustee,,Leeland Witte,REP,535,375,443,0,1353
Muskegon,"Dalton Township, Precinct 3",Dalton Township Trustee,,Under Votes,,1474,1439,1213,0,4126
Muskegon,"Dalton Township, Precinct 3",Dalton Township Trustee,,Over Votes,,0,2,0,0,2
Muskegon,"Dalton Township, Precinct 3",Justice of Supreme Court 8 Year Term,,Andrew Fink,,239,215,283,0,737
Muskegon,"Dalton Township, Precinct 3",Justice of Supreme Court 8 Year Term,,Kimberly Ann Thomas,,286,484,244,0,1014
Muskegon,"Dalton Township, Precinct 3",Justice of Supreme Court 8 Year Term,,Blank (W),,0,0,0,0,0
Muskegon,"Dalton Township, Precinct 3",Justice of Supreme Court 8 Year Term,,Under Votes,,376,222,236,0,834
Muskegon,"Dalton Township, Precinct 3",Justice of Supreme Court 8 Year Term,,Over Votes,,1,0,1,0,2
Muskegon,"Dalton Township, Precinct 3",Justice of Supreme Court Incumbent Position Term Ending 01/01/2029,,Kyra Harris Bolden,,246,442,217,0,905
Muskegon,"Dalton Township, Precinct 3",Justice of Supreme Court Incumbent Position Term Ending 01/01/2029,,Patrick William O'Grady,,279,247,307,0,833
Muskegon,"Dalton Township, Precinct 3",Justice of Supreme Court Incumbent Position Term Ending 01/01/2029,,Blank (W),,0,0,0,0,0
Muskegon,"Dalton Township, Precinct 3",Justice of Supreme Court Incumbent Position Term Ending 01/01/2029,,Under Votes,,377,231,240,0,848
Muskegon,"Dalton Township, Precinct 3",Justice of Supreme Court Incumbent Position Term Ending 01/01/2029,,Over Votes,,0,1,0,0,1
Muskegon,"Dalton Township, Precinct 3",Judge of Court of Appeals 3rd District Incumbent Position,,Philip P. Mariani,,276,416,291,0,983
