county,precinct,office,district,candidate,party,election_day,early_voting,votes
Gratiot,"Lafayette Township, Precinct 1",Trustees of Michigan State University,,Over Vote Count,,0,0,0
Gratiot,"Lafayette Township, Precinct 1",Trustees of Michigan State University,,Under Vote Count,,92,7,99
Gratiot,"Lafayette Township, Precinct 1",Governor of Wayne State University,,Ballots Cast,,290,38,328
Gratiot,"Lafayette Township, Precinct 1",Governor of Wayne State University,,Rasha Demashkieh,Democrat,46,3,49
Gratiot,"Lafayette Township, Precinct 1",Governor of Wayne State University,,Mark T. Gaffney,Democrat,61,4,65
Gratiot,"Lafayette Township, Precinct 1",Governor of Wayne State University,,Michael Busuito,Republican,177,30,207
Gratiot,"Lafayette Township, Precinct 1",Governor of Wayne State University,,Sunny Reddy,Republican,170,29,199
Gratiot,"Lafayette Township, Precinct 1",Governor of Wayne State University,,Farid Ishac,Libertarian,6,1,7
Gratiot,"Lafayette Township, Precinct 1",Governor of Wayne State University,,William Mohr II,U.S. Taxpayers,5,0,5
Gratiot,"Lafayette Township, Precinct 1",Governor of Wayne State University,,Sami Makhoul,Green,1,0,1
Gratiot,"Lafayette Township, Precinct 1",Governor of Wayne State University,,Suzanne Roehrig,Working Class,5,3,8
Gratiot,"Lafayette Township, Precinct 1",Governor of Wayne State University,,Write-in,,1,0,1
Gratiot,"Lafayette Township, Precinct 1",Governor of Wayne State University,,Over Vote Count,,0,0,0
Gratiot,"Lafayette Township, Precinct 1",Governor of Wayne State University,,Under Vote Count,,108,6,114
Gratiot,"Lafayette Township, Precinct 1",Prosecuting Attorney,,Ballots Cast,,290,38,328
Gratiot,"Lafayette Township, Precinct 1",Prosecuting Attorney,,Laura M. Bever,Republican,230,34,264
Gratiot,"Lafayette Township, Precinct 1",Prosecuting Attorney,,Write-in,,1,1,2
Gratiot,"Lafayette Township, Precinct 1",Prosecuting Attorney,,Over Vote Count,,0,0,0
Gratiot,"Lafayette Township, Precinct 1",Prosecuting Attorney,,Under Vote Count,,59,3,62
Gratiot,"Lafayette Township, Precinct 1",Sheriff,,Ballots Cast,,290,38,328
Gratiot,"Lafayette Township, Precinct 1",Sheriff,,Tom Clark,Republican,232,36,268
Gratiot,"Lafayette Township, Precinct 1",Sheriff,,John Cary,No Party Affiliation,29,1,30
Gratiot,"Lafayette Township, Precinct 1",Sheriff,,Over Vote Count,,0,0,0
Gratiot,"Lafayette Township, Precinct 1",Sheriff,,Under Vote Count,,29,1,30
Gratiot,"Lafayette Township, Precinct 1",County Clerk,,Ballots Cast,,290,38,328
Gratiot,"Lafayette Township, Precinct 1",County Clerk,,Angie Thompson,Republican,243,36,279
Gratiot,"Lafayette Township, Precinct 1",County Clerk,,Over Vote Count,,0,0,0
Gratiot,"Lafayette Township, Precinct 1",County Clerk,,Under Vote Count,,47,2,49
Gratiot,"Lafayette Township, Precinct 1",County Treasurer,,Ballots Cast,,290,38,328
Gratiot,"Lafayette Township, Precinct 1",County Treasurer,,Terri R. Ball,Republican,230,36,266
Gratiot,"Lafayette Township, Precinct 1",County Treasurer,,Write-in,,2,0,2
Gratiot,"Lafayette Township, Precinct 1",County Treasurer,,Over Vote Count,,0,0,0
Gratiot,"Lafayette Township, Precinct 1",County Treasurer,,Under Vote Count,,58,2,60
Gratiot,"Lafayette Township, Precinct 1",Register of Deeds,,Ballots Cast,,290,38,328
Gratiot,"Lafayette Township, Precinct 1",Register of Deeds,,Kimberlee M. VanHoose,Republican,229,36,265
Gratiot,"Lafayette Township, Precinct 1",Register of Deeds,,Over Vote Count,,0,0,0
Gratiot,"Lafayette Township, Precinct 1",Register of Deeds,,Under Vote Count,,61,2,63
Gratiot,"Lafayette Township, Precinct 1",Road Commissioner,,Ballots Cast,,290,38,328
Gratiot,"Lafayette Township, Precinct 1",Road Commissioner,,John H. Wilson,Republican,230,36,266
Gratiot,"Lafayette Township, Precinct 1",Road Commissioner,,Write-in,,1,0,1
Gratiot,"Lafayette Township, Precinct 1",Road Commissioner,,Over Vote Count,,0,0,0
Gratiot,"Lafayette Township, Precinct 1",Road Commissioner,,Under Vote Count,,59,2,61
Gratiot,"Lafayette Township, Precinct 1",Drain Commissioner,,Ballots Cast,,290,38,328
Gratiot,"Lafayette Township, Precinct 1",Drain Commissioner,,Bernard James Barnes,Republican,229,36,265
Gratiot,"Lafayette Township, Precinct 1",Drain Commissioner,,Over Vote Count,,0,0,0
Gratiot,"Lafayette Township, Precinct 1",Drain Commissioner,,Under Vote Count,,61,2,63
Gratiot,"Lafayette Township, Precinct 1",County Commissioner 5th District,,Ballots Cast,,290,38,328
Gratiot,"Lafayette Township, Precinct 1",County Commissioner 5th District,,George Bailey,Republican,221,36,257
Gratiot,"Lafayette Township, Precinct 1",County Commissioner 5th District,,Write-in,,1,0,1
Gratiot,"Lafayette Township, Precinct 1",County Commissioner 5th District,,Over Vote Count,,0,0,0
Gratiot,"Lafayette Township, Precinct 1",County Commissioner 5th District,,Under Vote Count,,68,2,70
Gratiot,"Lafayette Township, Precinct 1",Lafayette Township Supervisor,,Ballots Cast,,290,38,328
Gratiot,"Lafayette Township, Precinct 1",Lafayette Township Supervisor,,Bradey Neitzke,Republican,241,37,278
Gratiot,"Lafayette Township, Precinct 1",Lafayette Township Supervisor,,Over Vote Count,,0,0,0
Gratiot,"Lafayette Township, Precinct 1",Lafayette Township Supervisor,,Under Vote Count,,49,1,50
Gratiot,"Lafayette Township, Precinct 1",Lafayette Township Clerk,,Ballots Cast,,290,38,328
Gratiot,"Lafayette Township, Precinct 1",Lafayette Township Clerk,,Corey W. Schaub,Republican,238,37,275
Gratiot,"Lafayette Township, Precinct 1",Lafayette Township Clerk,,Over Vote Count,,0,0,0
Gratiot,"Lafayette Township, Precinct 1",Lafayette Township Clerk,,Under Vote Count,,52,1,53
Gratiot,"Lafayette Township, Precinct 1",Lafayette Township Treasurer,,Ballots Cast,,290,38,328
Gratiot,"Lafayette Township, Precinct 1",Lafayette Township Treasurer,,Jaclyn C. Godley,Republican,233,37,270
Gratiot,"Lafayette Township, Precinct 1",Lafayette Township Treasurer,,Over Vote Count,,0,0,0
Gratiot,"Lafayette Township, Precinct 1",Lafayette Township Treasurer,,Under Vote Count,,57,1,58
Gratiot,"Lafayette Township, Precinct 1",Lafayette Township Trustee,,Ballots Cast,,290,38,328
Gratiot,"Lafayette Township, Precinct 1",Lafayette Township Trustee,,Nora R. Colthorp,Republican,211,36,247
Gratiot,"Lafayette Township, Precinct 1",Lafayette Township Trustee,,Ashley M. Thomas,Republican,219,35,254
Gratiot,"Lafayette Township, Precinct 1",Lafayette Township Trustee,,Write-in,,1,0,1
Gratiot,"Lafayette Township, Precinct 1",Lafayette Township Trustee,,Over Vote Count,,0,0,0
Gratiot,"Lafayette Township, Precinct 1",Lafayette Township Trustee,,Under Vote Count,,149,5,154
Gratiot,"Lafayette Township, Precinct 1",Justice of Supreme Court,,Ballots Cast,,290,38,328
Gratiot,"Lafayette Township, Precinct 1",Justice of Supreme Court,,Andrew Fink,,67,14,81
Gratiot,"Lafayette Township, Precinct 1",Justice of Supreme Court,,Kimberly Ann Thomas,,125,11,136
Gratiot,"Lafayette Township, Precinct 1",Justice of Supreme Court,,Write-in,,2,0,2
Gratiot,"Lafayette Township, Precinct 1",Justice of Supreme Court,,Over Vote Count,,0,0,0
Gratiot,"Lafayette Township, Precinct 1",Justice of Supreme Court,,Under Vote Count,,96,13,109
Gratiot,"Lafayette Township, Precinct 1",Justice of Supreme Court Partial Term,,Ballots Cast,,290,38,328
Gratiot,"Lafayette Township, Precinct 1",Justice of Supreme Court Partial Term,,Kyra Harris Bolden,,91,12,103
Gratiot,"Lafayette Township, Precinct 1",Justice of Supreme Court Partial Term,,Patrick William O'Grady,,98,12,110
Gratiot,"Lafayette Township, Precinct 1",Justice of Supreme Court Partial Term,,Write-in,,3,1,4
Gratiot,"Lafayette Township, Precinct 1",Justice of Supreme Court Partial Term,,Over Vote Count,,0,0,0
Gratiot,"Lafayette Township, Precinct 1",Justice of Supreme Court Partial Term,,Under Vote Count,,98,13,111
Gratiot,"Lafayette Township, Precinct 1",Judge of Court of Appeals-Incumbent Position,,Ballots Cast,,290,38,328
Gratiot,"Lafayette Township, Precinct 1",Judge of Court of Appeals-Incumbent Position,,Stephen L. Borrello,,160,20,180
Gratiot,"Lafayette Township, Precinct 1",Judge of Court of Appeals-Incumbent Position,,Write-in,,3,1,4
Gratiot,"Lafayette Township, Precinct 1",Judge of Court of Appeals-Incumbent Position,,Over Vote Count,,0,0,0
Gratiot,"Lafayette Township, Precinct 1",Judge of Court of Appeals-Incumbent Position,,Under Vote Count,,127,17,144
Gratiot,"Lafayette Township, Precinct 1",Judge of Court of Appeals-Incumbent Position Partial Term,,Ballots Cast,,290,38,328
Gratiot,"Lafayette Township, Precinct 1",Judge of Court of Appeals-Incumbent Position Partial Term,,Allie Greenleaf Maldonado,,159,22,181
Gratiot,"Lafayette Township, Precinct 1",Judge of Court of Appeals-Incumbent Position Partial Term,,Write-in,,3,0,3
Gratiot,"Lafayette Township, Precinct 1",Judge of Court of Appeals-Incumbent Position Partial Term,,Over Vote Count,,0,0,0
Gratiot,"Lafayette Township, Precinct 1",Judge of Court of Appeals-Incumbent Position Partial Term,,Under Vote Count,,128,16,144
Gratiot,"Lafayette Township, Precinct 1",Judge of Probate Court,,Ballots Cast,,290,38,328
Gratiot,"Lafayette Township, Precinct 1",Judge of Probate Court,,Kristin Bakker,,171,24,195
Gratiot,"Lafayette Township, Precinct 1",Judge of Probate Court,,Write-in,,2,0,2
Gratiot,"Lafayette Township, Precinct 1",Judge of Probate Court,,Over Vote Count,,1,0,1
Gratiot,"Lafayette Township, Precinct 1",Judge of Probate Court,,Under Vote Count,,116,14,130
Gratiot,"Lafayette Township, Precinct 1",Breckenridge Community School Board Member,,Ballots Cast,,186,25,211
Gratiot,"Lafayette Township, Precinct 1",Breckenridge Community School Board Member,,Jerry L. Loyselle,,99,14,113
Gratiot,"Lafayette Township, Precinct 1",Breckenridge Community School Board Member,,Nate Tester,,84,9,93
Gratiot,"Lafayette Township, Precinct 1",Breckenridge Community School Board Member,,Over Vote Count,,0,0,0
Gratiot,"Lafayette Township, Precinct 1",Breckenridge Community School Board Member,,Under Vote Count,,189,27,216
Gratiot,"Lafayette Township, Precinct 1",Ithaca Public School Board Member,,Ballots Cast,,85,13,98
Gratiot,"Lafayette Township, Precinct 1",Ithaca Public School Board Member,,Justin Seaman,,48,11,59
Gratiot,"Lafayette Township, Precinct 1",Ithaca Public School Board Member,,Write-in,,4,0,4
Gratiot,"Lafayette Township, Precinct 1",Ithaca Public School Board Member,,Corey Garbow-Gaylord Fowler,,1,0,1
Gratiot,"Lafayette Township, Precinct 1",Ithaca Public School Board Member,,Richard Jolliff,,2,0,2
Gratiot,"Lafayette Township, Precinct 1",Ithaca Public School Board Member,,Over Vote Count,,0,0,0
Gratiot,"Lafayette Township, Precinct 1",Ithaca Public School Board Member,,Under Vote Count,,118,15,133
Gratiot,"Lafayette Township, Precinct 1",Merrill Community School Board Member,,Ballots Cast,,19,0,19
Gratiot,"Lafayette Township, Precinct 1",Merrill Community School Board Member,,Debbie Evans,,9,0,9
Gratiot,"Lafayette Township, Precinct 1",Merrill Community School Board Member,,Mark Gath,,7,0,7
Gratiot,"Lafayette Township, Precinct 1",Merrill Community School Board Member,,Maryann Smith,,5,0,5
Gratiot,"Lafayette Township, Precinct 1",Merrill Community School Board Member,,Over Vote Count,,0,0,0
Gratiot,"Lafayette Township, Precinct 1",Merrill Community School Board Member,,Under Vote Count,,36,0,36
Gratiot,"Lafayette Township, Precinct 1",Merrill Community School Board Member Partial Term,,Ballots Cast,,19,0,19
Gratiot,"Lafayette Township, Precinct 1",Merrill Community School Board Member Partial Term,,Caitlyn Frost,,7,0,7
Gratiot,"Lafayette Township, Precinct 1",Merrill Community School Board Member Partial Term,,Peter Theisen,,9,0,9
Gratiot,"Lafayette Township, Precinct 1",Merrill Community School Board Member Partial Term,,Over Vote Count,,0,0,0
Gratiot,"Lafayette Township, Precinct 1",Merrill Community School Board Member Partial Term,,Under Vote Count,,41,0,41
Gratiot,"New Haven Township, Precinct 1",President,,Ballots Cast,,436,79,515
Gratiot,"New Haven Township, Precinct 1",President,,Kamala D. Harris,Democrat,113,15,128
Gratiot,"New Haven Township, Precinct 1",President,,Donald J. Trump,Republican,311,63,374
Gratiot,"New Haven Township, Precinct 1",President,,Chase Oliver,Libertarian,5,0,5
Gratiot,"New Haven Township, Precinct 1",President,,Jill Stein,Green,1,1,2
Gratiot,"New Haven Township, Precinct 1",President,,Robert F. Kennedy Jr.,Natural Law,2,0,2
Gratiot,"New Haven Township, Precinct 1",President,,Write-in,,2,0,2
Gratiot,"New Haven Township, Precinct 1",President,,Over Vote Count,,0,0,0
Gratiot,"New Haven Township, Precinct 1",President,,Under Vote Count,,2,0,2
Gratiot,"New Haven Township, Precinct 1",U.S. Senate,,Ballots Cast,,436,79,515
Gratiot,"New Haven Township, Precinct 1",U.S. Senate,,Elissa Slotkin,Democrat,117,13,130
Gratiot,"New Haven Township, Precinct 1",U.S. Senate,,Mike Rogers,Republican,305,63,368
Gratiot,"New Haven Township, Precinct 1",U.S. Senate,,Joseph Solis-Mullen,Libertarian,3,1,4
Gratiot,"New Haven Township, Precinct 1",U.S. Senate,,Dave Stein,U.S. Taxpayers,2,1,3
Gratiot,"New Haven Township, Precinct 1",U.S. Senate,,Douglas P. Marsh,Green,4,1,5
Gratiot,"New Haven Township, Precinct 1",U.S. Senate,,Doug Dern,Natural Law,1,0,1
Gratiot,"New Haven Township, Precinct 1",U.S. Senate,,Over Vote Count,,0,0,0
Gratiot,"New Haven Township, Precinct 1",U.S. Senate,,Under Vote Count,,4,0,4
Gratiot,"New Haven Township, Precinct 1",U.S. House,2,Ballots Cast,,436,79,515
Gratiot,"New Haven Township, Precinct 1",U.S. House,2,Michael Lynch,Democrat,98,13,111
Gratiot,"New Haven Township, Precinct 1",U.S. House,2,John R. Moolenaar,Republican,313,62,375
Gratiot,"New Haven Township, Precinct 1",U.S. House,2,Ben DeJong,Libertarian,9,1,10
Gratiot,"New Haven Township, Precinct 1",U.S. House,2,Scott Adams,U.S. Taxpayers,8,2,10
Gratiot,"New Haven Township, Precinct 1",U.S. House,2,Write-in,,1,0,1
Gratiot,"New Haven Township, Precinct 1",U.S. House,2,Over Vote Count,,0,0,0
Gratiot,"New Haven Township, Precinct 1",U.S. House,2,Under Vote Count,,7,1,8
Gratiot,"New Haven Township, Precinct 1",State House,,Ballots Cast,,436,79,515
Gratiot,"New Haven Township, Precinct 1",State House,,Kevin C. Seamon,Democrat,99,12,111
Gratiot,"New Haven Township, Precinct 1",State House,,Tim Kelly,Republican,316,66,382
Gratiot,"New Haven Township, Precinct 1",State House,,Over Vote Count,,0,0,0
Gratiot,"New Haven Township, Precinct 1",State House,,Under Vote Count,,21,1,22
Gratiot,"New Haven Township, Precinct 1",Member of the State Board of Education,,Ballots Cast,,436,79,515
Gratiot,"New Haven Township, Precinct 1",Member of the State Board of Education,,Theodore Jones,Democrat,93,11,104
Gratiot,"New Haven Township, Precinct 1",Member of the State Board of Education,,Adam Frederick Zemke,Democrat,84,8,92
Gratiot,"New Haven Township, Precinct 1",Member of the State Board of Education,,Tom McMillin,Republican,291,58,349
Gratiot,"New Haven Township, Precinct 1",Member of the State Board of Education,,Nikki Snyder,Republican,286,56,342
Gratiot,"New Haven Township, Precinct 1",Member of the State Board of Education,,Scotty Boman,Libertarian,14,1,15
Gratiot,"New Haven Township, Precinct 1",Member of the State Board of Education,,Ted Gerrard,U.S. Taxpayers,9,0,9
Gratiot,"New Haven Township, Precinct 1",Member of the State Board of Education,,Christine C. Schwartz,U.S. Taxpayers,7,0,7
Gratiot,"New Haven Township, Precinct 1",Member of the State Board of Education,,Mary Anne Hering,Working Class,13,6,19
Gratiot,"New Haven Township, Precinct 1",Member of the State Board of Education,,Over Vote Count,,0,0,0
Gratiot,"New Haven Township, Precinct 1",Member of the State Board of Education,,Under Vote Count,,75,18,93
Gratiot,"New Haven Township, Precinct 1",Regents of the Unversity of Michigan,,Ballots Cast,,436,79,515
Gratiot,"New Haven Township, Precinct 1",Regents of the Unversity of Michigan,,Denise Ilitch,Democrat,102,11,113
Gratiot,"New Haven Township, Precinct 1",Regents of the Unversity of Michigan,,Shauna Ryder Diggs,Democrat,89,9,98
Gratiot,"New Haven Township, Precinct 1",Regents of the Unversity of Michigan,,Carl Meyers,Republican,295,57,352
Gratiot,"New Haven Township, Precinct 1",Regents of the Unversity of Michigan,,Sevag Vartanian,Republican,251,57,308
Gratiot,"New Haven Township, Precinct 1",Regents of the Unversity of Michigan,,Andrew Chadderdon,Libertarian,13,2,15
Gratiot,"New Haven Township, Precinct 1",Regents of the Unversity of Michigan,,Donna M. Oetman,U.S. Taxpayers,19,2,21
Gratiot,"New Haven Township, Precinct 1",Regents of the Unversity of Michigan,,Write-in,,2,0,2
Gratiot,"New Haven Township, Precinct 1",Regents of the Unversity of Michigan,,Over Vote Count,,0,0,0
Gratiot,"New Haven Township, Precinct 1",Regents of the Unversity of Michigan,,Under Vote Count,,101,20,121
Gratiot,"New Haven Township, Precinct 1",Trustees of Michigan State University,,Ballots Cast,,436,79,515
Gratiot,"New Haven Township, Precinct 1",Trustees of Michigan State University,,Rebecca Bahar-Cook,Democrat,95,14,109
Gratiot,"New Haven Township, Precinct 1",Trustees of Michigan State University,,Thomas Stallworth III,Democrat,86,7,93
Gratiot,"New Haven Township, Precinct 1",Trustees of Michigan State University,,Mike Balow,Republican,284,58,342
Gratiot,"New Haven Township, Precinct 1",Trustees of Michigan State University,,Julie Maday,Republican,271,54,325
Gratiot,"New Haven Township, Precinct 1",Trustees of Michigan State University,,Grant T. Baker,Libertarian,16,3,19
Gratiot,"New Haven Township, Precinct 1",Trustees of Michigan State University,,Janet M. Sanger,U.S. Taxpayers,12,1,13
Gratiot,"New Haven Township, Precinct 1",Trustees of Michigan State University,,John Paul Sanger,U.S. Taxpayers,11,2,13
Gratiot,"New Haven Township, Precinct 1",Trustees of Michigan State University,,John Anthony La Pietra,Green,4,2,6
Gratiot,"New Haven Township, Precinct 1",Trustees of Michigan State University,,Write-in,,1,0,1
Gratiot,"New Haven Township, Precinct 1",Trustees of Michigan State University,,Over Vote Count,,0,0,0
Gratiot,"New Haven Township, Precinct 1",Trustees of Michigan State University,,Under Vote Count,,92,17,109
Gratiot,"New Haven Township, Precinct 1",Governor of Wayne State University,,Ballots Cast,,436,79,515
Gratiot,"New Haven Township, Precinct 1",Governor of Wayne State University,,Rasha Demashkieh,Democrat,80,9,89
Gratiot,"New Haven Township, Precinct 1",Governor of Wayne State University,,Mark T. Gaffney,Democrat,98,9,107
Gratiot,"New Haven Township, Precinct 1",Governor of Wayne State University,,Michael Busuito,Republican,276,56,332
Gratiot,"New Haven Township, Precinct 1",Governor of Wayne State University,,Sunny Reddy,Republican,276,55,331
Gratiot,"New Haven Township, Precinct 1",Governor of Wayne State University,,Farid Ishac,Libertarian,8,3,11
Gratiot,"New Haven Township, Precinct 1",Governor of Wayne State University,,William Mohr II,U.S. Taxpayers,7,1,8
Gratiot,"New Haven Township, Precinct 1",Governor of Wayne State University,,Sami Makhoul,Green,3,1,4
Gratiot,"New Haven Township, Precinct 1",Governor of Wayne State University,,Suzanne Roehrig,Working Class,14,4,18
Gratiot,"New Haven Township, Precinct 1",Governor of Wayne State University,,Kathleen Oakford,Natural Law,5,0,5
Gratiot,"New Haven Township, Precinct 1",Governor of Wayne State University,,Write-in,,1,0,1
Gratiot,"New Haven Township, Precinct 1",Governor of Wayne State University,,Over Vote Count,,0,0,0
Gratiot,"New Haven Township, Precinct 1",Governor of Wayne State University,,Under Vote Count,,104,20,124
Gratiot,"New Haven Township, Precinct 1",Prosecuting Attorney,,Ballots Cast,,436,79,515
Gratiot,"New Haven Township, Precinct 1",Prosecuting Attorney,,Laura M. Bever,Republican,350,68,418
Gratiot,"New Haven Township, Precinct 1",Prosecuting Attorney,,Write-in,,3,0,3
Gratiot,"New Haven Township, Precinct 1",Prosecuting Attorney,,Over Vote Count,,0,0,0
Gratiot,"New Haven Township, Precinct 1",Prosecuting Attorney,,Under Vote Count,,83,11,94
Gratiot,"New Haven Township, Precinct 1",Sheriff,,Ballots Cast,,436,79,515
Gratiot,"New Haven Township, Precinct 1",Sheriff,,Tom Clark,Republican,329,65,394
Gratiot,"New Haven Township, Precinct 1",Sheriff,,John Cary,No Party Affiliation,56,7,63
Gratiot,"New Haven Township, Precinct 1",Sheriff,,Write-in,,1,1,2
Gratiot,"New Haven Township, Precinct 1",Sheriff,,Over Vote Count,,0,0,0
Gratiot,"New Haven Township, Precinct 1",Sheriff,,Under Vote Count,,50,6,56
Gratiot,"New Haven Township, Precinct 1",County Clerk,,Ballots Cast,,436,79,515
Gratiot,"New Haven Township, Precinct 1",County Clerk,,Angie Thompson,Republican,352,70,422
Gratiot,"New Haven Township, Precinct 1",County Clerk,,Write-in,,3,0,3
Gratiot,"New Haven Township, Precinct 1",County Clerk,,Over Vote Count,,0,0,0
Gratiot,"New Haven Township, Precinct 1",County Clerk,,Under Vote Count,,81,9,90
Gratiot,"New Haven Township, Precinct 1",County Treasurer,,Ballots Cast,,436,79,515
Gratiot,"New Haven Township, Precinct 1",County Treasurer,,Terri R. Ball,Republican,352,65,417
Gratiot,"New Haven Township, Precinct 1",County Treasurer,,Write-in,,2,1,3
Gratiot,"New Haven Township, Precinct 1",County Treasurer,,Over Vote Count,,0,0,0
Gratiot,"New Haven Township, Precinct 1",County Treasurer,,Under Vote Count,,82,13,95
Gratiot,"New Haven Township, Precinct 1",Register of Deeds,,Ballots Cast,,436,79,515
Gratiot,"New Haven Township, Precinct 1",Register of Deeds,,Kimberlee M. VanHoose,Republican,350,65,415
Gratiot,"New Haven Township, Precinct 1",Register of Deeds,,Write-in,,3,0,3
Gratiot,"New Haven Township, Precinct 1",Register of Deeds,,Over Vote Count,,0,0,0
Gratiot,"New Haven Township, Precinct 1",Register of Deeds,,Under Vote Count,,83,14,97
Gratiot,"New Haven Township, Precinct 1",Road Commissioner,,Ballots Cast,,436,79,515
Gratiot,"New Haven Township, Precinct 1",Road Commissioner,,John H. Wilson,Republican,348,66,414
Gratiot,"New Haven Township, Precinct 1",Road Commissioner,,Write-in,,3,0,3
Gratiot,"New Haven Township, Precinct 1",Road Commissioner,,Over Vote Count,,0,0,0
Gratiot,"New Haven Township, Precinct 1",Road Commissioner,,Under Vote Count,,85,13,98
Gratiot,"New Haven Township, Precinct 1",Drain Commissioner,,Ballots Cast,,436,79,515
Gratiot,"New Haven Township, Precinct 1",Drain Commissioner,,Bernard James Barnes,Republican,352,66,418
Gratiot,"New Haven Township, Precinct 1",Drain Commissioner,,Write-in,,5,0,5
Gratiot,"New Haven Township, Precinct 1",Drain Commissioner,,Over Vote Count,,0,0,0
Gratiot,"New Haven Township, Precinct 1",Drain Commissioner,,Under Vote Count,,79,13,92
Gratiot,"New Haven Township, Precinct 1",County Commissioner 4th District,,Ballots Cast,,436,79,515
Gratiot,"New Haven Township, Precinct 1",County Commissioner 4th District,,Sarah M. Foltz,Democrat,98,14,112
Gratiot,"New Haven Township, Precinct 1",County Commissioner 4th District,,Steven Sopocy,Republican,307,60,367
Gratiot,"New Haven Township, Precinct 1",County Commissioner 4th District,,Over Vote Count,,0,0,0
Gratiot,"New Haven Township, Precinct 1",County Commissioner 4th District,,Under Vote Count,,31,5,36
Gratiot,"New Haven Township, Precinct 1",New Haven Township Supervisor,,Ballots Cast,,436,79,515
Gratiot,"New Haven Township, Precinct 1",New Haven Township Supervisor,,Brian D. Smith,Republican,349,68,417
Gratiot,"New Haven Township, Precinct 1",New Haven Township Supervisor,,Write-in,,3,0,3
Gratiot,"New Haven Township, Precinct 1",New Haven Township Supervisor,,Over Vote Count,,0,0,0
Gratiot,"New Haven Township, Precinct 1",New Haven Township Supervisor,,Under Vote Count,,84,11,95
Gratiot,"New Haven Township, Precinct 1",New Haven Township Clerk,,Ballots Cast,,436,79,515
Gratiot,"New Haven Township, Precinct 1",New Haven Township Clerk,,Candy L. Smith,Republican,353,68,421
Gratiot,"New Haven Township, Precinct 1",New Haven Township Clerk,,Write-in,,3,0,3
Gratiot,"New Haven Township, Precinct 1",New Haven Township Clerk,,Over Vote Count,,0,0,0
Gratiot,"New Haven Township, Precinct 1",New Haven Township Clerk,,Under Vote Count,,80,11,91
Gratiot,"New Haven Township, Precinct 1",New Haven Township Treasurer,,Ballots Cast,,436,79,515
Gratiot,"New Haven Township, Precinct 1",New Haven Township Treasurer,,Kathy J. Doran,Republican,364,70,434
Gratiot,"New Haven Township, Precinct 1",New Haven Township Treasurer,,Write-in,,2,0,2
Gratiot,"New Haven Township, Precinct 1",New Haven Township Treasurer,,Over Vote Count,,0,0,0
Gratiot,"New Haven Township, Precinct 1",New Haven Township Treasurer,,Under Vote Count,,70,9,79
Gratiot,"New Haven Township, Precinct 1",New Haven Township Trustee,,Ballots Cast,,436,79,515
Gratiot,"New Haven Township, Precinct 1",New Haven Township Trustee,,Tim Gustavison,Republican,322,56,378
Gratiot,"New Haven Township, Precinct 1",New Haven Township Trustee,,Anthony Taylor,Republican,318,61,379
Gratiot,"New Haven Township, Precinct 1",New Haven Township Trustee,,Write-in,,1,0,1
Gratiot,"New Haven Township, Precinct 1",New Haven Township Trustee,,Over Vote Count,,0,0,0
Gratiot,"New Haven Township, Precinct 1",New Haven Township Trustee,,Under Vote Count,,231,41,272
Gratiot,"New Haven Township, Precinct 1",Justice of Supreme Court,,Ballots Cast,,436,79,515
Gratiot,"New Haven Township, Precinct 1",Justice of Supreme Court,,Andrew Fink,,154,24,178
Gratiot,"New Haven Township, Precinct 1",Justice of Supreme Court,,Kimberly Ann Thomas,,155,27,182
Gratiot,"New Haven Township, Precinct 1",Justice of Supreme Court,,Write-in,,2,1,3
Gratiot,"New Haven Township, Precinct 1",Justice of Supreme Court,,Over Vote Count,,0,0,0
Gratiot,"New Haven Township, Precinct 1",Justice of Supreme Court,,Under Vote Count,,125,27,152
Gratiot,"New Haven Township, Precinct 1",Justice of Supreme Court Partial Term,,Ballots Cast,,436,79,515
Gratiot,"New Haven Township, Precinct 1",Justice of Supreme Court Partial Term,,Kyra Harris Bolden,,169,23,192
Gratiot,"New Haven Township, Precinct 1",Justice of Supreme Court Partial Term,,Patrick William O'Grady,,144,26,170
Gratiot,"New Haven Township, Precinct 1",Justice of Supreme Court Partial Term,,Write-in,,3,1,4
Gratiot,"New Haven Township, Precinct 1",Justice of Supreme Court Partial Term,,Over Vote Count,,0,0,0
Gratiot,"New Haven Township, Precinct 1",Justice of Supreme Court Partial Term,,Under Vote Count,,120,29,149
Gratiot,"New Haven Township, Precinct 1",Judge of Court of Appeals-Incumbent Position,,Ballots Cast,,436,79,515
Gratiot,"New Haven Township, Precinct 1",Judge of Court of Appeals-Incumbent Position,,Stephen L. Borrello,,271,44,315
Gratiot,"New Haven Township, Precinct 1",Judge of Court of Appeals-Incumbent Position,,Write-in,,3,1,4
Gratiot,"New Haven Township, Precinct 1",Judge of Court of Appeals-Incumbent Position,,Over Vote Count,,0,0,0
Gratiot,"New Haven Township, Precinct 1",Judge of Court of Appeals-Incumbent Position,,Under Vote Count,,162,34,196
Gratiot,"New Haven Township, Precinct 1",Judge of Court of Appeals-Incumbent Position Partial Term,,Ballots Cast,,436,79,515
Gratiot,"New Haven Township, Precinct 1",Judge of Court of Appeals-Incumbent Position Partial Term,,Allie Greenleaf Maldonado,,272,42,314
Gratiot,"New Haven Township, Precinct 1",Judge of Court of Appeals-Incumbent Position Partial Term,,Write-in,,3,1,4
