county,office,district,party,first,last,votes
CHARLEVOIX,President,,REP,Rick,Santorum,5
CHARLEVOIX,President,,REP,Marco,Rubio,455
CHARLEVOIX,President,,REP,Rand,Paul,19
CHARLEVOIX,President,,REP,George,Pataki,2
CHARLEVOIX,President,,REP,John,Kasich,1208
CHARLEVOIX,President,,REP,Mike,Huckabee,11
CHARLEVOIX,President,,REP,Lindsey,Graham,1
CHARLEVOIX,President,,REP,Carly,Fiorina,2
CHARLEVOIX,President,,REP,Ted,Cruz,1182
CHARLEVOIX,President,,REP,Chris,Christie,14
CHARLEVOIX,President,,REP,Ben,Carson,85
CHARLEVOIX,President,,DEM,,Uncommitted,58
CHARLEVOIX,President,,DEM,Roque,De La Fuente,0
CHARLEVOIX,President,,DEM,Bernie,Sanders,1730
CHARLEVOIX,President,,DEM,Martin,O'Malley,10
CHARLEVOIX,President,,DEM,Hillary,Clinton,1044
CHARLEVOIX,President,,REP,Donald,Trump,1886
CHARLEVOIX,President,,REP,Rick,Santorum,5
CHARLEVOIX,President,,REP,Marco,Rubio,455
CHARLEVOIX,President,,REP,,Uncommitted,66
CHARLEVOIX,President,,REP,Rand,Paul,19
CHARLEVOIX,President,,REP,Jeb,Bush,35
CHARLEVOIX,President,,REP,George,Pataki,2
CHARLEVOIX,President,,REP,John,Kasich,1208
CHARLEVOIX,President,,REP,Mike,Huckabee,11
CHARLEVOIX,President,,REP,Lindsey,Graham,1
CHARLEVOIX,President,,REP,Carly,Fiorina,2
CHARLEVOIX,President,,REP,Ted,Cruz,1182
CHARLEVOIX,President,,REP,Chris,Christie,14
CHARLEVOIX,President,,REP,Ben,Carson,85
CHEBOYGAN,President,,DEM,,Uncommitted,36
CHEBOYGAN,President,,DEM,Roque,De La Fuente,1
