,county,precinct,office,district,party,candidate,votes
704,Arenac,Adams Township,Arenac Co. Renewal Of Senior Services Millage,,NON,No,42
705,Arenac,Arenac Township AGS,Arenac Co. Renewal Of Senior Services Millage,,NON,Yes,0
706,Arenac,Arenac Township AGS,Arenac Co. Renewal Of Senior Services Millage,,NON,No,0
707,Arenac,Arenac Township SS,Arenac Co. Renewal Of Senior Services Millage,,NON,Yes,175
708,Arenac,Arenac Township SS,Arenac Co. Renewal Of Senior Services Millage,,NON,No,56
709,Arenac,AuGres Township 1A,Arenac Co. Renewal Of Senior Services Millage,,NON,Yes,266
710,Arenac,AuGres Township 1A,Arenac Co. Renewal Of Senior Services Millage,,NON,No,75
711,Arenac,AuGres Township 1B,Arenac Co. Renewal Of Senior Services Millage,,NON,Yes,0
712,Arenac,AuGres Township 1B,Arenac Co. Renewal Of Senior Services Millage,,NON,No,0
713,Arenac,Clayton Township,Arenac Co. Renewal Of Senior Services Millage,,NON,Yes,155
714,Arenac,Clayton Township,Arenac Co. Renewal Of Senior Services Millage,,NON,No,51
715,Arenac,Deep River Township 1A,Arenac Co. Renewal Of Senior Services Millage,,NON,Yes,447
716,Arenac,Deep River Township 1A,Arenac Co. Renewal Of Senior Services Millage,,NON,No,169
717,Arenac,Deep River Township 1B,Arenac Co. Renewal Of Senior Services Millage,,NON,Yes,0
718,Arenac,Deep River Township 1B,Arenac Co. Renewal Of Senior Services Millage,,NON,No,0
719,Arenac,Lincoln Township ,Arenac Co. Renewal Of Senior Services Millage,,NON,Yes,176
720,Arenac,Lincoln Township ,Arenac Co. Renewal Of Senior Services Millage,,NON,No,63
721,Arenac,Mason Township,Arenac Co. Renewal Of Senior Services Millage,,NON,Yes,118
722,Arenac,Mason Township,Arenac Co. Renewal Of Senior Services Millage,,NON,No,53
723,Arenac,Moffatt Township,Arenac Co. Renewal Of Senior Services Millage,,NON,Yes,345
724,Arenac,Moffatt Township,Arenac Co. Renewal Of Senior Services Millage,,NON,No,117
725,Arenac,Sims Township,Arenac Co. Renewal Of Senior Services Millage,,NON,Yes,331
726,Arenac,Sims Township,Arenac Co. Renewal Of Senior Services Millage,,NON,No,91
727,Arenac,Standish Township,Arenac Co. Renewal Of Senior Services Millage,,NON,Yes,349
728,Arenac,Standish Township,Arenac Co. Renewal Of Senior Services Millage,,NON,No,106
729,Arenac,Turner Township,Arenac Co. Renewal Of Senior Services Millage,,NON,Yes,121
730,Arenac,Turner Township,Arenac Co. Renewal Of Senior Services Millage,,NON,No,44
731,Arenac,Whitney Twp AGS,Arenac Co. Renewal Of Senior Services Millage,,NON,Yes,234
732,Arenac,Whitney Twp AGS,Arenac Co. Renewal Of Senior Services Millage,,NON,No,96
733,Arenac,Whitney Twp TAS,Arenac Co. Renewal Of Senior Services Millage,,NON,Yes,0
734,Arenac,Whitney Twp TAS,Arenac Co. Renewal Of Senior Services Millage,,NON,No,0
735,Arenac,AuGres City,Arenac Co. Renewal Of Senior Services Millage,,NON,Yes,221
736,Arenac,AuGres City,Arenac Co. Renewal Of Senior Services Millage,,NON,No,65
737,Arenac,Omer City,Arenac Co. Renewal Of Senior Services Millage,,NON,Yes,81
738,Arenac,Omer City,Arenac Co. Renewal Of Senior Services Millage,,NON,No,18
739,Arenac,Standish City,Arenac Co. Renewal Of Senior Services Millage,,NON,Yes,232
740,Arenac,Standish City,Arenac Co. Renewal Of Senior Services Millage,,NON,No,70
741,Arenac,Adams Township,Augres-Sims School District Operating Millage Proposal,,NON,Yes,0
742,Arenac,Adams Township,Augres-Sims School District Operating Millage Proposal,,NON,No,0
743,Arenac,Arenac Township AGS,Augres-Sims School District Operating Millage Proposal,,NON,Yes,12
744,Arenac,Arenac Township AGS,Augres-Sims School District Operating Millage Proposal,,NON,No,3
745,Arenac,Arenac Township SS,Augres-Sims School District Operating Millage Proposal,,NON,Yes,0
746,Arenac,Arenac Township SS,Augres-Sims School District Operating Millage Proposal,,NON,No,0
747,Arenac,AuGres Township 1A,Augres-Sims School District Operating Millage Proposal,,NON,Yes,179
748,Arenac,AuGres Township 1A,Augres-Sims School District Operating Millage Proposal,,NON,No,159
749,Arenac,AuGres Township 1B,Augres-Sims School District Operating Millage Proposal,,NON,Yes,0
750,Arenac,AuGres Township 1B,Augres-Sims School District Operating Millage Proposal,,NON,No,0
751,Arenac,Clayton Township,Augres-Sims School District Operating Millage Proposal,,NON,Yes,0
752,Arenac,Clayton Township,Augres-Sims School District Operating Millage Proposal,,NON,No,0
753,Arenac,Deep River Township 1A,Augres-Sims School District Operating Millage Proposal,,NON,Yes,0
754,Arenac,Deep River Township 1A,Augres-Sims School District Operating Millage Proposal,,NON,No,0
755,Arenac,Deep River Township 1B,Augres-Sims School District Operating Millage Proposal,,NON,Yes,0
756,Arenac,Deep River Township 1B,Augres-Sims School District Operating Millage Proposal,,NON,No,0
757,Arenac,Lincoln Township ,Augres-Sims School District Operating Millage Proposal,,NON,Yes,0
758,Arenac,Lincoln Township ,Augres-Sims School District Operating Millage Proposal,,NON,No,0
759,Arenac,Mason Township,Augres-Sims School District Operating Millage Proposal,,NON,Yes,0
760,Arenac,Mason Township,Augres-Sims School District Operating Millage Proposal,,NON,No,0
761,Arenac,Moffatt Township,Augres-Sims School District Operating Millage Proposal,,NON,Yes,0
762,Arenac,Moffatt Township,Augres-Sims School District Operating Millage Proposal,,NON,No,0
763,Arenac,Sims Township,Augres-Sims School District Operating Millage Proposal,,NON,Yes,207
764,Arenac,Sims Township,Augres-Sims School District Operating Millage Proposal,,NON,No,177
765,Arenac,Standish Township,Augres-Sims School District Operating Millage Proposal,,NON,Yes,0
766,Arenac,Standish Township,Augres-Sims School District Operating Millage Proposal,,NON,No,0
767,Arenac,Turner Township,Augres-Sims School District Operating Millage Proposal,,NON,Yes,66
768,Arenac,Turner Township,Augres-Sims School District Operating Millage Proposal,,NON,No,100
769,Arenac,Whitney Twp AGS,Augres-Sims School District Operating Millage Proposal,,NON,Yes,94
770,Arenac,Whitney Twp AGS,Augres-Sims School District Operating Millage Proposal,,NON,No,62
771,Arenac,Whitney Twp TAS,Augres-Sims School District Operating Millage Proposal,,NON,Yes,0
772,Arenac,Whitney Twp TAS,Augres-Sims School District Operating Millage Proposal,,NON,No,0
773,Arenac,AuGres City,Augres-Sims School District Operating Millage Proposal,,NON,Yes,132
774,Arenac,AuGres City,Augres-Sims School District Operating Millage Proposal,,NON,No,128
775,Arenac,Omer City,Augres-Sims School District Operating Millage Proposal,,NON,Yes,0
776,Arenac,Omer City,Augres-Sims School District Operating Millage Proposal,,NON,No,0
777,Arenac,Standish City,Augres-Sims School District Operating Millage Proposal,,NON,Yes,0
778,Arenac,Standish City,Augres-Sims School District Operating Millage Proposal,,NON,No,0
