id,county,precinct,office,district,candidate,party,election_day,absentee,votes
31830,Ottawa,"Tallmadge Charter Township, Precinct 2A",Justice of Supreme Court,,Cast Votes,,826,762,1588
31831,Ottawa,"Tallmadge Charter Township, Precinct 2A",Justice of Supreme Court,,Undervotes,,389,256,645
31832,Ottawa,"Tallmadge Charter Township, Precinct 2A",Justice of Supreme Court,,Overvotes,,0,0,0
31833,Ottawa,"Tallmadge Charter Township, Precinct 2A",Justice of Supreme Court,,Rejected write-in votes,,5,0,5
31834,Ottawa,"Tallmadge Charter Township, Precinct 2A",Justice of Supreme Court,,Unresolved write-in votes,,0,0,0
31836,Ottawa,"Tallmadge Charter Township, Precinct 2A",Judge of Court of Appeals 3rd District Incumbent Position 6 Year Term,,James Robert Redford,,348,263,611
31837,Ottawa,"Tallmadge Charter Township, Precinct 2A",Judge of Court of Appeals 3rd District Incumbent Position 6 Year Term,,Cast Votes,,348,263,611
31838,Ottawa,"Tallmadge Charter Township, Precinct 2A",Judge of Court of Appeals 3rd District Incumbent Position 6 Year Term,,Undervotes,,257,246,503
31839,Ottawa,"Tallmadge Charter Township, Precinct 2A",Judge of Court of Appeals 3rd District Incumbent Position 6 Year Term,,Overvotes,,0,0,0
31840,Ottawa,"Tallmadge Charter Township, Precinct 2A",Judge of Court of Appeals 3rd District Incumbent Position 6 Year Term,,Rejected write-in votes,,5,0,5
31841,Ottawa,"Tallmadge Charter Township, Precinct 2A",Judge of Court of Appeals 3rd District Incumbent Position 6 Year Term,,Unresolved write-in votes,,0,0,0
31845,Ottawa,"Tallmadge Charter Township, Precinct 2A",Judge of Court of Appeals 3rd District Incumbent Position Partial Term Ending 01/01/2025 - Vote for,,Christopher Yates,,342,267,609
31846,Ottawa,"Tallmadge Charter Township, Precinct 2A",Judge of Court of Appeals 3rd District Incumbent Position Partial Term Ending 01/01/2025 - Vote for,,Cast Votes,,342,267,609
31847,Ottawa,"Tallmadge Charter Township, Precinct 2A",Judge of Court of Appeals 3rd District Incumbent Position Partial Term Ending 01/01/2025 - Vote for,,Undervotes,,263,242,505
31848,Ottawa,"Tallmadge Charter Township, Precinct 2A",Judge of Court of Appeals 3rd District Incumbent Position Partial Term Ending 01/01/2025 - Vote for,,Overvotes,,0,0,0
31849,Ottawa,"Tallmadge Charter Township, Precinct 2A",Judge of Court of Appeals 3rd District Incumbent Position Partial Term Ending 01/01/2025 - Vote for,,Rejected write-in votes,,5,0,5
31850,Ottawa,"Tallmadge Charter Township, Precinct 2A",Judge of Court of Appeals 3rd District Incumbent Position Partial Term Ending 01/01/2025 - Vote for,,Unresolved write-in votes,,0,0,0
31852,Ottawa,"Tallmadge Charter Township, Precinct 2A",Judge of Court of Appeals 3rd District Non-Incumbent Position,,Kathleen A. Feeney,,184,171,355
31853,Ottawa,"Tallmadge Charter Township, Precinct 2A",Judge of Court of Appeals 3rd District Non-Incumbent Position,,Raymond P. Voet,,222,176,398
31854,Ottawa,"Tallmadge Charter Township, Precinct 2A",Judge of Court of Appeals 3rd District Non-Incumbent Position,,Cast Votes,,406,347,753
31855,Ottawa,"Tallmadge Charter Township, Precinct 2A",Judge of Court of Appeals 3rd District Non-Incumbent Position,,Undervotes,,202,161,363
31856,Ottawa,"Tallmadge Charter Township, Precinct 2A",Judge of Court of Appeals 3rd District Non-Incumbent Position,,Overvotes,,1,1,2
31857,Ottawa,"Tallmadge Charter Township, Precinct 2A",Judge of Court of Appeals 3rd District Non-Incumbent Position,,Rejected write-in votes,,1,0,1
31858,Ottawa,"Tallmadge Charter Township, Precinct 2A",Judge of Court of Appeals 3rd District Non-Incumbent Position,,Unresolved write-in votes,,0,0,0
31860,Ottawa,"Tallmadge Charter Township, Precinct 2A",Judge of Circuit Court 20th Circuit Incumbent Position,,Kent D. Engle,,274,259,533
31861,Ottawa,"Tallmadge Charter Township, Precinct 2A",Judge of Circuit Court 20th Circuit Incumbent Position,,Karen Jongekrijg Miedema,,274,232,506
31862,Ottawa,"Tallmadge Charter Township, Precinct 2A",Judge of Circuit Court 20th Circuit Incumbent Position,,Cast Votes,,548,491,1039
31863,Ottawa,"Tallmadge Charter Township, Precinct 2A",Judge of Circuit Court 20th Circuit Incumbent Position,,Undervotes,,670,527,1197
31864,Ottawa,"Tallmadge Charter Township, Precinct 2A",Judge of Circuit Court 20th Circuit Incumbent Position,,Overvotes,,0,0,0
31865,Ottawa,"Tallmadge Charter Township, Precinct 2A",Judge of Circuit Court 20th Circuit Incumbent Position,,Rejected write-in votes,,2,0,2
31866,Ottawa,"Tallmadge Charter Township, Precinct 2A",Judge of Circuit Court 20th Circuit Incumbent Position,,Unresolved write-in votes,,0,0,0
31869,Ottawa,"Tallmadge Charter Township, Precinct 2A",Judge of Circuit Court 20th Circuit New Judgeship,,Paul Kraus,,272,229,501
31870,Ottawa,"Tallmadge Charter Township, Precinct 2A",Judge of Circuit Court 20th Circuit New Judgeship,,Mercedes Watts,,117,115,232
31871,Ottawa,"Tallmadge Charter Township, Precinct 2A",Judge of Circuit Court 20th Circuit New Judgeship,,Cast Votes,,389,344,733
31872,Ottawa,"Tallmadge Charter Township, Precinct 2A",Judge of Circuit Court 20th Circuit New Judgeship,,Undervotes,,218,165,383
31873,Ottawa,"Tallmadge Charter Township, Precinct 2A",Judge of Circuit Court 20th Circuit New Judgeship,,Overvotes,,1,0,1
31874,Ottawa,"Tallmadge Charter Township, Precinct 2A",Judge of Circuit Court 20th Circuit New Judgeship,,Rejected write-in votes,,2,0,2
31875,Ottawa,"Tallmadge Charter Township, Precinct 2A",Judge of Circuit Court 20th Circuit New Judgeship,,Unresolved write-in votes,,0,0,0
31877,Ottawa,"Tallmadge Charter Township, Precinct 2A",Judge of District Court 58th District Incumbent Position,,Judy K. Mulder,,327,273,600
31878,Ottawa,"Tallmadge Charter Township, Precinct 2A",Judge of District Court 58th District Incumbent Position,,Cast Votes,,327,273,600
31879,Ottawa,"Tallmadge Charter Township, Precinct 2A",Judge of District Court 58th District Incumbent Position,,Undervotes,,279,236,515
31880,Ottawa,"Tallmadge Charter Township, Precinct 2A",Judge of District Court 58th District Incumbent Position,,Overvotes,,0,0,0
31881,Ottawa,"Tallmadge Charter Township, Precinct 2A",Judge of District Court 58th District Incumbent Position,,Rejected write-in votes,,4,0,4
31882,Ottawa,"Tallmadge Charter Township, Precinct 2A",Judge of District Court 58th District Incumbent Position,,Unresolved write-in votes,,0,0,0
31884,Ottawa,"Tallmadge Charter Township, Precinct 2A",Board Member Coopersville Area Public Schools 6 Year Term,,Michael J. Michalak,,317,278,595
31885,Ottawa,"Tallmadge Charter Township, Precinct 2A",Board Member Coopersville Area Public Schools 6 Year Term,,Lynn VanSickle,,319,276,595
31886,Ottawa,"Tallmadge Charter Township, Precinct 2A",Board Member Coopersville Area Public Schools 6 Year Term,,Cast Votes,,636,554,1190
31887,Ottawa,"Tallmadge Charter Township, Precinct 2A",Board Member Coopersville Area Public Schools 6 Year Term,,Undervotes,,582,464,1046
31888,Ottawa,"Tallmadge Charter Township, Precinct 2A",Board Member Coopersville Area Public Schools 6 Year Term,,Overvotes,,0,0,0
31889,Ottawa,"Tallmadge Charter Township, Precinct 2A",Board Member Coopersville Area Public Schools 6 Year Term,,Rejected write-in votes,,2,0,2
31890,Ottawa,"Tallmadge Charter Township, Precinct 2A",Board Member Coopersville Area Public Schools 6 Year Term,,Unresolved write-in votes,,0,0,0
31894,Ottawa,"Tallmadge Charter Township, Precinct 2A",Board Member Coopersville Area Public Schools Partial Term Ending 12/31/2026,,Mitchell Patrick,,369,286,655
31895,Ottawa,"Tallmadge Charter Township, Precinct 2A",Board Member Coopersville Area Public Schools Partial Term Ending 12/31/2026,,Cast Votes,,369,286,655
31896,Ottawa,"Tallmadge Charter Township, Precinct 2A",Board Member Coopersville Area Public Schools Partial Term Ending 12/31/2026,,Undervotes,,240,223,463
31897,Ottawa,"Tallmadge Charter Township, Precinct 2A",Board Member Coopersville Area Public Schools Partial Term Ending 12/31/2026,,Overvotes,,0,0,0
31898,Ottawa,"Tallmadge Charter Township, Precinct 2A",Board Member Coopersville Area Public Schools Partial Term Ending 12/31/2026,,Rejected write-in votes,,1,0,1
31899,Ottawa,"Tallmadge Charter Township, Precinct 2A",Board Member Coopersville Area Public Schools Partial Term Ending 12/31/2026,,Unresolved write-in votes,,0,0,0
31901,Ottawa,"Tallmadge Charter Township, Precinct 2A",Proposal 22-1,,Yes,,218,297,515
31902,Ottawa,"Tallmadge Charter Township, Precinct 2A",Proposal 22-1,,No,,369,198,567
31903,Ottawa,"Tallmadge Charter Township, Precinct 2A",Proposal 22-1,,Cast Votes,,587,495,1082
31904,Ottawa,"Tallmadge Charter Township, Precinct 2A",Proposal 22-1,,Undervotes,,23,14,37
31905,Ottawa,"Tallmadge Charter Township, Precinct 2A",Proposal 22-1,,Overvotes,,0,0,0
31906,Ottawa,"Tallmadge Charter Township, Precinct 2A",Proposal 22-1,,Rejected write-in votes,,0,0,0
31907,Ottawa,"Tallmadge Charter Township, Precinct 2A",Proposal 22-1,,Unresolved write-in votes,,0,0,0
31909,Ottawa,"Tallmadge Charter Township, Precinct 2A",Proposal 22-2,,Yes,,165,258,423
31910,Ottawa,"Tallmadge Charter Township, Precinct 2A",Proposal 22-2,,No,,429,239,668
31911,Ottawa,"Tallmadge Charter Township, Precinct 2A",Proposal 22-2,,Cast Votes,,594,497,1091
31912,Ottawa,"Tallmadge Charter Township, Precinct 2A",Proposal 22-2,,Undervotes,,16,12,28
31913,Ottawa,"Tallmadge Charter Township, Precinct 2A",Proposal 22-2,,Overvotes,,0,0,0
31914,Ottawa,"Tallmadge Charter Township, Precinct 2A",Proposal 22-2,,Rejected write-in votes,,0,0,0
31915,Ottawa,"Tallmadge Charter Township, Precinct 2A",Proposal 22-2,,Unresolved write-in votes,,0,0,0
31918,Ottawa,"Tallmadge Charter Township, Precinct 2A",Proposal 22-3,,Yes,,157,196,353
31919,Ottawa,"Tallmadge Charter Township, Precinct 2A",Proposal 22-3,,No,,442,305,747
31920,Ottawa,"Tallmadge Charter Township, Precinct 2A",Proposal 22-3,,Cast Votes,,599,501,1100
31921,Ottawa,"Tallmadge Charter Township, Precinct 2A",Proposal 22-3,,Undervotes,,11,8,19
31922,Ottawa,"Tallmadge Charter Township, Precinct 2A",Proposal 22-3,,Overvotes,,0,0,0
31923,Ottawa,"Tallmadge Charter Township, Precinct 2A",Proposal 22-3,,Rejected write-in votes,,0,0,0
31924,Ottawa,"Tallmadge Charter Township, Precinct 2A",Proposal 22-3,,Unresolved write-in votes,,0,0,0
31927,Ottawa,"Tallmadge Charter Township, Precinct 2B",Straight Party,,Democratic Party,DEM,21,20,41
31928,Ottawa,"Tallmadge Charter Township, Precinct 2B",Straight Party,,Republican Party,REP,85,44,129
31929,Ottawa,"Tallmadge Charter Township, Precinct 2B",Straight Party,,Libertarian Party,LIB,1,0,1
31930,Ottawa,"Tallmadge Charter Township, Precinct 2B",Straight Party,,U.S. Taxpayers Party,UST,0,0,0
31931,Ottawa,"Tallmadge Charter Township, Precinct 2B",Straight Party,,Working Class Party,WC,0,0,0
31932,Ottawa,"Tallmadge Charter Township, Precinct 2B",Straight Party,,Green Party,GRE,0,0,0
31933,Ottawa,"Tallmadge Charter Township, Precinct 2B",Straight Party,,Natural Law Party,NAL,0,0,0
31934,Ottawa,"Tallmadge Charter Township, Precinct 2B",Straight Party,,Cast Votes,,107,64,171
31935,Ottawa,"Tallmadge Charter Township, Precinct 2B",Straight Party,,Undervotes,,83,35,118
31936,Ottawa,"Tallmadge Charter Township, Precinct 2B",Straight Party,,Overvotes,,0,0,0
31937,Ottawa,"Tallmadge Charter Township, Precinct 2B",Straight Party,,Rejected write-in votes,,0,0,0
31938,Ottawa,"Tallmadge Charter Township, Precinct 2B",Straight Party,,Unresolved write-in votes,,0,0,0
31941,Ottawa,"Tallmadge Charter Township, Precinct 2B",Governor,,Gretchen Whitmer Garlin D. Gilchrist II,DEM,46,39,85
31942,Ottawa,"Tallmadge Charter Township, Precinct 2B",Governor,,Tudor M. Dixon Shane Hernandez,REP,141,59,200
31943,Ottawa,"Tallmadge Charter Township, Precinct 2B",Governor,,Mary Buzuma Brian Ellison,LIB,2,0,2
31944,Ottawa,"Tallmadge Charter Township, Precinct 2B",Governor,,Donna Brandenburg Mellissa Carone,UST,0,1,1
31945,Ottawa,"Tallmadge Charter Township, Precinct 2B",Governor,,Kevin Hogan Destiny Clayton,GRE,0,0,0
31946,Ottawa,"Tallmadge Charter Township, Precinct 2B",Governor,,Daryl M. Simpson Doug Dern,NAL,0,0,0
31947,Ottawa,"Tallmadge Charter Township, Precinct 2B",Governor,,Bob Scott (W),,0,0,0
31948,Ottawa,"Tallmadge Charter Township, Precinct 2B",Governor,,Elizabeth Ann Adkisson (W),,0,0,0
31949,Ottawa,"Tallmadge Charter Township, Precinct 2B",Governor,,Ervin Joseph Lamie (W),,0,0,0
31950,Ottawa,"Tallmadge Charter Township, Precinct 2B",Governor,,Eugene Rosell Hunt Jr. (W),,0,0,0
31951,Ottawa,"Tallmadge Charter Township, Precinct 2B",Governor,,Evan S. Space (W),,0,0,0
31952,Ottawa,"Tallmadge Charter Township, Precinct 2B",Governor,,Joseph Irving (W),,0,0,0
31953,Ottawa,"Tallmadge Charter Township, Precinct 2B",Governor,,Joseph Michael Hunt (W),,0,0,0
31954,Ottawa,"Tallmadge Charter Township, Precinct 2B",Governor,,Joyce Priscilla Gipson (W),,0,0,0
31955,Ottawa,"Tallmadge Charter Township, Precinct 2B",Governor,,Justin Paul Blackburn (W),,0,0,0
31956,Ottawa,"Tallmadge Charter Township, Precinct 2B",Governor,,Michael David Kelley (W),,0,0,0
31957,Ottawa,"Tallmadge Charter Township, Precinct 2B",Governor,,Michael Ray Deck (W),,0,0,0
31958,Ottawa,"Tallmadge Charter Township, Precinct 2B",Governor,,Cast Votes,,189,99,288
31959,Ottawa,"Tallmadge Charter Township, Precinct 2B",Governor,,Undervotes,,1,0,1
31960,Ottawa,"Tallmadge Charter Township, Precinct 2B",Governor,,Overvotes,,0,0,0
31961,Ottawa,"Tallmadge Charter Township, Precinct 2B",Governor,,Rejected write-in votes,,0,0,0
31962,Ottawa,"Tallmadge Charter Township, Precinct 2B",Governor,,Unresolved write-in votes,,0,0,0
31965,Ottawa,"Tallmadge Charter Township, Precinct 2B",Secretary of State,,Jocelyn Benson,DEM,44,40,84
31966,Ottawa,"Tallmadge Charter Township, Precinct 2B",Secretary of State,,Kristina Elaine Karamo,REP,139,56,195
31967,Ottawa,"Tallmadge Charter Township, Precinct 2B",Secretary of State,,Gregory Scott Stempfle,LIB,2,1,3
31968,Ottawa,"Tallmadge Charter Township, Precinct 2B",Secretary of State,,Christine C. Schwartz,UST,2,0,2
31969,Ottawa,"Tallmadge Charter Township, Precinct 2B",Secretary of State,,Larry James Hutchinson Jr.,GRE,1,0,1
31970,Ottawa,"Tallmadge Charter Township, Precinct 2B",Secretary of State,,Cast Votes,,188,97,285
31971,Ottawa,"Tallmadge Charter Township, Precinct 2B",Secretary of State,,Undervotes,,2,2,4
31972,Ottawa,"Tallmadge Charter Township, Precinct 2B",Secretary of State,,Overvotes,,0,0,0
31973,Ottawa,"Tallmadge Charter Township, Precinct 2B",Secretary of State,,Rejected write-in votes,,0,0,0
31974,Ottawa,"Tallmadge Charter Township, Precinct 2B",Secretary of State,,Unresolved write-in votes,,0,0,0
31976,Ottawa,"Tallmadge Charter Township, Precinct 2B",Attorney General,,Dana Nessel,DEM,40,36,76
31977,Ottawa,"Tallmadge Charter Township, Precinct 2B",Attorney General,,Matthew DePerno,REP,142,59,201
31978,Ottawa,"Tallmadge Charter Township, Precinct 2B",Attorney General,,Joseph W. McHugh Jr.,LIB,5,2,7
31979,Ottawa,"Tallmadge Charter Township, Precinct 2B",Attorney General,,Gerald T. Van Sickle,UST,0,0,0
31980,Ottawa,"Tallmadge Charter Township, Precinct 2B",Attorney General,,Cast Votes,,187,97,284
31981,Ottawa,"Tallmadge Charter Township, Precinct 2B",Attorney General,,Undervotes,,3,2,5
31982,Ottawa,"Tallmadge Charter Township, Precinct 2B",Attorney General,,Overvotes,,0,0,0
31983,Ottawa,"Tallmadge Charter Township, Precinct 2B",Attorney General,,Rejected write-in votes,,0,0,0
31984,Ottawa,"Tallmadge Charter Township, Precinct 2B",Attorney General,,Unresolved write-in votes,,0,0,0
31986,Ottawa,"Tallmadge Charter Township, Precinct 2B",U.S. House,3,Hillary Scholten,DEM,43,37,80
31987,Ottawa,"Tallmadge Charter Township, Precinct 2B",U.S. House,3,John Gibbs,REP,143,59,202
31988,Ottawa,"Tallmadge Charter Township, Precinct 2B",U.S. House,3,Jamie Lewis,LIB,2,0,2
31989,Ottawa,"Tallmadge Charter Township, Precinct 2B",U.S. House,3,Louis Palus,WC,0,1,1
31990,Ottawa,"Tallmadge Charter Township, Precinct 2B",U.S. House,3,Cast Votes,,188,97,285
31991,Ottawa,"Tallmadge Charter Township, Precinct 2B",U.S. House,3,Undervotes,,1,2,3
31992,Ottawa,"Tallmadge Charter Township, Precinct 2B",U.S. House,3,Overvotes,,0,0,0
31993,Ottawa,"Tallmadge Charter Township, Precinct 2B",U.S. House,3,Rejected write-in votes,,1,0,1
31994,Ottawa,"Tallmadge Charter Township, Precinct 2B",U.S. House,3,Unresolved write-in votes,,0,0,0
31997,Ottawa,"Tallmadge Charter Township, Precinct 2B",State Senate,30,David LaGrand,DEM,38,33,71
31998,Ottawa,"Tallmadge Charter Township, Precinct 2B",State Senate,30,Mark Huizenga,REP,145,62,207
31999,Ottawa,"Tallmadge Charter Township, Precinct 2B",State Senate,30,Theodore Petzold,LIB,5,2,7
32000,Ottawa,"Tallmadge Charter Township, Precinct 2B",State Senate,30,Cast Votes,,188,97,285
32001,Ottawa,"Tallmadge Charter Township, Precinct 2B",State Senate,30,Undervotes,,2,2,4
32002,Ottawa,"Tallmadge Charter Township, Precinct 2B",State Senate,30,Overvotes,,0,0,0
32003,Ottawa,"Tallmadge Charter Township, Precinct 2B",State Senate,30,Rejected write-in votes,,0,0,0
32004,Ottawa,"Tallmadge Charter Township, Precinct 2B",State Senate,30,Unresolved write-in votes,,0,0,0
32006,Ottawa,"Tallmadge Charter Township, Precinct 2B",State House,89,Sharon McConnon,DEM,37,29,66
32007,Ottawa,"Tallmadge Charter Township, Precinct 2B",State House,89,Luke Meerman,REP,147,63,210
32008,Ottawa,"Tallmadge Charter Township, Precinct 2B",State House,89,Cast Votes,,184,92,276
32009,Ottawa,"Tallmadge Charter Township, Precinct 2B",State House,89,Undervotes,,6,7,13
32010,Ottawa,"Tallmadge Charter Township, Precinct 2B",State House,89,Overvotes,,0,0,0
32011,Ottawa,"Tallmadge Charter Township, Precinct 2B",State House,89,Rejected write-in votes,,0,0,0
32012,Ottawa,"Tallmadge Charter Township, Precinct 2B",State House,89,Unresolved write-in votes,,0,0,0
32014,Ottawa,"Tallmadge Charter Township, Precinct 2B",Member of the State Board of Education,,Pamela Pugh,DEM,34,31,65
32015,Ottawa,"Tallmadge Charter Township, Precinct 2B",Member of the State Board of Education,,Mitchell Robinson,DEM,35,30,65
32016,Ottawa,"Tallmadge Charter Township, Precinct 2B",Member of the State Board of Education,,Tamara D. Carlone,REP,130,57,187
32017,Ottawa,"Tallmadge Charter Township, Precinct 2B",Member of the State Board of Education,,Linda Lee Tarver,REP,127,58,185
32018,Ottawa,"Tallmadge Charter Township, Precinct 2B",Member of the State Board of Education,,Donna Gundle-Krieg,LIB,7,0,7
32019,Ottawa,"Tallmadge Charter Township, Precinct 2B",Member of the State Board of Education,,Bill Hall,LIB,10,0,10
32020,Ottawa,"Tallmadge Charter Township, Precinct 2B",Member of the State Board of Education,,Ethan Hobson,UST,1,0,1
32021,Ottawa,"Tallmadge Charter Township, Precinct 2B",Member of the State Board of Education,,Mary Anne Hering,WC,1,0,1
32022,Ottawa,"Tallmadge Charter Township, Precinct 2B",Member of the State Board of Education,,Cast Votes,,345,176,521
32023,Ottawa,"Tallmadge Charter Township, Precinct 2B",Member of the State Board of Education,,Undervotes,,35,22,57
32024,Ottawa,"Tallmadge Charter Township, Precinct 2B",Member of the State Board of Education,,Overvotes,,0,0,0
32025,Ottawa,"Tallmadge Charter Township, Precinct 2B",Member of the State Board of Education,,Rejected write-in votes,,0,0,0
32026,Ottawa,"Tallmadge Charter Township, Precinct 2B",Member of the State Board of Education,,Unresolved write-in votes,,0,0,0
32029,Ottawa,"Tallmadge Charter Township, Precinct 2B",Regent of the University of Michigan,,Mike Behm,DEM,32,26,58
32030,Ottawa,"Tallmadge Charter Township, Precinct 2B",Regent of the University of Michigan,,Kathy White,DEM,35,30,65
32031,Ottawa,"Tallmadge Charter Township, Precinct 2B",Regent of the University of Michigan,,Lena Epstein,REP,129,55,184
32032,Ottawa,"Tallmadge Charter Township, Precinct 2B",Regent of the University of Michigan,,Sevag Vartanian,REP,122,56,178
32033,Ottawa,"Tallmadge Charter Township, Precinct 2B",Regent of the University of Michigan,,Eric Larson,LIB,9,3,12
32034,Ottawa,"Tallmadge Charter Township, Precinct 2B",Regent of the University of Michigan,,Joe Sanger,UST,3,0,3
32035,Ottawa,"Tallmadge Charter Township, Precinct 2B",Regent of the University of Michigan,,Sherry A. Wells,GRE,3,0,3
32036,Ottawa,"Tallmadge Charter Township, Precinct 2B",Regent of the University of Michigan,,Kathleen Oakford,NAL,1,0,1
32037,Ottawa,"Tallmadge Charter Township, Precinct 2B",Regent of the University of Michigan,,Cast Votes,,334,170,504
32038,Ottawa,"Tallmadge Charter Township, Precinct 2B",Regent of the University of Michigan,,Undervotes,,44,28,72
32039,Ottawa,"Tallmadge Charter Township, Precinct 2B",Regent of the University of Michigan,,Overvotes,,1,0,1
32040,Ottawa,"Tallmadge Charter Township, Precinct 2B",Regent of the University of Michigan,,Rejected write-in votes,,0,0,0
32041,Ottawa,"Tallmadge Charter Township, Precinct 2B",Regent of the University of Michigan,,Unresolved write-in votes,,0,0,0
32043,Ottawa,"Tallmadge Charter Township, Precinct 2B",Trustee of Michigan State University,,Dennis Denno,DEM,31,28,59
32044,Ottawa,"Tallmadge Charter Township, Precinct 2B",Trustee of Michigan State University,,Renee Knake Jefferson,DEM,34,29,63
32045,Ottawa,"Tallmadge Charter Township, Precinct 2B",Trustee of Michigan State University,,Mike Balow,REP,133,58,191
32046,Ottawa,"Tallmadge Charter Township, Precinct 2B",Trustee of Michigan State University,,Travis Menge,REP,124,59,183
32047,Ottawa,"Tallmadge Charter Township, Precinct 2B",Trustee of Michigan State University,,Claranna Gelineau,LIB,9,0,9
32048,Ottawa,"Tallmadge Charter Township, Precinct 2B",Trustee of Michigan State University,,Max Riekse,LIB,5,0,5
32049,Ottawa,"Tallmadge Charter Township, Precinct 2B",Trustee of Michigan State University,,Robin Lea Laurain,GRE,0,0,0
32050,Ottawa,"Tallmadge Charter Township, Precinct 2B",Trustee of Michigan State University,,Cast Votes,,336,174,510
32051,Ottawa,"Tallmadge Charter Township, Precinct 2B",Trustee of Michigan State University,,Undervotes,,44,24,68
32052,Ottawa,"Tallmadge Charter Township, Precinct 2B",Trustee of Michigan State University,,Overvotes,,0,0,0
32053,Ottawa,"Tallmadge Charter Township, Precinct 2B",Trustee of Michigan State University,,Rejected write-in votes,,0,0,0
32054,Ottawa,"Tallmadge Charter Township, Precinct 2B",Trustee of Michigan State University,,Unresolved write-in votes,,0,0,0
32057,Ottawa,"Tallmadge Charter Township, Precinct 2B",Governor of Wayne State University,,Danielle Atkinson,DEM,34,26,60
32058,Ottawa,"Tallmadge Charter Township, Precinct 2B",Governor of Wayne State University,,Marilyn Kelly,DEM,30,27,57
32059,Ottawa,"Tallmadge Charter Township, Precinct 2B",Governor of Wayne State University,,Christa Murphy,REP,123,58,181
32060,Ottawa,"Tallmadge Charter Township, Precinct 2B",Governor of Wayne State University,,Craig Wilsher,REP,124,58,182
32061,Ottawa,"Tallmadge Charter Township, Precinct 2B",Governor of Wayne State University,,Bruce Jaquays,LIB,8,0,8
32062,Ottawa,"Tallmadge Charter Township, Precinct 2B",Governor of Wayne State University,,Marc Joseph Sosnowski,UST,1,0,1
32063,Ottawa,"Tallmadge Charter Township, Precinct 2B",Governor of Wayne State University,,Susan Odgers,GRE,1,0,1
32064,Ottawa,"Tallmadge Charter Township, Precinct 2B",Governor of Wayne State University,,Paul Joseph Foust (W),,0,0,0
32065,Ottawa,"Tallmadge Charter Township, Precinct 2B",Governor of Wayne State University,,Cast Votes,,321,169,490
32066,Ottawa,"Tallmadge Charter Township, Precinct 2B",Governor of Wayne State University,,Undervotes,,59,29,88
32067,Ottawa,"Tallmadge Charter Township, Precinct 2B",Governor of Wayne State University,,Overvotes,,0,0,0
32068,Ottawa,"Tallmadge Charter Township, Precinct 2B",Governor of Wayne State University,,Rejected write-in votes,,0,0,0
32069,Ottawa,"Tallmadge Charter Township, Precinct 2B",Governor of Wayne State University,,Unresolved write-in votes,,0,0,0
32071,Ottawa,"Tallmadge Charter Township, Precinct 2B",County Commissioner,11,Allison Miedema,REP,148,63,211
32072,Ottawa,"Tallmadge Charter Township, Precinct 2B",County Commissioner,11,Cast Votes,,148,63,211
32073,Ottawa,"Tallmadge Charter Township, Precinct 2B",County Commissioner,11,Undervotes,,38,36,74
32074,Ottawa,"Tallmadge Charter Township, Precinct 2B",County Commissioner,11,Overvotes,,1,0,1
32075,Ottawa,"Tallmadge Charter Township, Precinct 2B",County Commissioner,11,Rejected write-in votes,,3,0,3
32076,Ottawa,"Tallmadge Charter Township, Precinct 2B",County Commissioner,11,Unresolved write-in votes,,0,0,0
32078,Ottawa,"Tallmadge Charter Township, Precinct 2B",Supervisor Partial Term Ending 11/20/2024,,Mark R. Bennett,REP,149,64,213
32079,Ottawa,"Tallmadge Charter Township, Precinct 2B",Supervisor Partial Term Ending 11/20/2024,,Cast Votes,,149,64,213
32080,Ottawa,"Tallmadge Charter Township, Precinct 2B",Supervisor Partial Term Ending 11/20/2024,,Undervotes,,37,35,72
32081,Ottawa,"Tallmadge Charter Township, Precinct 2B",Supervisor Partial Term Ending 11/20/2024,,Overvotes,,0,0,0
32082,Ottawa,"Tallmadge Charter Township, Precinct 2B",Supervisor Partial Term Ending 11/20/2024,,Rejected write-in votes,,4,0,4
32083,Ottawa,"Tallmadge Charter Township, Precinct 2B",Supervisor Partial Term Ending 11/20/2024,,Unresolved write-in votes,,0,0,0
32086,Ottawa,"Tallmadge Charter Township, Precinct 2B",Trustee Partial Term Ending 11/20/2024,,John Bronkema,REP,149,62,211
32087,Ottawa,"Tallmadge Charter Township, Precinct 2B",Trustee Partial Term Ending 11/20/2024,,Cast Votes,,149,62,211
32088,Ottawa,"Tallmadge Charter Township, Precinct 2B",Trustee Partial Term Ending 11/20/2024,,Undervotes,,37,37,74
32089,Ottawa,"Tallmadge Charter Township, Precinct 2B",Trustee Partial Term Ending 11/20/2024,,Overvotes,,0,0,0
32090,Ottawa,"Tallmadge Charter Township, Precinct 2B",Trustee Partial Term Ending 11/20/2024,,Rejected write-in votes,,4,0,4
32091,Ottawa,"Tallmadge Charter Township, Precinct 2B",Trustee Partial Term Ending 11/20/2024,,Unresolved write-in votes,,0,0,0
32093,Ottawa,"Tallmadge Charter Township, Precinct 2B",Justice of Supreme Court,,Richard Bernstein,,48,29,77
32094,Ottawa,"Tallmadge Charter Township, Precinct 2B",Justice of Supreme Court,,Kyra Harris Bolden,,30,20,50
32095,Ottawa,"Tallmadge Charter Township, Precinct 2B",Justice of Supreme Court,,Paul Hudson,,46,34,80
32096,Ottawa,"Tallmadge Charter Township, Precinct 2B",Justice of Supreme Court,,Kerry Lee Morgan,,24,7,31
