county,precinct,office,candidate,district,party,votes
Montcalm,"Maple Valley Township, Precinct 1",U.S. Senate,Doug Dern,,NLP,1
Montcalm,"Maple Valley Township, Precinct 1",U.S. Senate,Leonard Paul Gadzinski,,W,0
Montcalm,"Maple Valley Township, Precinct 1",U.S. Senate,Robert William Carr,,W,0
Montcalm,"Maple Valley Township, Precinct 1",U.S. Senate,Undervotes,,,18
Montcalm,"Maple Valley Township, Precinct 1",U.S. Senate,Overvotes,,,0
Montcalm,"Maple Valley Township, Precinct 1",U.S. House,Hillary Scholten,3,DEM,
Montcalm,"Maple Valley Township, Precinct 1",U.S. House,Peter Meijer,3,REP,
Montcalm,"Maple Valley Township, Precinct 1",U.S. House,Richard David Fuentes,3,W,
Montcalm,"Maple Valley Township, Precinct 1",U.S. House,Shannon Ruth Hogan,3,W,
Montcalm,"Maple Valley Township, Precinct 1",U.S. House,Undervotes,3,,
Montcalm,"Maple Valley Township, Precinct 1",U.S. House,Overvotes,3,,
Montcalm,"Maple Valley Township, Precinct 1",U.S. House,Jerry Hillard,4,DEM,199
Montcalm,"Maple Valley Township, Precinct 1",U.S. House,John Moolenaar,4,REP,773
Montcalm,"Maple Valley Township, Precinct 1",U.S. House,David Canny,4,LIB,20
Montcalm,"Maple Valley Township, Precinct 1",U.S. House,Amy Slepr,4,GRN,13
Montcalm,"Maple Valley Township, Precinct 1",U.S. House,Undervotes,4,,40
Montcalm,"Maple Valley Township, Precinct 1",U.S. House,Overvotes,4,,0
Montcalm,"Maple Valley Township, Precinct 1",State House,Karen Garvey,70,DEM,205
Montcalm,"Maple Valley Township, Precinct 1",State House,Pat Outman,70,REP,805
Montcalm,"Maple Valley Township, Precinct 1",State House,Undervotes,70,,35
Montcalm,"Maple Valley Township, Precinct 1",State House,Overvotes,70,,0
Montcalm,"Montcalm Township, Precinct 1",Registered Voters,,,,2801
Montcalm,"Montcalm Township, Precinct 1",Ballots Cast,,,,1848
Montcalm,"Montcalm Township, Precinct 1",Straight Party,,,DEM,273
Montcalm,"Montcalm Township, Precinct 1",Straight Party,,,REP,703
Montcalm,"Montcalm Township, Precinct 1",Straight Party,,,LIB,6
Montcalm,"Montcalm Township, Precinct 1",Straight Party,,,UST,1
Montcalm,"Montcalm Township, Precinct 1",Straight Party,,,WCP,8
Montcalm,"Montcalm Township, Precinct 1",Straight Party,,,GRN,2
Montcalm,"Montcalm Township, Precinct 1",Straight Party,,,NLP,1
Montcalm,"Montcalm Township, Precinct 1",Straight Party,Undervotes,,,852
Montcalm,"Montcalm Township, Precinct 1",Straight Party,Overvotes,,,2
Montcalm,"Montcalm Township, Precinct 1",President,Joseph R Biden,,DEM,572
Montcalm,"Montcalm Township, Precinct 1",President,Donald J Trump,,REP,1229
Montcalm,"Montcalm Township, Precinct 1",President,Jo Jorgensen,,LIB,27
Montcalm,"Montcalm Township, Precinct 1",President,Don Blankenship,,UST,6
Montcalm,"Montcalm Township, Precinct 1",President,Howie Hawkins,,GRN,3
Montcalm,"Montcalm Township, Precinct 1",President,Rocky De La Fuente,,NLP,1
Montcalm,"Montcalm Township, Precinct 1",President,Brian T Carroll,,W,0
Montcalm,"Montcalm Township, Precinct 1",President,Jade Simmons,,W,0
Montcalm,"Montcalm Township, Precinct 1",President,Kasey Wells,,W,0
Montcalm,"Montcalm Township, Precinct 1",President,Tara Renee Hunter,,W,0
Montcalm,"Montcalm Township, Precinct 1",President,Tom Hoefling,,W,0
Montcalm,"Montcalm Township, Precinct 1",President,Undervotes,,,10
Montcalm,"Montcalm Township, Precinct 1",President,Overvotes,,,0
Montcalm,"Montcalm Township, Precinct 1",U.S. Senate,Gary Peters,,DEM,587
Montcalm,"Montcalm Township, Precinct 1",U.S. Senate,John James,,REP,1190
Montcalm,"Montcalm Township, Precinct 1",U.S. Senate,Valerie L Willis,,UST,21
Montcalm,"Montcalm Township, Precinct 1",U.S. Senate,Marcia Squier,,GRN,11
Montcalm,"Montcalm Township, Precinct 1",U.S. Senate,Doug Dern,,NLP,8
Montcalm,"Montcalm Township, Precinct 1",U.S. Senate,Leonard Paul Gadzinski,,W,0
Montcalm,"Montcalm Township, Precinct 1",U.S. Senate,Robert William Carr,,W,0
Montcalm,"Montcalm Township, Precinct 1",U.S. Senate,Undervotes,,,29
Montcalm,"Montcalm Township, Precinct 1",U.S. Senate,Overvotes,,,2
Montcalm,"Montcalm Township, Precinct 1",U.S. House,Hillary Scholten,3,DEM,
Montcalm,"Montcalm Township, Precinct 1",U.S. House,Peter Meijer,3,REP,
Montcalm,"Montcalm Township, Precinct 1",U.S. House,Richard David Fuentes,3,W,
Montcalm,"Montcalm Township, Precinct 1",U.S. House,Shannon Ruth Hogan,3,W,
Montcalm,"Montcalm Township, Precinct 1",U.S. House,Undervotes,3,,
Montcalm,"Montcalm Township, Precinct 1",U.S. House,Overvotes,3,,
Montcalm,"Montcalm Township, Precinct 1",U.S. House,Jerry Hillard,4,DEM,495
Montcalm,"Montcalm Township, Precinct 1",U.S. House,John Moolenaar,4,REP,1196
Montcalm,"Montcalm Township, Precinct 1",U.S. House,David Canny,4,LIB,37
Montcalm,"Montcalm Township, Precinct 1",U.S. House,Amy Slepr,4,GRN,26
Montcalm,"Montcalm Township, Precinct 1",U.S. House,Undervotes,4,,92
Montcalm,"Montcalm Township, Precinct 1",U.S. House,Overvotes,4,,2
Montcalm,"Montcalm Township, Precinct 1",State House,Karen Garvey,70,DEM,543
Montcalm,"Montcalm Township, Precinct 1",State House,Pat Outman,70,REP,1212
Montcalm,"Montcalm Township, Precinct 1",State House,Undervotes,70,,93
Montcalm,"Montcalm Township, Precinct 1",State House,Overvotes,70,,0
Montcalm,"Pierson Township, Precinct 1",Registered Voters,,,,2757
Montcalm,"Pierson Township, Precinct 1",Ballots Cast,,,,2062
Montcalm,"Pierson Township, Precinct 1",Straight Party,,,DEM,274
Montcalm,"Pierson Township, Precinct 1",Straight Party,,,REP,957
Montcalm,"Pierson Township, Precinct 1",Straight Party,,,LIB,3
Montcalm,"Pierson Township, Precinct 1",Straight Party,,,UST,1
Montcalm,"Pierson Township, Precinct 1",Straight Party,,,WCP,3
Montcalm,"Pierson Township, Precinct 1",Straight Party,,,GRN,1
Montcalm,"Pierson Township, Precinct 1",Straight Party,,,NLP,1
Montcalm,"Pierson Township, Precinct 1",Straight Party,Undervotes,,,821
Montcalm,"Pierson Township, Precinct 1",Straight Party,Overvotes,,,1
Montcalm,"Pierson Township, Precinct 1",President,Joseph R Biden,,DEM,554
Montcalm,"Pierson Township, Precinct 1",President,Donald J Trump,,REP,1470
Montcalm,"Pierson Township, Precinct 1",President,Jo Jorgensen,,LIB,20
Montcalm,"Pierson Township, Precinct 1",President,Don Blankenship,,UST,3
Montcalm,"Pierson Township, Precinct 1",President,Howie Hawkins,,GRN,1
Montcalm,"Pierson Township, Precinct 1",President,Rocky De La Fuente,,NLP,1
Montcalm,"Pierson Township, Precinct 1",President,Brian T Carroll,,W,0
Montcalm,"Pierson Township, Precinct 1",President,Jade Simmons,,W,0
Montcalm,"Pierson Township, Precinct 1",President,Kasey Wells,,W,0
Montcalm,"Pierson Township, Precinct 1",President,Tara Renee Hunter,,W,0
Montcalm,"Pierson Township, Precinct 1",President,Tom Hoefling,,W,0
Montcalm,"Pierson Township, Precinct 1",President,Undervotes,,,13
Montcalm,"Pierson Township, Precinct 1",President,Overvotes,,,0
Montcalm,"Pierson Township, Precinct 1",U.S. Senate,Gary Peters,,DEM,546
Montcalm,"Pierson Township, Precinct 1",U.S. Senate,John James,,REP,1452
Montcalm,"Pierson Township, Precinct 1",U.S. Senate,Valerie L Willis,,UST,22
Montcalm,"Pierson Township, Precinct 1",U.S. Senate,Marcia Squier,,GRN,9
Montcalm,"Pierson Township, Precinct 1",U.S. Senate,Doug Dern,,NLP,6
Montcalm,"Pierson Township, Precinct 1",U.S. Senate,Leonard Paul Gadzinski,,W,0
Montcalm,"Pierson Township, Precinct 1",U.S. Senate,Robert William Carr,,W,0
Montcalm,"Pierson Township, Precinct 1",U.S. Senate,Undervotes,,,27
Montcalm,"Pierson Township, Precinct 1",U.S. Senate,Overvotes,,,0
Montcalm,"Pierson Township, Precinct 1",U.S. House,Hillary Scholten,3,DEM,
Montcalm,"Pierson Township, Precinct 1",U.S. House,Peter Meijer,3,REP,
Montcalm,"Pierson Township, Precinct 1",U.S. House,Richard David Fuentes,3,W,
Montcalm,"Pierson Township, Precinct 1",U.S. House,Shannon Ruth Hogan,3,W,
Montcalm,"Pierson Township, Precinct 1",U.S. House,Undervotes,3,,
Montcalm,"Pierson Township, Precinct 1",U.S. House,Overvotes,3,,
Montcalm,"Pierson Township, Precinct 1",U.S. House,Jerry Hillard,4,DEM,498
Montcalm,"Pierson Township, Precinct 1",U.S. House,John Moolenaar,4,REP,1431
Montcalm,"Pierson Township, Precinct 1",U.S. House,David Canny,4,LIB,33
Montcalm,"Pierson Township, Precinct 1",U.S. House,Amy Slepr,4,GRN,26
Montcalm,"Pierson Township, Precinct 1",U.S. House,Undervotes,4,,72
Montcalm,"Pierson Township, Precinct 1",U.S. House,Overvotes,4,,2
Montcalm,"Pierson Township, Precinct 1",State House,Karen Garvey,70,DEM,515
Montcalm,"Pierson Township, Precinct 1",State House,Pat Outman,70,REP,1462
Montcalm,"Pierson Township, Precinct 1",State House,Undervotes,70,,83
Montcalm,"Pierson Township, Precinct 1",State House,Overvotes,70,,2
Montcalm,"Pine Township, Precinct 1",Registered Voters,,,,1368
Montcalm,"Pine Township, Precinct 1",Ballots Cast,,,,997
Montcalm,"Pine Township, Precinct 1",Straight Party,,,DEM,149
Montcalm,"Pine Township, Precinct 1",Straight Party,,,REP,422
Montcalm,"Pine Township, Precinct 1",Straight Party,,,LIB,1
Montcalm,"Pine Township, Precinct 1",Straight Party,,,UST,1
Montcalm,"Pine Township, Precinct 1",Straight Party,,,WCP,5
Montcalm,"Pine Township, Precinct 1",Straight Party,,,GRN,0
Montcalm,"Pine Township, Precinct 1",Straight Party,,,NLP,1
Montcalm,"Pine Township, Precinct 1",Straight Party,Undervotes,,,418
Montcalm,"Pine Township, Precinct 1",Straight Party,Overvotes,,,0
Montcalm,"Pine Township, Precinct 1",President,Joseph R Biden,,DEM,307
Montcalm,"Pine Township, Precinct 1",President,Donald J Trump,,REP,670
Montcalm,"Pine Township, Precinct 1",President,Jo Jorgensen,,LIB,10
Montcalm,"Pine Township, Precinct 1",President,Don Blankenship,,UST,4
Montcalm,"Pine Township, Precinct 1",President,Howie Hawkins,,GRN,0
Montcalm,"Pine Township, Precinct 1",President,Rocky De La Fuente,,NLP,1
Montcalm,"Pine Township, Precinct 1",President,Brian T Carroll,,W,0
Montcalm,"Pine Township, Precinct 1",President,Jade Simmons,,W,0
Montcalm,"Pine Township, Precinct 1",President,Kasey Wells,,W,0
Montcalm,"Pine Township, Precinct 1",President,Tara Renee Hunter,,W,0
Montcalm,"Pine Township, Precinct 1",President,Tom Hoefling,,W,0
Montcalm,"Pine Township, Precinct 1",President,Undervotes,,,5
Montcalm,"Pine Township, Precinct 1",President,Overvotes,,,0
Montcalm,"Pine Township, Precinct 1",U.S. Senate,Gary Peters,,DEM,310
Montcalm,"Pine Township, Precinct 1",U.S. Senate,John James,,REP,657
Montcalm,"Pine Township, Precinct 1",U.S. Senate,Valerie L Willis,,UST,10
Montcalm,"Pine Township, Precinct 1",U.S. Senate,Marcia Squier,,GRN,3
Montcalm,"Pine Township, Precinct 1",U.S. Senate,Doug Dern,,NLP,1
Montcalm,"Pine Township, Precinct 1",U.S. Senate,Leonard Paul Gadzinski,,W,0
Montcalm,"Pine Township, Precinct 1",U.S. Senate,Robert William Carr,,W,0
Montcalm,"Pine Township, Precinct 1",U.S. Senate,Undervotes,,,16
Montcalm,"Pine Township, Precinct 1",U.S. Senate,Overvotes,,,0
Montcalm,"Pine Township, Precinct 1",U.S. House,Hillary Scholten,3,DEM,
Montcalm,"Pine Township, Precinct 1",U.S. House,Peter Meijer,3,REP,
Montcalm,"Pine Township, Precinct 1",U.S. House,Richard David Fuentes,3,W,
Montcalm,"Pine Township, Precinct 1",U.S. House,Shannon Ruth Hogan,3,W,
Montcalm,"Pine Township, Precinct 1",U.S. House,Undervotes,3,,
Montcalm,"Pine Township, Precinct 1",U.S. House,Overvotes,3,,
Montcalm,"Pine Township, Precinct 1",U.S. House,Jerry Hillard,4,DEM,264
Montcalm,"Pine Township, Precinct 1",U.S. House,John Moolenaar,4,REP,670
Montcalm,"Pine Township, Precinct 1",U.S. House,David Canny,4,LIB,16
Montcalm,"Pine Township, Precinct 1",U.S. House,Amy Slepr,4,GRN,6
Montcalm,"Pine Township, Precinct 1",U.S. House,Undervotes,4,,41
Montcalm,"Pine Township, Precinct 1",U.S. House,Overvotes,4,,0
Montcalm,"Pine Township, Precinct 1",State House,Karen Garvey,70,DEM,268
Montcalm,"Pine Township, Precinct 1",State House,Pat Outman,70,REP,684
Montcalm,"Pine Township, Precinct 1",State House,Undervotes,70,,45
Montcalm,"Pine Township, Precinct 1",State House,Overvotes,70,,0
Montcalm,"Reynolds Township, Precinct 1",Registered Voters,,,,2331
Montcalm,"Reynolds Township, Precinct 1",Ballots Cast,,,,1527
Montcalm,"Reynolds Township, Precinct 1",Straight Party,,,DEM,224
Montcalm,"Reynolds Township, Precinct 1",Straight Party,,,REP,740
Montcalm,"Reynolds Township, Precinct 1",Straight Party,,,LIB,15
Montcalm,"Reynolds Township, Precinct 1",Straight Party,,,UST,1
Montcalm,"Reynolds Township, Precinct 1",Straight Party,,,WCP,8
Montcalm,"Reynolds Township, Precinct 1",Straight Party,,,GRN,3
Montcalm,"Reynolds Township, Precinct 1",Straight Party,,,NLP,1
Montcalm,"Reynolds Township, Precinct 1",Straight Party,Undervotes,,,534
Montcalm,"Reynolds Township, Precinct 1",Straight Party,Overvotes,,,1
Montcalm,"Reynolds Township, Precinct 1",President,Joseph R Biden,,DEM,379
Montcalm,"Reynolds Township, Precinct 1",President,Donald J Trump,,REP,1108
Montcalm,"Reynolds Township, Precinct 1",President,Jo Jorgensen,,LIB,25
Montcalm,"Reynolds Township, Precinct 1",President,Don Blankenship,,UST,1
Montcalm,"Reynolds Township, Precinct 1",President,Howie Hawkins,,GRN,5
Montcalm,"Reynolds Township, Precinct 1",President,Rocky De La Fuente,,NLP,1
Montcalm,"Reynolds Township, Precinct 1",President,Brian T Carroll,,W,5
Montcalm,"Reynolds Township, Precinct 1",President,Jade Simmons,,W,0
Montcalm,"Reynolds Township, Precinct 1",President,Kasey Wells,,W,0
Montcalm,"Reynolds Township, Precinct 1",President,Tara Renee Hunter,,W,0
Montcalm,"Reynolds Township, Precinct 1",President,Tom Hoefling,,W,0
Montcalm,"Reynolds Township, Precinct 1",President,Undervotes,,,2
Montcalm,"Reynolds Township, Precinct 1",President,Overvotes,,,1
Montcalm,"Reynolds Township, Precinct 1",U.S. Senate,Gary Peters,,DEM,392
Montcalm,"Reynolds Township, Precinct 1",U.S. Senate,John James,,REP,1057
Montcalm,"Reynolds Township, Precinct 1",U.S. Senate,Valerie L Willis,,UST,23
Montcalm,"Reynolds Township, Precinct 1",U.S. Senate,Marcia Squier,,GRN,9
Montcalm,"Reynolds Township, Precinct 1",U.S. Senate,Doug Dern,,NLP,7
Montcalm,"Reynolds Township, Precinct 1",U.S. Senate,Leonard Paul Gadzinski,,W,0
Montcalm,"Reynolds Township, Precinct 1",U.S. Senate,Robert William Carr,,W,0
Montcalm,"Reynolds Township, Precinct 1",U.S. Senate,Undervotes,,,37
Montcalm,"Reynolds Township, Precinct 1",U.S. Senate,Overvotes,,,2
Montcalm,"Reynolds Township, Precinct 1",U.S. House,Hillary Scholten,3,DEM,
Montcalm,"Reynolds Township, Precinct 1",U.S. House,Peter Meijer,3,REP,
Montcalm,"Reynolds Township, Precinct 1",U.S. House,Richard David Fuentes,3,W,
Montcalm,"Reynolds Township, Precinct 1",U.S. House,Shannon Ruth Hogan,3,W,
Montcalm,"Reynolds Township, Precinct 1",U.S. House,Undervotes,3,,
Montcalm,"Reynolds Township, Precinct 1",U.S. House,Overvotes,3,,
Montcalm,"Reynolds Township, Precinct 1",U.S. House,Jerry Hillard,4,DEM,348
Montcalm,"Reynolds Township, Precinct 1",U.S. House,John Moolenaar,4,REP,1057
Montcalm,"Reynolds Township, Precinct 1",U.S. House,David Canny,4,LIB,29
Montcalm,"Reynolds Township, Precinct 1",U.S. House,Amy Slepr,4,GRN,23
Montcalm,"Reynolds Township, Precinct 1",U.S. House,Undervotes,4,,67
Montcalm,"Reynolds Township, Precinct 1",U.S. House,Overvotes,4,,3
Montcalm,"Reynolds Township, Precinct 1",State House,Karen Garvey,70,DEM,362
Montcalm,"Reynolds Township, Precinct 1",State House,Pat Outman,70,REP,1083
Montcalm,"Reynolds Township, Precinct 1",State House,Undervotes,70,,82
Montcalm,"Reynolds Township, Precinct 1",State House,Overvotes,70,,0
Montcalm,"Reynolds Township, Precinct 2",Registered Voters,,,,1864
Montcalm,"Reynolds Township, Precinct 2",Ballots Cast,,,,1251
Montcalm,"Reynolds Township, Precinct 2",Straight Party,,,DEM,177
Montcalm,"Reynolds Township, Precinct 2",Straight Party,,,REP,631
Montcalm,"Reynolds Township, Precinct 2",Straight Party,,,LIB,8
Montcalm,"Reynolds Township, Precinct 2",Straight Party,,,UST,3
Montcalm,"Reynolds Township, Precinct 2",Straight Party,,,WCP,5
Montcalm,"Reynolds Township, Precinct 2",Straight Party,,,GRN,3
Montcalm,"Reynolds Township, Precinct 2",Straight Party,,,NLP,0
Montcalm,"Reynolds Township, Precinct 2",Straight Party,Undervotes,,,424
Montcalm,"Reynolds Township, Precinct 2",Straight Party,Overvotes,,,0
Montcalm,"Reynolds Township, Precinct 2",President,Joseph R Biden,,DEM,310
Montcalm,"Reynolds Township, Precinct 2",President,Donald J Trump,,REP,917
Montcalm,"Reynolds Township, Precinct 2",President,Jo Jorgensen,,LIB,13
Montcalm,"Reynolds Township, Precinct 2",President,Don Blankenship,,UST,3
Montcalm,"Reynolds Township, Precinct 2",President,Howie Hawkins,,GRN,4
Montcalm,"Reynolds Township, Precinct 2",President,Rocky De La Fuente,,NLP,1
Montcalm,"Reynolds Township, Precinct 2",President,Brian T Carroll,,W,0
Montcalm,"Reynolds Township, Precinct 2",President,Jade Simmons,,W,0
Montcalm,"Reynolds Township, Precinct 2",President,Kasey Wells,,W,0
Montcalm,"Reynolds Township, Precinct 2",President,Tara Renee Hunter,,W,0
Montcalm,"Reynolds Township, Precinct 2",President,Tom Hoefling,,W,0
Montcalm,"Reynolds Township, Precinct 2",President,Undervotes,,,3
Montcalm,"Reynolds Township, Precinct 2",President,Overvotes,,,0
Montcalm,"Reynolds Township, Precinct 2",U.S. Senate,Gary Peters,,DEM,307
Montcalm,"Reynolds Township, Precinct 2",U.S. Senate,John James,,REP,882
Montcalm,"Reynolds Township, Precinct 2",U.S. Senate,Valerie L Willis,,UST,12
Montcalm,"Reynolds Township, Precinct 2",U.S. Senate,Marcia Squier,,GRN,14
Montcalm,"Reynolds Township, Precinct 2",U.S. Senate,Doug Dern,,NLP,4
Montcalm,"Reynolds Township, Precinct 2",U.S. Senate,Leonard Paul Gadzinski,,W,0
Montcalm,"Reynolds Township, Precinct 2",U.S. Senate,Robert William Carr,,W,0
Montcalm,"Reynolds Township, Precinct 2",U.S. Senate,Undervotes,,,28
Montcalm,"Reynolds Township, Precinct 2",U.S. Senate,Overvotes,,,4
Montcalm,"Reynolds Township, Precinct 2",U.S. House,Hillary Scholten,3,DEM,
Montcalm,"Reynolds Township, Precinct 2",U.S. House,Peter Meijer,3,REP,
Montcalm,"Reynolds Township, Precinct 2",U.S. House,Richard David Fuentes,3,W,
Montcalm,"Reynolds Township, Precinct 2",U.S. House,Shannon Ruth Hogan,3,W,
Montcalm,"Reynolds Township, Precinct 2",U.S. House,Undervotes,3,,
Montcalm,"Reynolds Township, Precinct 2",U.S. House,Overvotes,3,,
Montcalm,"Reynolds Township, Precinct 2",U.S. House,Jerry Hillard,4,DEM,285
Montcalm,"Reynolds Township, Precinct 2",U.S. House,John Moolenaar,4,REP,875
Montcalm,"Reynolds Township, Precinct 2",U.S. House,David Canny,4,LIB,17
Montcalm,"Reynolds Township, Precinct 2",U.S. House,Amy Slepr,4,GRN,22
Montcalm,"Reynolds Township, Precinct 2",U.S. House,Undervotes,4,,51
Montcalm,"Reynolds Township, Precinct 2",U.S. House,Overvotes,4,,1
Montcalm,"Reynolds Township, Precinct 2",State House,Karen Garvey,70,DEM,291
Montcalm,"Reynolds Township, Precinct 2",State House,Pat Outman,70,REP,898
Montcalm,"Reynolds Township, Precinct 2",State House,Undervotes,70,,62
Montcalm,"Reynolds Township, Precinct 2",State House,Overvotes,70,,0
Montcalm,"Richland Township, Precinct 1",Registered Voters,,,,2150
Montcalm,"Richland Township, Precinct 1",Ballots Cast,,,,1368
Montcalm,"Richland Township, Precinct 1",Straight Party,,,DEM,199
Montcalm,"Richland Township, Precinct 1",Straight Party,,,REP,635
Montcalm,"Richland Township, Precinct 1",Straight Party,,,LIB,2
Montcalm,"Richland Township, Precinct 1",Straight Party,,,UST,0
Montcalm,"Richland Township, Precinct 1",Straight Party,,,WCP,2
Montcalm,"Richland Township, Precinct 1",Straight Party,,,GRN,0
Montcalm,"Richland Township, Precinct 1",Straight Party,,,NLP,0
Montcalm,"Richland Township, Precinct 1",Straight Party,Undervotes,,,529
Montcalm,"Richland Township, Precinct 1",Straight Party,Overvotes,,,1
Montcalm,"Richland Township, Precinct 1",President,Joseph R Biden,,DEM,355
Montcalm,"Richland Township, Precinct 1",President,Donald J Trump,,REP,986
Montcalm,"Richland Township, Precinct 1",President,Jo Jorgensen,,LIB,11
Montcalm,"Richland Township, Precinct 1",President,Don Blankenship,,UST,2
Montcalm,"Richland Township, Precinct 1",President,Howie Hawkins,,GRN,3
Montcalm,"Richland Township, Precinct 1",President,Rocky De La Fuente,,NLP,0
Montcalm,"Richland Township, Precinct 1",President,Brian T Carroll,,W,0
Montcalm,"Richland Township, Precinct 1",President,Jade Simmons,,W,0
Montcalm,"Richland Township, Precinct 1",President,Kasey Wells,,W,0
Montcalm,"Richland Township, Precinct 1",President,Tara Renee Hunter,,W,0
Montcalm,"Richland Township, Precinct 1",President,Tom Hoefling,,W,0
Montcalm,"Richland Township, Precinct 1",President,Undervotes,,,11
Montcalm,"Richland Township, Precinct 1",President,Overvotes,,,0
Montcalm,"Richland Township, Precinct 1",U.S. Senate,Gary Peters,,DEM,370
Montcalm,"Richland Township, Precinct 1",U.S. Senate,John James,,REP,947
Montcalm,"Richland Township, Precinct 1",U.S. Senate,Valerie L Willis,,UST,14
Montcalm,"Richland Township, Precinct 1",U.S. Senate,Marcia Squier,,GRN,5
Montcalm,"Richland Township, Precinct 1",U.S. Senate,Doug Dern,,NLP,3
Montcalm,"Richland Township, Precinct 1",U.S. Senate,Leonard Paul Gadzinski,,W,0
Montcalm,"Richland Township, Precinct 1",U.S. Senate,Robert William Carr,,W,0
Montcalm,"Richland Township, Precinct 1",U.S. Senate,Undervotes,,,29
Montcalm,"Richland Township, Precinct 1",U.S. Senate,Overvotes,,,0
Montcalm,"Richland Township, Precinct 1",U.S. House,Hillary Scholten,3,DEM,
Montcalm,"Richland Township, Precinct 1",U.S. House,Peter Meijer,3,REP,
Montcalm,"Richland Township, Precinct 1",U.S. House,Richard David Fuentes,3,W,
Montcalm,"Richland Township, Precinct 1",U.S. House,Shannon Ruth Hogan,3,W,
Montcalm,"Richland Township, Precinct 1",U.S. House,Undervotes,3,,
Montcalm,"Richland Township, Precinct 1",U.S. House,Overvotes,3,,
Montcalm,"Richland Township, Precinct 1",U.S. House,Jerry Hillard,4,DEM,314
Montcalm,"Richland Township, Precinct 1",U.S. House,John Moolenaar,4,REP,963
Montcalm,"Richland Township, Precinct 1",U.S. House,David Canny,4,LIB,16
Montcalm,"Richland Township, Precinct 1",U.S. House,Amy Slepr,4,GRN,19
Montcalm,"Richland Township, Precinct 1",U.S. House,Undervotes,4,,56
Montcalm,"Richland Township, Precinct 1",U.S. House,Overvotes,4,,0
Montcalm,"Richland Township, Precinct 1",State House,Karen Garvey,70,DEM,358
Montcalm,"Richland Township, Precinct 1",State House,Pat Outman,70,REP,956
Montcalm,"Richland Township, Precinct 1",State House,Undervotes,70,,54
Montcalm,"Richland Township, Precinct 1",State House,Overvotes,70,,0
Montcalm,"Sidney Township, Precinct 1",Registered Voters,,,,2071
Montcalm,"Sidney Township, Precinct 1",Ballots Cast,,,,1457
Montcalm,"Sidney Township, Precinct 1",Straight Party,,,DEM,194
Montcalm,"Sidney Township, Precinct 1",Straight Party,,,REP,586
Montcalm,"Sidney Township, Precinct 1",Straight Party,,,LIB,1
Montcalm,"Sidney Township, Precinct 1",Straight Party,,,UST,1
Montcalm,"Sidney Township, Precinct 1",Straight Party,,,WCP,5
Montcalm,"Sidney Township, Precinct 1",Straight Party,,,GRN,1
Montcalm,"Sidney Township, Precinct 1",Straight Party,,,NLP,1
Montcalm,"Sidney Township, Precinct 1",Straight Party,Undervotes,,,666
Montcalm,"Sidney Township, Precinct 1",Straight Party,Overvotes,,,2
Montcalm,"Sidney Township, Precinct 1",President,Joseph R Biden,,DEM,429
Montcalm,"Sidney Township, Precinct 1",President,Donald J Trump,,REP,995
Montcalm,"Sidney Township, Precinct 1",President,Jo Jorgensen,,LIB,10
Montcalm,"Sidney Township, Precinct 1",President,Don Blankenship,,UST,5
Montcalm,"Sidney Township, Precinct 1",President,Howie Hawkins,,GRN,1
Montcalm,"Sidney Township, Precinct 1",President,Rocky De La Fuente,,NLP,2
Montcalm,"Sidney Township, Precinct 1",President,Brian T Carroll,,W,3
Montcalm,"Sidney Township, Precinct 1",President,Jade Simmons,,W,0
Montcalm,"Sidney Township, Precinct 1",President,Kasey Wells,,W,0
Montcalm,"Sidney Township, Precinct 1",President,Tara Renee Hunter,,W,0
Montcalm,"Sidney Township, Precinct 1",President,Tom Hoefling,,W,0
Montcalm,"Sidney Township, Precinct 1",President,Undervotes,,,12
Montcalm,"Sidney Township, Precinct 1",President,Overvotes,,,0
Montcalm,"Sidney Township, Precinct 1",U.S. Senate,Gary Peters,,DEM,422
Montcalm,"Sidney Township, Precinct 1",U.S. Senate,John James,,REP,973
Montcalm,"Sidney Township, Precinct 1",U.S. Senate,Valerie L Willis,,UST,16
Montcalm,"Sidney Township, Precinct 1",U.S. Senate,Marcia Squier,,GRN,13
Montcalm,"Sidney Township, Precinct 1",U.S. Senate,Doug Dern,,NLP,4
Montcalm,"Sidney Township, Precinct 1",U.S. Senate,Leonard Paul Gadzinski,,W,0
Montcalm,"Sidney Township, Precinct 1",U.S. Senate,Robert William Carr,,W,0
Montcalm,"Sidney Township, Precinct 1",U.S. Senate,Undervotes,,,27
Montcalm,"Sidney Township, Precinct 1",U.S. Senate,Overvotes,,,2
Montcalm,"Sidney Township, Precinct 1",U.S. House,Hillary Scholten,3,DEM,
Montcalm,"Sidney Township, Precinct 1",U.S. House,Peter Meijer,3,REP,
Montcalm,"Sidney Township, Precinct 1",U.S. House,Richard David Fuentes,3,W,
Montcalm,"Sidney Township, Precinct 1",U.S. House,Shannon Ruth Hogan,3,W,
Montcalm,"Sidney Township, Precinct 1",U.S. House,Undervotes,3,,
Montcalm,"Sidney Township, Precinct 1",U.S. House,Overvotes,3,,
Montcalm,"Sidney Township, Precinct 1",U.S. House,Jerry Hillard,4,DEM,365
Montcalm,"Sidney Township, Precinct 1",U.S. House,John Moolenaar,4,REP,982
Montcalm,"Sidney Township, Precinct 1",U.S. House,David Canny,4,LIB,22
Montcalm,"Sidney Township, Precinct 1",U.S. House,Amy Slepr,4,GRN,22
Montcalm,"Sidney Township, Precinct 1",U.S. House,Undervotes,4,,65
