county,precinct,office,district,candidate,party,votes,election_day,absentee
Bay,"Midland City, Ward 1, Pct 6",Ballots Cast Blank,,,,0,0,0
Bay,"Midland City, Ward 1, Pct 6",Straight Party,,Democratic Party,DEM,0,0,0
Bay,"Midland City, Ward 1, Pct 6",Straight Party,,Republican Party,REP,0,0,0
Bay,"Midland City, Ward 1, Pct 6",Straight Party,,Libertarian Party,LIB,0,0,0
Bay,"Midland City, Ward 1, Pct 6",Straight Party,,U.S. Taxpayers Party,UTP,0,0,0
Bay,"Midland City, Ward 1, Pct 6",Straight Party,,Working Class Party,WCP,0,0,0
Bay,"Midland City, Ward 1, Pct 6",Straight Party,,Green Party,GRN,0,0,0
Bay,"Midland City, Ward 1, Pct 6",Straight Party,,Natural Law Party,NLP,0,0,0
Bay,"Midland City, Ward 1, Pct 6",President,,Joseph R. Biden,DEM,0,0,0
Bay,"Midland City, Ward 1, Pct 6",President,,Donald J. Trump,REP,0,0,0
Bay,"Midland City, Ward 1, Pct 6",President,,Jo Jorgensen,LIB,0,0,0
Bay,"Midland City, Ward 1, Pct 6",President,,Don Blankenship,UTP,0,0,0
Bay,"Midland City, Ward 1, Pct 6",President,,Howie Hawkins,GRN,0,0,0
Bay,"Midland City, Ward 1, Pct 6",President,,Rocky De La Fuente,NLP,0,0,0
Bay,"Midland City, Ward 1, Pct 6",President,,Write-In,,0,0,0
Bay,"Midland City, Ward 1, Pct 6",U.S. Senate,,Gary Peters,DEM,0,0,0
Bay,"Midland City, Ward 1, Pct 6",U.S. Senate,,John James,REP,0,0,0
Bay,"Midland City, Ward 1, Pct 6",U.S. Senate,,Valerie L. Willis,UTP,0,0,0
Bay,"Midland City, Ward 1, Pct 6",U.S. Senate,,Marcia Squier,GRN,0,0,0
Bay,"Midland City, Ward 1, Pct 6",U.S. Senate,,Doug Dern,NLP,0,0,0
Bay,"Midland City, Ward 1, Pct 6",U.S. Senate,,Write-In,,0,0,0
Bay,"Midland City, Ward 1, Pct 6",U.S. House,5,Daniel T. Kildee,DEM,0,0,0
Bay,"Midland City, Ward 1, Pct 6",U.S. House,5,Tim Kelly,REP,0,0,0
Bay,"Midland City, Ward 1, Pct 6",U.S. House,5,James Harris,LIB,0,0,0
Bay,"Midland City, Ward 1, Pct 6",U.S. House,5,Kathy Goodwin,WCP,0,0,0
Bay,"Midland City, Ward 1, Pct 6",U.S. House,5,Write-In,,0,0,0
Bay,"Midland City, Ward 1, Pct 6",State Representative,98,Sarah Schulz,DEM,0,0,0
Bay,"Midland City, Ward 1, Pct 6",State Representative,98,Annette Glenn,REP,0,0,0
Bay,"Midland City, Ward 1, Pct 6",State Representative,98,Write-In,,0,0,0
Bay,"Auburn City, Pct 1",Registered Voters,,,,1640,,
Bay,"Auburn City, Pct 1",Ballots Cast,,,,1222,1222,0
Bay,"Auburn City, Pct 1",Ballots Cast Blank,,,,1,1,0
Bay,"Auburn City, Pct 1",Straight Party,,Democratic Party,DEM,216,216,0
Bay,"Auburn City, Pct 1",Straight Party,,Republican Party,REP,313,313,0
Bay,"Auburn City, Pct 1",Straight Party,,Libertarian Party,LIB,10,10,0
Bay,"Auburn City, Pct 1",Straight Party,,U.S. Taxpayers Party,UTP,2,2,0
Bay,"Auburn City, Pct 1",Straight Party,,Working Class Party,WCP,3,3,0
Bay,"Auburn City, Pct 1",Straight Party,,Green Party,GRN,6,6,0
Bay,"Auburn City, Pct 1",Straight Party,,Natural Law Party,NLP,0,0,0
Bay,"Auburn City, Pct 1",President,,Joseph R. Biden,DEM,491,491,0
Bay,"Auburn City, Pct 1",President,,Donald J. Trump,REP,693,693,0
Bay,"Auburn City, Pct 1",President,,Jo Jorgensen,LIB,20,20,0
Bay,"Auburn City, Pct 1",President,,Don Blankenship,UTP,2,2,0
Bay,"Auburn City, Pct 1",President,,Howie Hawkins,GRN,6,6,0
Bay,"Auburn City, Pct 1",President,,Rocky De La Fuente,NLP,1,1,0
Bay,"Auburn City, Pct 1",President,,Write-In,,1,1,0
Bay,"Auburn City, Pct 1",U.S. Senate,,Gary Peters,DEM,485,485,0
Bay,"Auburn City, Pct 1",U.S. Senate,,John James,REP,689,689,0
Bay,"Auburn City, Pct 1",U.S. Senate,,Valerie L. Willis,UTP,12,12,0
Bay,"Auburn City, Pct 1",U.S. Senate,,Marcia Squier,GRN,8,8,0
Bay,"Auburn City, Pct 1",U.S. Senate,,Doug Dern,NLP,2,2,0
Bay,"Auburn City, Pct 1",U.S. Senate,,Write-In,,1,1,0
Bay,"Auburn City, Pct 1",U.S. House,5,Daniel T. Kildee,DEM,488,488,0
Bay,"Auburn City, Pct 1",U.S. House,5,Tim Kelly,REP,639,639,0
Bay,"Auburn City, Pct 1",U.S. House,5,James Harris,LIB,27,27,0
Bay,"Auburn City, Pct 1",U.S. House,5,Kathy Goodwin,WCP,26,26,0
Bay,"Auburn City, Pct 1",U.S. House,5,Write-In,,0,0,0
Bay,"Auburn City, Pct 1",State Representative,98,Sarah Schulz,DEM,457,457,0
Bay,"Auburn City, Pct 1",State Representative,98,Annette Glenn,REP,723,723,0
Bay,"Auburn City, Pct 1",State Representative,98,Write-In,,2,2,0
Bay,"Bay City, Ward 1, Pct 1",Registered Voters,,,,2733,,
Bay,"Bay City, Ward 1, Pct 1",Ballots Cast,,,,1787,747,1040
Bay,"Bay City, Ward 1, Pct 1",Ballots Cast Blank,,,,0,0,0
Bay,"Bay City, Ward 1, Pct 1",Straight Party,,Democratic Party,DEM,568,171,397
Bay,"Bay City, Ward 1, Pct 1",Straight Party,,Republican Party,REP,399,259,140
Bay,"Bay City, Ward 1, Pct 1",Straight Party,,Libertarian Party,LIB,8,4,4
Bay,"Bay City, Ward 1, Pct 1",Straight Party,,U.S. Taxpayers Party,UTP,1,1,0
Bay,"Bay City, Ward 1, Pct 1",Straight Party,,Working Class Party,WCP,6,2,4
Bay,"Bay City, Ward 1, Pct 1",Straight Party,,Green Party,GRN,3,1,2
Bay,"Bay City, Ward 1, Pct 1",Straight Party,,Natural Law Party,NLP,0,0,0
Bay,"Bay City, Ward 1, Pct 1",President,,Joseph R. Biden,DEM,983,267,716
Bay,"Bay City, Ward 1, Pct 1",President,,Donald J. Trump,REP,757,458,299
Bay,"Bay City, Ward 1, Pct 1",President,,Jo Jorgensen,LIB,24,14,10
Bay,"Bay City, Ward 1, Pct 1",President,,Don Blankenship,UTP,1,0,1
Bay,"Bay City, Ward 1, Pct 1",President,,Howie Hawkins,GRN,13,5,8
Bay,"Bay City, Ward 1, Pct 1",President,,Rocky De La Fuente,NLP,0,0,0
Bay,"Bay City, Ward 1, Pct 1",President,,Write-In,,3,1,2
Bay,"Bay City, Ward 1, Pct 1",U.S. Senate,,Gary Peters,DEM,981,276,705
Bay,"Bay City, Ward 1, Pct 1",U.S. Senate,,John James,REP,736,440,296
Bay,"Bay City, Ward 1, Pct 1",U.S. Senate,,Valerie L. Willis,UTP,17,9,8
Bay,"Bay City, Ward 1, Pct 1",U.S. Senate,,Marcia Squier,GRN,17,8,9
Bay,"Bay City, Ward 1, Pct 1",U.S. Senate,,Doug Dern,NLP,4,2,2
Bay,"Bay City, Ward 1, Pct 1",U.S. Senate,,Write-In,,1,1,0
Bay,"Bay City, Ward 1, Pct 1",U.S. House,5,Daniel T. Kildee,DEM,975,275,700
Bay,"Bay City, Ward 1, Pct 1",U.S. House,5,Tim Kelly,REP,705,419,286
Bay,"Bay City, Ward 1, Pct 1",U.S. House,5,James Harris,LIB,28,17,11
Bay,"Bay City, Ward 1, Pct 1",U.S. House,5,Kathy Goodwin,WCP,37,20,17
Bay,"Bay City, Ward 1, Pct 1",U.S. House,5,Write-In,,2,1,1
Bay,"Bay City, Ward 1, Pct 1",State Representative,96,Brian K. Elder,DEM,960,289,671
Bay,"Bay City, Ward 1, Pct 1",State Representative,96,Timothy Beson,REP,790,445,345
Bay,"Bay City, Ward 1, Pct 1",State Representative,96,Write-In,,5,2,3
Bay,"Bay City, Ward 2, Pct 1",Registered Voters,,,,2859,,
Bay,"Bay City, Ward 2, Pct 1",Ballots Cast,,,,1852,734,1118
Bay,"Bay City, Ward 2, Pct 1",Ballots Cast Blank,,,,0,0,0
Bay,"Bay City, Ward 2, Pct 1",Straight Party,,Democratic Party,DEM,603,168,435
Bay,"Bay City, Ward 2, Pct 1",Straight Party,,Republican Party,REP,325,187,138
Bay,"Bay City, Ward 2, Pct 1",Straight Party,,Libertarian Party,LIB,5,3,2
Bay,"Bay City, Ward 2, Pct 1",Straight Party,,U.S. Taxpayers Party,UTP,1,1,0
Bay,"Bay City, Ward 2, Pct 1",Straight Party,,Working Class Party,WCP,13,10,3
Bay,"Bay City, Ward 2, Pct 1",Straight Party,,Green Party,GRN,3,1,2
Bay,"Bay City, Ward 2, Pct 1",Straight Party,,Natural Law Party,NLP,2,2,0
Bay,"Bay City, Ward 2, Pct 1",President,,Joseph R. Biden,DEM,1117,304,813
Bay,"Bay City, Ward 2, Pct 1",President,,Donald J. Trump,REP,698,415,283
Bay,"Bay City, Ward 2, Pct 1",President,,Jo Jorgensen,LIB,15,9,6
Bay,"Bay City, Ward 2, Pct 1",President,,Don Blankenship,UTP,2,0,2
Bay,"Bay City, Ward 2, Pct 1",President,,Howie Hawkins,GRN,4,0,4
Bay,"Bay City, Ward 2, Pct 1",President,,Rocky De La Fuente,NLP,2,1,1
Bay,"Bay City, Ward 2, Pct 1",President,,Write-In,,4,3,1
Bay,"Bay City, Ward 2, Pct 1",U.S. Senate,,Gary Peters,DEM,1085,296,789
Bay,"Bay City, Ward 2, Pct 1",U.S. Senate,,John James,REP,713,406,307
Bay,"Bay City, Ward 2, Pct 1",U.S. Senate,,Valerie L. Willis,UTP,16,9,7
Bay,"Bay City, Ward 2, Pct 1",U.S. Senate,,Marcia Squier,GRN,13,6,7
Bay,"Bay City, Ward 2, Pct 1",U.S. Senate,,Doug Dern,NLP,3,2,1
Bay,"Bay City, Ward 2, Pct 1",U.S. Senate,,Write-In,,0,0,0
Bay,"Bay City, Ward 2, Pct 1",U.S. House,5,Daniel T. Kildee,DEM,1094,303,791
Bay,"Bay City, Ward 2, Pct 1",U.S. House,5,Tim Kelly,REP,664,369,295
Bay,"Bay City, Ward 2, Pct 1",U.S. House,5,James Harris,LIB,32,18,14
Bay,"Bay City, Ward 2, Pct 1",U.S. House,5,Kathy Goodwin,WCP,29,20,9
Bay,"Bay City, Ward 2, Pct 1",U.S. House,5,Write-In,,0,0,0
Bay,"Bay City, Ward 2, Pct 1",State Representative,96,Brian K. Elder,DEM,1092,305,787
Bay,"Bay City, Ward 2, Pct 1",State Representative,96,Timothy Beson,REP,717,406,311
Bay,"Bay City, Ward 2, Pct 1",State Representative,96,Write-In,,6,5,1
Bay,"Bay City, Ward 3, Pct 1",Registered Voters,,,,2688,,
Bay,"Bay City, Ward 3, Pct 1",Ballots Cast,,,,1542,668,874
Bay,"Bay City, Ward 3, Pct 1",Ballots Cast Blank,,,,1,0,1
Bay,"Bay City, Ward 3, Pct 1",Straight Party,,Democratic Party,DEM,563,151,412
Bay,"Bay City, Ward 3, Pct 1",Straight Party,,Republican Party,REP,327,218,109
Bay,"Bay City, Ward 3, Pct 1",Straight Party,,Libertarian Party,LIB,9,3,6
Bay,"Bay City, Ward 3, Pct 1",Straight Party,,U.S. Taxpayers Party,UTP,6,3,3
Bay,"Bay City, Ward 3, Pct 1",Straight Party,,Working Class Party,WCP,11,5,6
Bay,"Bay City, Ward 3, Pct 1",Straight Party,,Green Party,GRN,5,2,3
Bay,"Bay City, Ward 3, Pct 1",Straight Party,,Natural Law Party,NLP,3,0,3
Bay,"Bay City, Ward 3, Pct 1",President,,Joseph R. Biden,DEM,882,264,618
Bay,"Bay City, Ward 3, Pct 1",President,,Donald J. Trump,REP,613,386,227
Bay,"Bay City, Ward 3, Pct 1",President,,Jo Jorgensen,LIB,25,13,12
Bay,"Bay City, Ward 3, Pct 1",President,,Don Blankenship,UTP,2,0,2
Bay,"Bay City, Ward 3, Pct 1",President,,Howie Hawkins,GRN,9,4,5
Bay,"Bay City, Ward 3, Pct 1",President,,Rocky De La Fuente,NLP,1,0,1
Bay,"Bay City, Ward 3, Pct 1",President,,Write-In,,0,0,0
Bay,"Bay City, Ward 3, Pct 1",U.S. Senate,,Gary Peters,DEM,884,272,612
Bay,"Bay City, Ward 3, Pct 1",U.S. Senate,,John James,REP,577,356,221
Bay,"Bay City, Ward 3, Pct 1",U.S. Senate,,Valerie L. Willis,UTP,23,10,13
Bay,"Bay City, Ward 3, Pct 1",U.S. Senate,,Marcia Squier,GRN,19,12,7
Bay,"Bay City, Ward 3, Pct 1",U.S. Senate,,Doug Dern,NLP,8,5,3
Bay,"Bay City, Ward 3, Pct 1",U.S. Senate,,Write-In,,1,0,1
Bay,"Bay City, Ward 3, Pct 1",U.S. House,5,Daniel T. Kildee,DEM,862,253,609
Bay,"Bay City, Ward 3, Pct 1",U.S. House,5,Tim Kelly,REP,553,337,216
Bay,"Bay City, Ward 3, Pct 1",U.S. House,5,James Harris,LIB,37,24,13
Bay,"Bay City, Ward 3, Pct 1",U.S. House,5,Kathy Goodwin,WCP,41,25,16
Bay,"Bay City, Ward 3, Pct 1",U.S. House,5,Write-In,,1,0,1
Bay,"Bay City, Ward 3, Pct 1",State Representative,96,Brian K. Elder,DEM,857,269,588
Bay,"Bay City, Ward 3, Pct 1",State Representative,96,Timothy Beson,REP,638,376,262
Bay,"Bay City, Ward 3, Pct 1",State Representative,96,Write-In,,4,2,2
Bay,"Bay City, Ward 4, Pct 1",Registered Voters,,,,2931,,
Bay,"Bay City, Ward 4, Pct 1",Ballots Cast,,,,1747,767,980
Bay,"Bay City, Ward 4, Pct 1",Ballots Cast Blank,,,,0,0,0
Bay,"Bay City, Ward 4, Pct 1",Straight Party,,Democratic Party,DEM,571,167,404
Bay,"Bay City, Ward 4, Pct 1",Straight Party,,Republican Party,REP,404,257,147
Bay,"Bay City, Ward 4, Pct 1",Straight Party,,Libertarian Party,LIB,9,7,2
Bay,"Bay City, Ward 4, Pct 1",Straight Party,,U.S. Taxpayers Party,UTP,4,2,2
Bay,"Bay City, Ward 4, Pct 1",Straight Party,,Working Class Party,WCP,15,11,4
Bay,"Bay City, Ward 4, Pct 1",Straight Party,,Green Party,GRN,7,5,2
Bay,"Bay City, Ward 4, Pct 1",Straight Party,,Natural Law Party,NLP,1,1,0
Bay,"Bay City, Ward 4, Pct 1",President,,Joseph R. Biden,DEM,942,273,669
Bay,"Bay City, Ward 4, Pct 1",President,,Donald J. Trump,REP,752,460,292
Bay,"Bay City, Ward 4, Pct 1",President,,Jo Jorgensen,LIB,29,21,8
Bay,"Bay City, Ward 4, Pct 1",President,,Don Blankenship,UTP,3,1,2
Bay,"Bay City, Ward 4, Pct 1",President,,Howie Hawkins,GRN,4,4,0
Bay,"Bay City, Ward 4, Pct 1",President,,Rocky De La Fuente,NLP,5,2,3
Bay,"Bay City, Ward 4, Pct 1",President,,Write-In,,3,2,1
Bay,"Bay City, Ward 4, Pct 1",U.S. Senate,,Gary Peters,DEM,977,301,676
Bay,"Bay City, Ward 4, Pct 1",U.S. Senate,,John James,REP,695,426,269
Bay,"Bay City, Ward 4, Pct 1",U.S. Senate,,Valerie L. Willis,UTP,22,12,10
Bay,"Bay City, Ward 4, Pct 1",U.S. Senate,,Marcia Squier,GRN,20,10,10
Bay,"Bay City, Ward 4, Pct 1",U.S. Senate,,Doug Dern,NLP,6,5,1
Bay,"Bay City, Ward 4, Pct 1",U.S. Senate,,Write-In,,4,2,2
Bay,"Bay City, Ward 4, Pct 1",U.S. House,5,Daniel T. Kildee,DEM,949,288,661
Bay,"Bay City, Ward 4, Pct 1",U.S. House,5,Tim Kelly,REP,649,380,269
Bay,"Bay City, Ward 4, Pct 1",U.S. House,5,James Harris,LIB,46,35,11
Bay,"Bay City, Ward 4, Pct 1",U.S. House,5,Kathy Goodwin,WCP,65,43,22
Bay,"Bay City, Ward 4, Pct 1",U.S. House,5,Write-In,,7,5,2
Bay,"Bay City, Ward 4, Pct 1",State Representative,96,Brian K. Elder,DEM,936,293,643
Bay,"Bay City, Ward 4, Pct 1",State Representative,96,Timothy Beson,REP,770,455,315
Bay,"Bay City, Ward 4, Pct 1",State Representative,96,Write-In,,6,4,2
Bay,"Bay City, Ward 5, Pct 1",Registered Voters,,,,2985,,
Bay,"Bay City, Ward 5, Pct 1",Ballots Cast,,,,2141,949,1192
Bay,"Bay City, Ward 5, Pct 1",Ballots Cast Blank,,,,0,0,0
Bay,"Bay City, Ward 5, Pct 1",Straight Party,,Democratic Party,DEM,627,189,438
Bay,"Bay City, Ward 5, Pct 1",Straight Party,,Republican Party,REP,456,293,163
Bay,"Bay City, Ward 5, Pct 1",Straight Party,,Libertarian Party,LIB,9,8,1
Bay,"Bay City, Ward 5, Pct 1",Straight Party,,U.S. Taxpayers Party,UTP,3,2,1
Bay,"Bay City, Ward 5, Pct 1",Straight Party,,Working Class Party,WCP,8,6,2
Bay,"Bay City, Ward 5, Pct 1",Straight Party,,Green Party,GRN,2,0,2
Bay,"Bay City, Ward 5, Pct 1",Straight Party,,Natural Law Party,NLP,0,0,0
Bay,"Bay City, Ward 5, Pct 1",President,,Joseph R. Biden,DEM,1114,331,783
Bay,"Bay City, Ward 5, Pct 1",President,,Donald J. Trump,REP,970,592,378
Bay,"Bay City, Ward 5, Pct 1",President,,Jo Jorgensen,LIB,31,20,11
Bay,"Bay City, Ward 5, Pct 1",President,,Don Blankenship,UTP,2,0,2
Bay,"Bay City, Ward 5, Pct 1",President,,Howie Hawkins,GRN,5,2,3
Bay,"Bay City, Ward 5, Pct 1",President,,Rocky De La Fuente,NLP,3,1,2
Bay,"Bay City, Ward 5, Pct 1",President,,Write-In,,5,0,5
Bay,"Bay City, Ward 5, Pct 1",U.S. Senate,,Gary Peters,DEM,1155,357,798
Bay,"Bay City, Ward 5, Pct 1",U.S. Senate,,John James,REP,916,564,352
Bay,"Bay City, Ward 5, Pct 1",U.S. Senate,,Valerie L. Willis,UTP,17,3,14
Bay,"Bay City, Ward 5, Pct 1",U.S. Senate,,Marcia Squier,GRN,15,9,6
Bay,"Bay City, Ward 5, Pct 1",U.S. Senate,,Doug Dern,NLP,7,4,3
Bay,"Bay City, Ward 5, Pct 1",U.S. Senate,,Write-In,,1,1,0
Bay,"Bay City, Ward 5, Pct 1",U.S. House,5,Daniel T. Kildee,DEM,1135,352,783
Bay,"Bay City, Ward 5, Pct 1",U.S. House,5,Tim Kelly,REP,881,520,361
Bay,"Bay City, Ward 5, Pct 1",U.S. House,5,James Harris,LIB,42,31,11
Bay,"Bay City, Ward 5, Pct 1",U.S. House,5,Kathy Goodwin,WCP,40,23,17
Bay,"Bay City, Ward 5, Pct 1",U.S. House,5,Write-In,,0,0,0
Bay,"Bay City, Ward 5, Pct 1",State Representative,96,Brian K. Elder,DEM,1120,363,757
Bay,"Bay City, Ward 5, Pct 1",State Representative,96,Timothy Beson,REP,983,566,417
Bay,"Bay City, Ward 5, Pct 1",State Representative,96,Write-In,,6,4,2
Bay,"Bay City, Ward 6, Pct 1",Registered Voters,,,,2824,,
Bay,"Bay City, Ward 6, Pct 1",Ballots Cast,,,,1673,786,887
Bay,"Bay City, Ward 6, Pct 1",Ballots Cast Blank,,,,0,0,0
Bay,"Bay City, Ward 6, Pct 1",Straight Party,,Democratic Party,DEM,528,153,375
Bay,"Bay City, Ward 6, Pct 1",Straight Party,,Republican Party,REP,408,277,131
Bay,"Bay City, Ward 6, Pct 1",Straight Party,,Libertarian Party,LIB,12,6,6
Bay,"Bay City, Ward 6, Pct 1",Straight Party,,U.S. Taxpayers Party,UTP,3,2,1
Bay,"Bay City, Ward 6, Pct 1",Straight Party,,Working Class Party,WCP,11,10,1
Bay,"Bay City, Ward 6, Pct 1",Straight Party,,Green Party,GRN,9,2,7
Bay,"Bay City, Ward 6, Pct 1",Straight Party,,Natural Law Party,NLP,1,1,0
Bay,"Bay City, Ward 6, Pct 1",President,,Joseph R. Biden,DEM,847,267,580
Bay,"Bay City, Ward 6, Pct 1",President,,Donald J. Trump,REP,783,501,282
Bay,"Bay City, Ward 6, Pct 1",President,,Jo Jorgensen,LIB,22,12,10
Bay,"Bay City, Ward 6, Pct 1",President,,Don Blankenship,UTP,5,1,4
Bay,"Bay City, Ward 6, Pct 1",President,,Howie Hawkins,GRN,5,2,3
Bay,"Bay City, Ward 6, Pct 1",President,,Rocky De La Fuente,NLP,2,1,1
Bay,"Bay City, Ward 6, Pct 1",President,,Write-In,,4,1,3
Bay,"Bay City, Ward 6, Pct 1",U.S. Senate,,Gary Peters,DEM,854,269,585
Bay,"Bay City, Ward 6, Pct 1",U.S. Senate,,John James,REP,740,477,263
Bay,"Bay City, Ward 6, Pct 1",U.S. Senate,,Valerie L. Willis,UTP,27,13,14
Bay,"Bay City, Ward 6, Pct 1",U.S. Senate,,Marcia Squier,GRN,18,9,9
Bay,"Bay City, Ward 6, Pct 1",U.S. Senate,,Doug Dern,NLP,7,4,3
Bay,"Bay City, Ward 6, Pct 1",U.S. Senate,,Write-In,,1,1,0
Bay,"Bay City, Ward 6, Pct 1",U.S. House,5,Daniel T. Kildee,DEM,848,259,589
Bay,"Bay City, Ward 6, Pct 1",U.S. House,5,Tim Kelly,REP,697,448,249
Bay,"Bay City, Ward 6, Pct 1",U.S. House,5,James Harris,LIB,32,22,10
Bay,"Bay City, Ward 6, Pct 1",U.S. House,5,Kathy Goodwin,WCP,60,39,21
Bay,"Bay City, Ward 6, Pct 1",U.S. House,5,Write-In,,2,2,0
Bay,"Bay City, Ward 6, Pct 1",State Representative,96,Brian K. Elder,DEM,842,273,569
Bay,"Bay City, Ward 6, Pct 1",State Representative,96,Timothy Beson,REP,792,494,298
Bay,"Bay City, Ward 6, Pct 1",State Representative,96,Write-In,,5,4,1
Bay,"Bay City, Ward 7, Pct 1",Registered Voters,,,,2807,,
Bay,"Bay City, Ward 7, Pct 1",Ballots Cast,,,,1857,900,957
Bay,"Bay City, Ward 7, Pct 1",Ballots Cast Blank,,,,0,0,0
Bay,"Bay City, Ward 7, Pct 1",Straight Party,,Democratic Party,DEM,547,173,374
Bay,"Bay City, Ward 7, Pct 1",Straight Party,,Republican Party,REP,444,291,153
Bay,"Bay City, Ward 7, Pct 1",Straight Party,,Libertarian Party,LIB,5,4,1
Bay,"Bay City, Ward 7, Pct 1",Straight Party,,U.S. Taxpayers Party,UTP,2,0,2
Bay,"Bay City, Ward 7, Pct 1",Straight Party,,Working Class Party,WCP,7,5,2
Bay,"Bay City, Ward 7, Pct 1",Straight Party,,Green Party,GRN,1,1,0
Bay,"Bay City, Ward 7, Pct 1",Straight Party,,Natural Law Party,NLP,0,0,0
Bay,"Bay City, Ward 7, Pct 1",President,,Joseph R. Biden,DEM,946,316,630
Bay,"Bay City, Ward 7, Pct 1",President,,Donald J. Trump,REP,863,556,307
Bay,"Bay City, Ward 7, Pct 1",President,,Jo Jorgensen,LIB,23,17,6
Bay,"Bay City, Ward 7, Pct 1",President,,Don Blankenship,UTP,4,2,2
Bay,"Bay City, Ward 7, Pct 1",President,,Howie Hawkins,GRN,11,5,6
Bay,"Bay City, Ward 7, Pct 1",President,,Rocky De La Fuente,NLP,0,0,0
Bay,"Bay City, Ward 7, Pct 1",President,,Write-In,,4,3,1
Bay,"Bay City, Ward 7, Pct 1",U.S. Senate,,Gary Peters,DEM,971,342,629
Bay,"Bay City, Ward 7, Pct 1",U.S. Senate,,John James,REP,815,519,296
Bay,"Bay City, Ward 7, Pct 1",U.S. Senate,,Valerie L. Willis,UTP,26,13,13
Bay,"Bay City, Ward 7, Pct 1",U.S. Senate,,Marcia Squier,GRN,18,11,7
Bay,"Bay City, Ward 7, Pct 1",U.S. Senate,,Doug Dern,NLP,5,4,1
Bay,"Bay City, Ward 7, Pct 1",U.S. Senate,,Write-In,,1,1,0
Bay,"Bay City, Ward 7, Pct 1",U.S. House,5,Daniel T. Kildee,DEM,958,321,637
Bay,"Bay City, Ward 7, Pct 1",U.S. House,5,Tim Kelly,REP,772,506,266
Bay,"Bay City, Ward 7, Pct 1",U.S. House,5,James Harris,LIB,32,25,7
Bay,"Bay City, Ward 7, Pct 1",U.S. House,5,Kathy Goodwin,WCP,56,30,26
Bay,"Bay City, Ward 7, Pct 1",U.S. House,5,Write-In,,1,1,0
Bay,"Bay City, Ward 7, Pct 1",State Representative,96,Brian K. Elder,DEM,913,327,586
Bay,"Bay City, Ward 7, Pct 1",State Representative,96,Timothy Beson,REP,905,552,353
Bay,"Bay City, Ward 7, Pct 1",State Representative,96,Write-In,,4,3,1
Bay,"Bay City, Ward 8, Pct 1",Registered Voters,,,,2807,,
Bay,"Bay City, Ward 8, Pct 1",Ballots Cast,,,,1797,956,841
Bay,"Bay City, Ward 8, Pct 1",Ballots Cast Blank,,,,1,0,1
Bay,"Bay City, Ward 8, Pct 1",Straight Party,,Democratic Party,DEM,495,177,318
Bay,"Bay City, Ward 8, Pct 1",Straight Party,,Republican Party,REP,435,317,118
Bay,"Bay City, Ward 8, Pct 1",Straight Party,,Libertarian Party,LIB,14,10,4
Bay,"Bay City, Ward 8, Pct 1",Straight Party,,U.S. Taxpayers Party,UTP,1,0,1
Bay,"Bay City, Ward 8, Pct 1",Straight Party,,Working Class Party,WCP,8,8,0
Bay,"Bay City, Ward 8, Pct 1",Straight Party,,Green Party,GRN,7,3,4
Bay,"Bay City, Ward 8, Pct 1",Straight Party,,Natural Law Party,NLP,2,2,0
Bay,"Bay City, Ward 8, Pct 1",President,,Joseph R. Biden,DEM,893,298,595
Bay,"Bay City, Ward 8, Pct 1",President,,Donald J. Trump,REP,847,625,222
Bay,"Bay City, Ward 8, Pct 1",President,,Jo Jorgensen,LIB,36,25,11
Bay,"Bay City, Ward 8, Pct 1",President,,Don Blankenship,UTP,2,1,1
Bay,"Bay City, Ward 8, Pct 1",President,,Howie Hawkins,GRN,10,5,5
Bay,"Bay City, Ward 8, Pct 1",President,,Rocky De La Fuente,NLP,0,0,0
Bay,"Bay City, Ward 8, Pct 1",President,,Write-In,,2,1,1
Bay,"Bay City, Ward 8, Pct 1",U.S. Senate,,Gary Peters,DEM,920,339,581
Bay,"Bay City, Ward 8, Pct 1",U.S. Senate,,John James,REP,782,563,219
Bay,"Bay City, Ward 8, Pct 1",U.S. Senate,,Valerie L. Willis,UTP,28,16,12
Bay,"Bay City, Ward 8, Pct 1",U.S. Senate,,Marcia Squier,GRN,21,11,10
Bay,"Bay City, Ward 8, Pct 1",U.S. Senate,,Doug Dern,NLP,6,2,4
Bay,"Bay City, Ward 8, Pct 1",U.S. Senate,,Write-In,,1,1,0
Bay,"Bay City, Ward 8, Pct 1",U.S. House,5,Daniel T. Kildee,DEM,887,308,579
Bay,"Bay City, Ward 8, Pct 1",U.S. House,5,Tim Kelly,REP,760,545,215
Bay,"Bay City, Ward 8, Pct 1",U.S. House,5,James Harris,LIB,32,24,8
Bay,"Bay City, Ward 8, Pct 1",U.S. House,5,Kathy Goodwin,WCP,58,39,19
Bay,"Bay City, Ward 8, Pct 1",U.S. House,5,Write-In,,4,3,1
Bay,"Bay City, Ward 8, Pct 1",State Representative,96,Brian K. Elder,DEM,870,323,547
Bay,"Bay City, Ward 8, Pct 1",State Representative,96,Timothy Beson,REP,877,604,273
Bay,"Bay City, Ward 8, Pct 1",State Representative,96,Write-In,,4,4,0
Bay,"Bay City, Ward 9, Pct 1",Registered Voters,,,,2840,,
Bay,"Bay City, Ward 9, Pct 1",Ballots Cast,,,,1844,974,870
Bay,"Bay City, Ward 9, Pct 1",Ballots Cast Blank,,,,0,0,0
Bay,"Bay City, Ward 9, Pct 1",Straight Party,,Democratic Party,DEM,530,175,355
