county,precinct,office,vote_type,district,party,candidate,votes
Monroe,"Dundee Township, Precinct 3",Secretary of State,Election Day,,UST,Christine C. Schwartz,4
Monroe,"Erie Township, Precinct 1",Secretary of State,Election Day,,UST,Christine C. Schwartz,6
Monroe,"Erie Township, Precinct 2",Secretary of State,Election Day,,UST,Christine C. Schwartz,7
Monroe,"Exeter Township, Precinct 1",Secretary of State,Election Day,,UST,Christine C. Schwartz,11
Monroe,"Exeter Township, Precinct 2",Secretary of State,Election Day,,UST,Christine C. Schwartz,12
Monroe,"Frenchtown Township,Precinct 1",Secretary of State,Election Day,,UST,Christine C. Schwartz,5
Monroe,"Frenchtown Township,Precinct 2",Secretary of State,Election Day,,UST,Christine C. Schwartz,7
Monroe,"Frenchtown Township,Precinct 3",Secretary of State,Election Day,,UST,Christine C. Schwartz,3
Monroe,"Frenchtown Township,Precinct 4",Secretary of State,Election Day,,UST,Christine C. Schwartz,4
Monroe,"Frenchtown Township,Precinct 5",Secretary of State,Election Day,,UST,Christine C. Schwartz,9
Monroe,"Frenchtown Township,Precinct 6",Secretary of State,Election Day,,UST,Christine C. Schwartz,5
Monroe,"Frenchtown Township,Precinct 7",Secretary of State,Election Day,,UST,Christine C. Schwartz,11
Monroe,"Frenchtown Township,Precinct 8",Secretary of State,Election Day,,UST,Christine C. Schwartz,8
Monroe,"Frenchtown Township,Precinct 9",Secretary of State,Election Day,,UST,Christine C. Schwartz,3
Monroe,"Ida Township, Precinct 1",Secretary of State,Election Day,,UST,Christine C. Schwartz,4
Monroe,"Ida Township, Precinct 2",Secretary of State,Election Day,,UST,Christine C. Schwartz,8
Monroe,"La Salle Township, Precinct 1",Secretary of State,Election Day,,UST,Christine C. Schwartz,5
Monroe,"La Salle Township, Precinct 2",Secretary of State,Election Day,,UST,Christine C. Schwartz,4
Monroe,"London Township, Precinct 1",Secretary of State,Election Day,,UST,Christine C. Schwartz,16
Monroe,"Milan Township, Precinct 1",Secretary of State,Election Day,,UST,Christine C. Schwartz,7
Monroe,"Monroe Township, Precinct 1",Secretary of State,Election Day,,UST,Christine C. Schwartz,3
Monroe,"Monroe Township, Precinct 2",Secretary of State,Election Day,,UST,Christine C. Schwartz,8
Monroe,"Monroe Township, Precinct 3",Secretary of State,Election Day,,UST,Christine C. Schwartz,2
Monroe,"Monroe Township, Precinct 4",Secretary of State,Election Day,,UST,Christine C. Schwartz,7
Monroe,"Monroe Township, Precinct 5",Secretary of State,Election Day,,UST,Christine C. Schwartz,8
Monroe,"Monroe Township, Precinct 6",Secretary of State,Election Day,,UST,Christine C. Schwartz,3
Monroe,"Raisinville Township, Precinct1",Secretary of State,Election Day,,UST,Christine C. Schwartz,4
Monroe,"Raisinville Township, Precinct2",Secretary of State,Election Day,,UST,Christine C. Schwartz,5
Monroe,"Summerfield Township,Precinct 1",Secretary of State,Election Day,,UST,Christine C. Schwartz,10
Monroe,"Whiteford Township, Precinct1",Secretary of State,Election Day,,UST,Christine C. Schwartz,9
Monroe,"Whiteford Township, Precinct2",Secretary of State,Election Day,,UST,Christine C. Schwartz,3
Monroe,"Ash Township, Precinct 1",Secretary of State,Absentee,,UST,Christine C. Schwartz,7
Monroe,"Ash Township, Precinct 2",Secretary of State,Absentee,,UST,Christine C. Schwartz,1
Monroe,"Ash Township, Precinct 3",Secretary of State,Absentee,,UST,Christine C. Schwartz,2
Monroe,"Bedford Township, Precinct 1",Secretary of State,Absentee,,UST,Christine C. Schwartz,0
Monroe,"Bedford Township, Precinct 2",Secretary of State,Absentee,,UST,Christine C. Schwartz,1
Monroe,"Bedford Township, Precinct 3",Secretary of State,Absentee,,UST,Christine C. Schwartz,5
Monroe,"Bedford Township, Precinct 4",Secretary of State,Absentee,,UST,Christine C. Schwartz,4
Monroe,"Bedford Township, Precinct 5",Secretary of State,Absentee,,UST,Christine C. Schwartz,1
Monroe,"Bedford Township, Precinct 6",Secretary of State,Absentee,,UST,Christine C. Schwartz,5
Monroe,"Bedford Township, Precinct 7",Secretary of State,Absentee,,UST,Christine C. Schwartz,3
Monroe,"Bedford Township, Precinct 8",Secretary of State,Absentee,,UST,Christine C. Schwartz,1
Monroe,"Bedford Township, Precinct 9",Secretary of State,Absentee,,UST,Christine C. Schwartz,1
Monroe,"Bedford Township, Precinct 10",Secretary of State,Absentee,,UST,Christine C. Schwartz,1
Monroe,"Bedford Township, Precinct 11",Secretary of State,Absentee,,UST,Christine C. Schwartz,1
Monroe,"Bedford Township, Precinct 12",Secretary of State,Absentee,,UST,Christine C. Schwartz,2
Monroe,"Bedford Township, Precinct 13",Secretary of State,Absentee,,UST,Christine C. Schwartz,1
Monroe,"Bedford Township, Precinct 14",Secretary of State,Absentee,,UST,Christine C. Schwartz,5
Monroe,"Berlin Township, Precinct 1",Secretary of State,Absentee,,UST,Christine C. Schwartz,1
Monroe,"Berlin Township, Precinct 2",Secretary of State,Absentee,,UST,Christine C. Schwartz,5
Monroe,"Berlin Township, Precinct 3",Secretary of State,Absentee,,UST,Christine C. Schwartz,2
Monroe,"Berlin Township, Precinct 4",Secretary of State,Absentee,,UST,Christine C. Schwartz,4
Monroe,"City of Luna Pier, Precinct 1",Secretary of State,Absentee,,UST,Christine C. Schwartz,0
Monroe,"City of Milan, Precinct 1",Secretary of State,Absentee,,UST,Christine C. Schwartz,0
Monroe,"City of Monroe, Precinct 1",Secretary of State,Absentee,,UST,Christine C. Schwartz,6
Monroe,"City of Monroe, Precinct 2",Secretary of State,Absentee,,UST,Christine C. Schwartz,1
Monroe,"City of Monroe, Precinct 3N",Secretary of State,Absentee,,UST,Christine C. Schwartz,1
Monroe,"City of Monroe, Precinct 3S",Secretary of State,Absentee,,UST,Christine C. Schwartz,1
Monroe,"City of Monroe, Precinct 4",Secretary of State,Absentee,,UST,Christine C. Schwartz,4
Monroe,"City of Monroe, Precinct 5",Secretary of State,Absentee,,UST,Christine C. Schwartz,9
Monroe,"City of Monroe, Precinct 6",Secretary of State,Absentee,,UST,Christine C. Schwartz,2
Monroe,"City of Petersburg, Precinct 1",Secretary of State,Absentee,,UST,Christine C. Schwartz,1
Monroe,"Dundee Township, Precinct 1",Secretary of State,Absentee,,UST,Christine C. Schwartz,2
Monroe,"Dundee Township, Precinct 2",Secretary of State,Absentee,,UST,Christine C. Schwartz,0
Monroe,"Dundee Township, Precinct 3",Secretary of State,Absentee,,UST,Christine C. Schwartz,1
Monroe,"Erie Township, Precinct 1",Secretary of State,Absentee,,UST,Christine C. Schwartz,1
Monroe,"Erie Township, Precinct 2",Secretary of State,Absentee,,UST,Christine C. Schwartz,1
Monroe,"Exeter Township, Precinct 1",Secretary of State,Absentee,,UST,Christine C. Schwartz,0
Monroe,"Exeter Township, Precinct 2",Secretary of State,Absentee,,UST,Christine C. Schwartz,0
Monroe,"Frenchtown Township,Precinct 1",Secretary of State,Absentee,,UST,Christine C. Schwartz,1
Monroe,"Frenchtown Township,Precinct 2",Secretary of State,Absentee,,UST,Christine C. Schwartz,2
Monroe,"Frenchtown Township,Precinct 3",Secretary of State,Absentee,,UST,Christine C. Schwartz,3
Monroe,"Frenchtown Township,Precinct 4",Secretary of State,Absentee,,UST,Christine C. Schwartz,1
Monroe,"Frenchtown Township,Precinct 5",Secretary of State,Absentee,,UST,Christine C. Schwartz,2
Monroe,"Frenchtown Township,Precinct 6",Secretary of State,Absentee,,UST,Christine C. Schwartz,3
Monroe,"Frenchtown Township,Precinct 7",Secretary of State,Absentee,,UST,Christine C. Schwartz,5
Monroe,"Frenchtown Township,Precinct 8",Secretary of State,Absentee,,UST,Christine C. Schwartz,2
Monroe,"Frenchtown Township,Precinct 9",Secretary of State,Absentee,,UST,Christine C. Schwartz,2
Monroe,"Ida Township, Precinct 1",Secretary of State,Absentee,,UST,Christine C. Schwartz,1
Monroe,"Ida Township, Precinct 2",Secretary of State,Absentee,,UST,Christine C. Schwartz,5
Monroe,"La Salle Township, Precinct 1",Secretary of State,Absentee,,UST,Christine C. Schwartz,6
Monroe,"La Salle Township, Precinct 2",Secretary of State,Absentee,,UST,Christine C. Schwartz,3
Monroe,"London Township, Precinct 1",Secretary of State,Absentee,,UST,Christine C. Schwartz,0
Monroe,"Milan Township, Precinct 1",Secretary of State,Absentee,,UST,Christine C. Schwartz,0
Monroe,"Monroe Township, Precinct 1",Secretary of State,Absentee,,UST,Christine C. Schwartz,6
Monroe,"Monroe Township, Precinct 2",Secretary of State,Absentee,,UST,Christine C. Schwartz,2
Monroe,"Monroe Township, Precinct 3",Secretary of State,Absentee,,UST,Christine C. Schwartz,4
Monroe,"Monroe Township, Precinct 4",Secretary of State,Absentee,,UST,Christine C. Schwartz,3
Monroe,"Monroe Township, Precinct 5",Secretary of State,Absentee,,UST,Christine C. Schwartz,2
Monroe,"Monroe Township, Precinct 6",Secretary of State,Absentee,,UST,Christine C. Schwartz,2
Monroe,"Raisinville Township, Precinct1",Secretary of State,Absentee,,UST,Christine C. Schwartz,4
Monroe,"Raisinville Township, Precinct2",Secretary of State,Absentee,,UST,Christine C. Schwartz,2
Monroe,"Summerfield Township,Precinct 1",Secretary of State,Absentee,,UST,Christine C. Schwartz,6
Monroe,"Whiteford Township, Precinct1",Secretary of State,Absentee,,UST,Christine C. Schwartz,1
Monroe,"Whiteford Township, Precinct2",Secretary of State,Absentee,,UST,Christine C. Schwartz,3
Monroe,"Ash Township, Precinct 1",Secretary of State,Election Day,,GRN,"Larry James Hutchinson, Jr.",6
Monroe,"Ash Township, Precinct 2",Secretary of State,Election Day,,GRN,"Larry James Hutchinson, Jr.",1
Monroe,"Ash Township, Precinct 3",Secretary of State,Election Day,,GRN,"Larry James Hutchinson, Jr.",0
Monroe,"Bedford Township, Precinct 1",Secretary of State,Election Day,,GRN,"Larry James Hutchinson, Jr.",3
Monroe,"Bedford Township, Precinct 2",Secretary of State,Election Day,,GRN,"Larry James Hutchinson, Jr.",1
Monroe,"Bedford Township, Precinct 3",Secretary of State,Election Day,,GRN,"Larry James Hutchinson, Jr.",5
Monroe,"Bedford Township, Precinct 4",Secretary of State,Election Day,,GRN,"Larry James Hutchinson, Jr.",1
Monroe,"Bedford Township, Precinct 5",Secretary of State,Election Day,,GRN,"Larry James Hutchinson, Jr.",1
Monroe,"Bedford Township, Precinct 6",Secretary of State,Election Day,,GRN,"Larry James Hutchinson, Jr.",2
Monroe,"Bedford Township, Precinct 7",Secretary of State,Election Day,,GRN,"Larry James Hutchinson, Jr.",4
Monroe,"Bedford Township, Precinct 8",Secretary of State,Election Day,,GRN,"Larry James Hutchinson, Jr.",2
Monroe,"Bedford Township, Precinct 9",Secretary of State,Election Day,,GRN,"Larry James Hutchinson, Jr.",1
Monroe,"Bedford Township, Precinct 10",Secretary of State,Election Day,,GRN,"Larry James Hutchinson, Jr.",2
Monroe,"Bedford Township, Precinct 11",Secretary of State,Election Day,,GRN,"Larry James Hutchinson, Jr.",2
Monroe,"Bedford Township, Precinct 12",Secretary of State,Election Day,,GRN,"Larry James Hutchinson, Jr.",1
Monroe,"Bedford Township, Precinct 13",Secretary of State,Election Day,,GRN,"Larry James Hutchinson, Jr.",0
Monroe,"Bedford Township, Precinct 14",Secretary of State,Election Day,,GRN,"Larry James Hutchinson, Jr.",2
Monroe,"Berlin Township, Precinct 1",Secretary of State,Election Day,,GRN,"Larry James Hutchinson, Jr.",4
Monroe,"Berlin Township, Precinct 2",Secretary of State,Election Day,,GRN,"Larry James Hutchinson, Jr.",6
Monroe,"Berlin Township, Precinct 3",Secretary of State,Election Day,,GRN,"Larry James Hutchinson, Jr.",1
Monroe,"Berlin Township, Precinct 4",Secretary of State,Election Day,,GRN,"Larry James Hutchinson, Jr.",2
Monroe,"City of Luna Pier, Precinct 1",Secretary of State,Election Day,,GRN,"Larry James Hutchinson, Jr.",5
Monroe,"City of Milan, Precinct 1",Secretary of State,Election Day,,GRN,"Larry James Hutchinson, Jr.",5
Monroe,"City of Monroe, Precinct 1",Secretary of State,Election Day,,GRN,"Larry James Hutchinson, Jr.",7
Monroe,"City of Monroe, Precinct 2",Secretary of State,Election Day,,GRN,"Larry James Hutchinson, Jr.",2
Monroe,"City of Monroe, Precinct 3N",Secretary of State,Election Day,,GRN,"Larry James Hutchinson, Jr.",5
Monroe,"City of Monroe, Precinct 3S",Secretary of State,Election Day,,GRN,"Larry James Hutchinson, Jr.",3
Monroe,"City of Monroe, Precinct 4",Secretary of State,Election Day,,GRN,"Larry James Hutchinson, Jr.",6
Monroe,"City of Monroe, Precinct 5",Secretary of State,Election Day,,GRN,"Larry James Hutchinson, Jr.",10
Monroe,"City of Monroe, Precinct 6",Secretary of State,Election Day,,GRN,"Larry James Hutchinson, Jr.",5
Monroe,"City of Petersburg, Precinct 1",Secretary of State,Election Day,,GRN,"Larry James Hutchinson, Jr.",2
Monroe,"Dundee Township, Precinct 1",Secretary of State,Election Day,,GRN,"Larry James Hutchinson, Jr.",5
Monroe,"Dundee Township, Precinct 2",Secretary of State,Election Day,,GRN,"Larry James Hutchinson, Jr.",2
Monroe,"Dundee Township, Precinct 3",Secretary of State,Election Day,,GRN,"Larry James Hutchinson, Jr.",2
Monroe,"Erie Township, Precinct 1",Secretary of State,Election Day,,GRN,"Larry James Hutchinson, Jr.",7
Monroe,"Erie Township, Precinct 2",Secretary of State,Election Day,,GRN,"Larry James Hutchinson, Jr.",1
Monroe,"Exeter Township, Precinct 1",Secretary of State,Election Day,,GRN,"Larry James Hutchinson, Jr.",3
Monroe,"Exeter Township, Precinct 2",Secretary of State,Election Day,,GRN,"Larry James Hutchinson, Jr.",0
Monroe,"Frenchtown Township,Precinct 1",Secretary of State,Election Day,,GRN,"Larry James Hutchinson, Jr.",0
Monroe,"Frenchtown Township,Precinct 2",Secretary of State,Election Day,,GRN,"Larry James Hutchinson, Jr.",2
Monroe,"Frenchtown Township,Precinct 3",Secretary of State,Election Day,,GRN,"Larry James Hutchinson, Jr.",5
Monroe,"Frenchtown Township,Precinct 4",Secretary of State,Election Day,,GRN,"Larry James Hutchinson, Jr.",6
Monroe,"Frenchtown Township,Precinct 5",Secretary of State,Election Day,,GRN,"Larry James Hutchinson, Jr.",4
Monroe,"Frenchtown Township,Precinct 6",Secretary of State,Election Day,,GRN,"Larry James Hutchinson, Jr.",2
Monroe,"Frenchtown Township,Precinct 7",Secretary of State,Election Day,,GRN,"Larry James Hutchinson, Jr.",5
Monroe,"Frenchtown Township,Precinct 8",Secretary of State,Election Day,,GRN,"Larry James Hutchinson, Jr.",2
Monroe,"Frenchtown Township,Precinct 9",Secretary of State,Election Day,,GRN,"Larry James Hutchinson, Jr.",3
Monroe,"Ida Township, Precinct 1",Secretary of State,Election Day,,GRN,"Larry James Hutchinson, Jr.",2
Monroe,"Ida Township, Precinct 2",Secretary of State,Election Day,,GRN,"Larry James Hutchinson, Jr.",6
Monroe,"La Salle Township, Precinct 1",Secretary of State,Election Day,,GRN,"Larry James Hutchinson, Jr.",2
Monroe,"La Salle Township, Precinct 2",Secretary of State,Election Day,,GRN,"Larry James Hutchinson, Jr.",5
Monroe,"London Township, Precinct 1",Secretary of State,Election Day,,GRN,"Larry James Hutchinson, Jr.",5
Monroe,"Milan Township, Precinct 1",Secretary of State,Election Day,,GRN,"Larry James Hutchinson, Jr.",3
Monroe,"Monroe Township, Precinct 1",Secretary of State,Election Day,,GRN,"Larry James Hutchinson, Jr.",3
Monroe,"Monroe Township, Precinct 2",Secretary of State,Election Day,,GRN,"Larry James Hutchinson, Jr.",0
Monroe,"Monroe Township, Precinct 3",Secretary of State,Election Day,,GRN,"Larry James Hutchinson, Jr.",0
Monroe,"Monroe Township, Precinct 4",Secretary of State,Election Day,,GRN,"Larry James Hutchinson, Jr.",3
Monroe,"Monroe Township, Precinct 5",Secretary of State,Election Day,,GRN,"Larry James Hutchinson, Jr.",2
Monroe,"Monroe Township, Precinct 6",Secretary of State,Election Day,,GRN,"Larry James Hutchinson, Jr.",4
Monroe,"Raisinville Township, Precinct1",Secretary of State,Election Day,,GRN,"Larry James Hutchinson, Jr.",3
Monroe,"Raisinville Township, Precinct2",Secretary of State,Election Day,,GRN,"Larry James Hutchinson, Jr.",4
Monroe,"Summerfield Township,Precinct 1",Secretary of State,Election Day,,GRN,"Larry James Hutchinson, Jr.",4
Monroe,"Whiteford Township, Precinct1",Secretary of State,Election Day,,GRN,"Larry James Hutchinson, Jr.",1
Monroe,"Whiteford Township, Precinct2",Secretary of State,Election Day,,GRN,"Larry James Hutchinson, Jr.",1
Monroe,"Ash Township, Precinct 1",Secretary of State,Absentee,,GRN,"Larry James Hutchinson, Jr.",1
Monroe,"Ash Township, Precinct 2",Secretary of State,Absentee,,GRN,"Larry James Hutchinson, Jr.",3
Monroe,"Ash Township, Precinct 3",Secretary of State,Absentee,,GRN,"Larry James Hutchinson, Jr.",0
Monroe,"Bedford Township, Precinct 1",Secretary of State,Absentee,,GRN,"Larry James Hutchinson, Jr.",1
Monroe,"Bedford Township, Precinct 2",Secretary of State,Absentee,,GRN,"Larry James Hutchinson, Jr.",3
Monroe,"Bedford Township, Precinct 3",Secretary of State,Absentee,,GRN,"Larry James Hutchinson, Jr.",1
Monroe,"Bedford Township, Precinct 4",Secretary of State,Absentee,,GRN,"Larry James Hutchinson, Jr.",2
Monroe,"Bedford Township, Precinct 5",Secretary of State,Absentee,,GRN,"Larry James Hutchinson, Jr.",1
Monroe,"Bedford Township, Precinct 6",Secretary of State,Absentee,,GRN,"Larry James Hutchinson, Jr.",1
Monroe,"Bedford Township, Precinct 7",Secretary of State,Absentee,,GRN,"Larry James Hutchinson, Jr.",2
Monroe,"Bedford Township, Precinct 8",Secretary of State,Absentee,,GRN,"Larry James Hutchinson, Jr.",0
Monroe,"Bedford Township, Precinct 9",Secretary of State,Absentee,,GRN,"Larry James Hutchinson, Jr.",1
Monroe,"Bedford Township, Precinct 10",Secretary of State,Absentee,,GRN,"Larry James Hutchinson, Jr.",2
Monroe,"Bedford Township, Precinct 11",Secretary of State,Absentee,,GRN,"Larry James Hutchinson, Jr.",2
Monroe,"Bedford Township, Precinct 12",Secretary of State,Absentee,,GRN,"Larry James Hutchinson, Jr.",1
Monroe,"Bedford Township, Precinct 13",Secretary of State,Absentee,,GRN,"Larry James Hutchinson, Jr.",0
Monroe,"Bedford Township, Precinct 14",Secretary of State,Absentee,,GRN,"Larry James Hutchinson, Jr.",1
Monroe,"Berlin Township, Precinct 1",Secretary of State,Absentee,,GRN,"Larry James Hutchinson, Jr.",0
Monroe,"Berlin Township, Precinct 2",Secretary of State,Absentee,,GRN,"Larry James Hutchinson, Jr.",0
Monroe,"Berlin Township, Precinct 3",Secretary of State,Absentee,,GRN,"Larry James Hutchinson, Jr.",1
Monroe,"Berlin Township, Precinct 4",Secretary of State,Absentee,,GRN,"Larry James Hutchinson, Jr.",0
Monroe,"City of Luna Pier, Precinct 1",Secretary of State,Absentee,,GRN,"Larry James Hutchinson, Jr.",0
Monroe,"City of Milan, Precinct 1",Secretary of State,Absentee,,GRN,"Larry James Hutchinson, Jr.",0
Monroe,"City of Monroe, Precinct 1",Secretary of State,Absentee,,GRN,"Larry James Hutchinson, Jr.",0
Monroe,"City of Monroe, Precinct 2",Secretary of State,Absentee,,GRN,"Larry James Hutchinson, Jr.",4
Monroe,"City of Monroe, Precinct 3N",Secretary of State,Absentee,,GRN,"Larry James Hutchinson, Jr.",0
Monroe,"City of Monroe, Precinct 3S",Secretary of State,Absentee,,GRN,"Larry James Hutchinson, Jr.",0
Monroe,"City of Monroe, Precinct 4",Secretary of State,Absentee,,GRN,"Larry James Hutchinson, Jr.",1
Monroe,"City of Monroe, Precinct 5",Secretary of State,Absentee,,GRN,"Larry James Hutchinson, Jr.",2
Monroe,"City of Monroe, Precinct 6",Secretary of State,Absentee,,GRN,"Larry James Hutchinson, Jr.",2
Monroe,"City of Petersburg, Precinct 1",Secretary of State,Absentee,,GRN,"Larry James Hutchinson, Jr.",0
Monroe,"Dundee Township, Precinct 1",Secretary of State,Absentee,,GRN,"Larry James Hutchinson, Jr.",0
Monroe,"Dundee Township, Precinct 2",Secretary of State,Absentee,,GRN,"Larry James Hutchinson, Jr.",4
Monroe,"Dundee Township, Precinct 3",Secretary of State,Absentee,,GRN,"Larry James Hutchinson, Jr.",0
Monroe,"Erie Township, Precinct 1",Secretary of State,Absentee,,GRN,"Larry James Hutchinson, Jr.",2
Monroe,"Erie Township, Precinct 2",Secretary of State,Absentee,,GRN,"Larry James Hutchinson, Jr.",0
Monroe,"Exeter Township, Precinct 1",Secretary of State,Absentee,,GRN,"Larry James Hutchinson, Jr.",0
Monroe,"Exeter Township, Precinct 2",Secretary of State,Absentee,,GRN,"Larry James Hutchinson, Jr.",0
Monroe,"Frenchtown Township,Precinct 1",Secretary of State,Absentee,,GRN,"Larry James Hutchinson, Jr.",0
Monroe,"Frenchtown Township,Precinct 2",Secretary of State,Absentee,,GRN,"Larry James Hutchinson, Jr.",2
Monroe,"Frenchtown Township,Precinct 3",Secretary of State,Absentee,,GRN,"Larry James Hutchinson, Jr.",2
Monroe,"Frenchtown Township,Precinct 4",Secretary of State,Absentee,,GRN,"Larry James Hutchinson, Jr.",2
Monroe,"Frenchtown Township,Precinct 5",Secretary of State,Absentee,,GRN,"Larry James Hutchinson, Jr.",1
Monroe,"Frenchtown Township,Precinct 6",Secretary of State,Absentee,,GRN,"Larry James Hutchinson, Jr.",1
Monroe,"Frenchtown Township,Precinct 7",Secretary of State,Absentee,,GRN,"Larry James Hutchinson, Jr.",2
Monroe,"Frenchtown Township,Precinct 8",Secretary of State,Absentee,,GRN,"Larry James Hutchinson, Jr.",1
Monroe,"Frenchtown Township,Precinct 9",Secretary of State,Absentee,,GRN,"Larry James Hutchinson, Jr.",0
Monroe,"Ida Township, Precinct 1",Secretary of State,Absentee,,GRN,"Larry James Hutchinson, Jr.",2
Monroe,"Ida Township, Precinct 2",Secretary of State,Absentee,,GRN,"Larry James Hutchinson, Jr.",0
Monroe,"La Salle Township, Precinct 1",Secretary of State,Absentee,,GRN,"Larry James Hutchinson, Jr.",1
Monroe,"La Salle Township, Precinct 2",Secretary of State,Absentee,,GRN,"Larry James Hutchinson, Jr.",1
Monroe,"London Township, Precinct 1",Secretary of State,Absentee,,GRN,"Larry James Hutchinson, Jr.",0
Monroe,"Milan Township, Precinct 1",Secretary of State,Absentee,,GRN,"Larry James Hutchinson, Jr.",0
Monroe,"Monroe Township, Precinct 1",Secretary of State,Absentee,,GRN,"Larry James Hutchinson, Jr.",0
Monroe,"Monroe Township, Precinct 2",Secretary of State,Absentee,,GRN,"Larry James Hutchinson, Jr.",0
Monroe,"Monroe Township, Precinct 3",Secretary of State,Absentee,,GRN,"Larry James Hutchinson, Jr.",1
Monroe,"Monroe Township, Precinct 4",Secretary of State,Absentee,,GRN,"Larry James Hutchinson, Jr.",0
Monroe,"Monroe Township, Precinct 5",Secretary of State,Absentee,,GRN,"Larry James Hutchinson, Jr.",1
Monroe,"Monroe Township, Precinct 6",Secretary of State,Absentee,,GRN,"Larry James Hutchinson, Jr.",3
Monroe,"Raisinville Township, Precinct1",Secretary of State,Absentee,,GRN,"Larry James Hutchinson, Jr.",3
Monroe,"Raisinville Township, Precinct2",Secretary of State,Absentee,,GRN,"Larry James Hutchinson, Jr.",1
Monroe,"Summerfield Township,Precinct 1",Secretary of State,Absentee,,GRN,"Larry James Hutchinson, Jr.",1
Monroe,"Whiteford Township, Precinct1",Secretary of State,Absentee,,GRN,"Larry James Hutchinson, Jr.",0
Monroe,"Whiteford Township, Precinct2",Secretary of State,Absentee,,GRN,"Larry James Hutchinson, Jr.",1
Monroe,"Ash Township, Precinct 1",Secretary of State,Election Day,,,Write-in,2
Monroe,"Ash Township, Precinct 2",Secretary of State,Election Day,,,Write-in,1
Monroe,"Ash Township, Precinct 3",Secretary of State,Election Day,,,Write-in,2
Monroe,"Bedford Township, Precinct 1",Secretary of State,Election Day,,,Write-in,1
Monroe,"Bedford Township, Precinct 2",Secretary of State,Election Day,,,Write-in,0
Monroe,"Bedford Township, Precinct 3",Secretary of State,Election Day,,,Write-in,0
Monroe,"Bedford Township, Precinct 4",Secretary of State,Election Day,,,Write-in,0
Monroe,"Bedford Township, Precinct 5",Secretary of State,Election Day,,,Write-in,1
Monroe,"Bedford Township, Precinct 6",Secretary of State,Election Day,,,Write-in,2
Monroe,"Bedford Township, Precinct 7",Secretary of State,Election Day,,,Write-in,1
Monroe,"Bedford Township, Precinct 8",Secretary of State,Election Day,,,Write-in,0
Monroe,"Bedford Township, Precinct 9",Secretary of State,Election Day,,,Write-in,0
Monroe,"Bedford Township, Precinct 10",Secretary of State,Election Day,,,Write-in,2
Monroe,"Bedford Township, Precinct 11",Secretary of State,Election Day,,,Write-in,1
Monroe,"Bedford Township, Precinct 12",Secretary of State,Election Day,,,Write-in,1
Monroe,"Bedford Township, Precinct 13",Secretary of State,Election Day,,,Write-in,0
Monroe,"Bedford Township, Precinct 14",Secretary of State,Election Day,,,Write-in,0
Monroe,"Berlin Township, Precinct 1",Secretary of State,Election Day,,,Write-in,1
Monroe,"Berlin Township, Precinct 2",Secretary of State,Election Day,,,Write-in,3
Monroe,"Berlin Township, Precinct 3",Secretary of State,Election Day,,,Write-in,0
Monroe,"Berlin Township, Precinct 4",Secretary of State,Election Day,,,Write-in,2
Monroe,"City of Luna Pier, Precinct 1",Secretary of State,Election Day,,,Write-in,0
Monroe,"City of Milan, Precinct 1",Secretary of State,Election Day,,,Write-in,2
Monroe,"City of Monroe, Precinct 1",Secretary of State,Election Day,,,Write-in,2
Monroe,"City of Monroe, Precinct 2",Secretary of State,Election Day,,,Write-in,4
Monroe,"City of Monroe, Precinct 3N",Secretary of State,Election Day,,,Write-in,0
Monroe,"City of Monroe, Precinct 3S",Secretary of State,Election Day,,,Write-in,1
Monroe,"City of Monroe, Precinct 4",Secretary of State,Election Day,,,Write-in,0
Monroe,"City of Monroe, Precinct 5",Secretary of State,Election Day,,,Write-in,5
Monroe,"City of Monroe, Precinct 6",Secretary of State,Election Day,,,Write-in,2
Monroe,"City of Petersburg, Precinct 1",Secretary of State,Election Day,,,Write-in,0
Monroe,"Dundee Township, Precinct 1",Secretary of State,Election Day,,,Write-in,2
Monroe,"Dundee Township, Precinct 2",Secretary of State,Election Day,,,Write-in,1
Monroe,"Dundee Township, Precinct 3",Secretary of State,Election Day,,,Write-in,2
Monroe,"Erie Township, Precinct 1",Secretary of State,Election Day,,,Write-in,1
Monroe,"Erie Township, Precinct 2",Secretary of State,Election Day,,,Write-in,2
Monroe,"Exeter Township, Precinct 1",Secretary of State,Election Day,,,Write-in,1
Monroe,"Exeter Township, Precinct 2",Secretary of State,Election Day,,,Write-in,1
Monroe,"Frenchtown Township,Precinct 1",Secretary of State,Election Day,,,Write-in,1
Monroe,"Frenchtown Township,Precinct 2",Secretary of State,Election Day,,,Write-in,2
Monroe,"Frenchtown Township,Precinct 3",Secretary of State,Election Day,,,Write-in,1
Monroe,"Frenchtown Township,Precinct 4",Secretary of State,Election Day,,,Write-in,0
Monroe,"Frenchtown Township,Precinct 5",Secretary of State,Election Day,,,Write-in,2
Monroe,"Frenchtown Township,Precinct 6",Secretary of State,Election Day,,,Write-in,0
Monroe,"Frenchtown Township,Precinct 7",Secretary of State,Election Day,,,Write-in,0
Monroe,"Frenchtown Township,Precinct 8",Secretary of State,Election Day,,,Write-in,2
Monroe,"Frenchtown Township,Precinct 9",Secretary of State,Election Day,,,Write-in,0
Monroe,"Ida Township, Precinct 1",Secretary of State,Election Day,,,Write-in,0
Monroe,"Ida Township, Precinct 2",Secretary of State,Election Day,,,Write-in,0
Monroe,"La Salle Township, Precinct 1",Secretary of State,Election Day,,,Write-in,0
Monroe,"La Salle Township, Precinct 2",Secretary of State,Election Day,,,Write-in,3
