county,precinct,office,district,candidate,party,election_day,absentee,total
Ottawa,"Park Township, Precinct 1",Secretary of State,,Gregory Scott Stempfle,LIB,14,4,18
Ottawa,"Park Township, Precinct 1",Secretary of State,,Christine C. Schwartz,UST,4,1,5
Ottawa,"Park Township, Precinct 1",Secretary of State,,Larry James Hutchinson Jr.,GRE,3,1,4
Ottawa,"Park Township, Precinct 1",Secretary of State,,Cast Votes,,994,928,1922
Ottawa,"Park Township, Precinct 1",Secretary of State,,Undervotes,,20,14,34
Ottawa,"Park Township, Precinct 1",Secretary of State,,Overvotes,,0,2,2
Ottawa,"Park Township, Precinct 1",Secretary of State,,Rejected,,0,0,0
Ottawa,"Park Township, Precinct 1",Secretary of State,,Unresolved,,0,0,0
Ottawa,"Park Township, Precinct 1",Attorney General,,Dana Nessel,DEM,417,524,941
Ottawa,"Park Township, Precinct 1",Attorney General,,Matthew DePerno,REP,552,394,946
Ottawa,"Park Township, Precinct 1",Attorney General,,Joseph W. McHugh Jr.,LIB,21,10,31
Ottawa,"Park Township, Precinct 1",Attorney General,,Gerald T. Van Sickle,UST,1,3,4
Ottawa,"Park Township, Precinct 1",Attorney General,,Cast Votes,,991,931,1922
Ottawa,"Park Township, Precinct 1",Attorney General,,Undervotes,,23,11,34
Ottawa,"Park Township, Precinct 1",Attorney General,,Overvotes,,0,1,1
Ottawa,"Park Township, Precinct 1",Attorney General,,Rejected,,0,1,1
Ottawa,"Park Township, Precinct 1",Attorney General,,Unresolved,,0,0,0
Ottawa,"Park Township, Precinct 1",U.S. House,4,Joseph Alfonso,DEM,356,468,824
Ottawa,"Park Township, Precinct 1",U.S. House,4,Bill Huizenga,REP,627,439,1066
Ottawa,"Park Township, Precinct 1",U.S. House,4,Lorence Wenke,LIB,12,7,19
Ottawa,"Park Township, Precinct 1",U.S. House,4,Curtis Michael Clark,UST,1,6,7
Ottawa,"Park Township, Precinct 1",U.S. House,4,Cast Votes,,996,920,1916
Ottawa,"Park Township, Precinct 1",U.S. House,4,Undervotes,,18,23,41
Ottawa,"Park Township, Precinct 1",U.S. House,4,Overvotes,,0,0,0
Ottawa,"Park Township, Precinct 1",U.S. House,4,Rejected,,0,1,1
Ottawa,"Park Township, Precinct 1",U.S. House,4,Unresolved,,0,0,0
Ottawa,"Park Township, Precinct 1",State Senate,31,Kim S. Nagy,DEM,365,471,836
Ottawa,"Park Township, Precinct 1",State Senate,31,Roger Victory,REP,606,442,1048
Ottawa,"Park Township, Precinct 1",State Senate,31,Jessica L. Fox,LIB,20,10,30
Ottawa,"Park Township, Precinct 1",State Senate,31,Cast Votes,,991,923,1914
Ottawa,"Park Township, Precinct 1",State Senate,31,Undervotes,,23,21,44
Ottawa,"Park Township, Precinct 1",State Senate,31,Overvotes,,0,0,0
Ottawa,"Park Township, Precinct 1",State Senate,31,Rejected,,0,0,0
Ottawa,"Park Township, Precinct 1",State Senate,31,Unresolved,,0,0,0
Ottawa,"Park Township, Precinct 1",State House,86,Larry D. Jackson,DEM,372,450,822
Ottawa,"Park Township, Precinct 1",State House,86,Nancy De Boer,REP,621,469,1090
Ottawa,"Park Township, Precinct 1",State House,86,Cast Votes,,993,919,1912
Ottawa,"Park Township, Precinct 1",State House,86,Undervotes,,21,25,46
Ottawa,"Park Township, Precinct 1",State House,86,Overvotes,,0,0,0
Ottawa,"Park Township, Precinct 1",State House,86,Rejected,,0,0,0
Ottawa,"Park Township, Precinct 1",State House,86,Unresolved,,0,0,0
Ottawa,"Park Township, Precinct 1",State House,86,,,,,
Ottawa,"Park Township, Precinct 1",State House,86,Pamela Pugh,DEM,365,457,822
Ottawa,"Park Township, Precinct 1",State House,86,Mitchell Robinson,DEM,336,447,783
Ottawa,"Park Township, Precinct 1",State House,86,Tamara D. Carlone,REP,553,415,968
Ottawa,"Park Township, Precinct 1",State House,86,Linda Lee Tarver,REP,543,418,961
Ottawa,"Park Township, Precinct 1",State House,86,Donna Gundle-Krieg,LIB,30,6,36
Ottawa,"Park Township, Precinct 1",State House,86,Bill Hall,LIB,23,20,43
Ottawa,"Park Township, Precinct 1",State House,86,Ethan Hobson,UST,5,6,11
Ottawa,"Park Township, Precinct 1",State House,86,Mary Anne Hering,WC,12,9,21
Ottawa,"Park Township, Precinct 1",State House,86,Cast Votes,,1867,1778,3645
Ottawa,"Park Township, Precinct 1",State House,86,Undervotes,,157,110,267
Ottawa,"Park Township, Precinct 1",State House,86,Overvotes,,1,0,1
Ottawa,"Park Township, Precinct 1",State House,86,Rejected,,2,0,2
Ottawa,"Park Township, Precinct 1",State House,86,Unresolved,,0,0,0
Ottawa,"Park Township, Precinct 2",Straight Party,,Democratic,DEM,90,102,192
Ottawa,"Park Township, Precinct 2",Straight Party,,Republican,REP,182,83,265
Ottawa,"Park Township, Precinct 2",Straight Party,,Libertarian,LIB,4,0,4
Ottawa,"Park Township, Precinct 2",Straight Party,,U.S. Taxpayers,UST,0,0,0
Ottawa,"Park Township, Precinct 2",Straight Party,,Working Class,WC,1,0,1
Ottawa,"Park Township, Precinct 2",Straight Party,,Green,GRE,0,0,0
Ottawa,"Park Township, Precinct 2",Straight Party,,Natural Law,NAL,0,0,0
Ottawa,"Park Township, Precinct 2",Straight Party,,Cast Votes,,277,185,462
Ottawa,"Park Township, Precinct 2",Straight Party,,Undervotes,,231,112,343
Ottawa,"Park Township, Precinct 2",Straight Party,,Overvotes,,0,0,0
Ottawa,"Park Township, Precinct 2",Straight Party,,Rejected,,0,0,0
Ottawa,"Park Township, Precinct 2",Straight Party,,Unresolved,,0,0,0
Ottawa,"Park Township, Precinct 2",Governor,,Gretchen Whitmer,DEM,200,189,389
Ottawa,"Park Township, Precinct 2",Governor,,Tudor M. Dixon,REP,293,105,398
Ottawa,"Park Township, Precinct 2",Governor,,Mary Buzuma,LIB,10,1,11
Ottawa,"Park Township, Precinct 2",Governor,,Donna Brandenburg,UST,0,0,0
Ottawa,"Park Township, Precinct 2",Governor,,Kevin Hogan,GRE,1,0,1
Ottawa,"Park Township, Precinct 2",Governor,,Daryl M. Simpson,NAL,0,0,0
Ottawa,"Park Township, Precinct 2",Governor,,Bob Scott (W),,0,0,0
Ottawa,"Park Township, Precinct 2",Governor,,Elizabeth Ann Adkisson (W),,0,0,0
Ottawa,"Park Township, Precinct 2",Governor,,Ervin Joseph Lamie (W),,0,0,0
Ottawa,"Park Township, Precinct 2",Governor,,Eugene Rosell Hunt Jr. (W),,0,0,0
Ottawa,"Park Township, Precinct 2",Governor,,Evan S. Space (W),,0,0,0
Ottawa,"Park Township, Precinct 2",Governor,,Joseph Irving (W),,0,0,0
Ottawa,"Park Township, Precinct 2",Governor,,Joseph Michael Hunt (W),,0,0,0
Ottawa,"Park Township, Precinct 2",Governor,,Joyce Priscilla Gipson (W),,0,0,0
Ottawa,"Park Township, Precinct 2",Governor,,Justin Paul Blackburn (W),,0,0,0
Ottawa,"Park Township, Precinct 2",Governor,,Michael David Kelley (W),,0,0,0
Ottawa,"Park Township, Precinct 2",Governor,,Michael Ray Deck (W),,0,0,0
Ottawa,"Park Township, Precinct 2",Governor,,Cast Votes,,504,295,799
Ottawa,"Park Township, Precinct 2",Governor,,Undervotes,,3,2,5
Ottawa,"Park Township, Precinct 2",Governor,,Overvotes,,0,0,0
Ottawa,"Park Township, Precinct 2",Governor,,Rejected,,1,0,1
Ottawa,"Park Township, Precinct 2",Governor,,Unresolved,,0,0,0
Ottawa,"Park Township, Precinct 2",Secretary of State,,Jocelyn Benson,DEM,211,196,407
Ottawa,"Park Township, Precinct 2",Secretary of State,,Kristina Elaine Karamo,REP,271,95,366
Ottawa,"Park Township, Precinct 2",Secretary of State,,Gregory Scott Stempfle,LIB,9,0,9
Ottawa,"Park Township, Precinct 2",Secretary of State,,Christine C. Schwartz,UST,2,2,4
Ottawa,"Park Township, Precinct 2",Secretary of State,,Larry James Hutchinson Jr.,GRE,1,0,1
Ottawa,"Park Township, Precinct 2",Secretary of State,,Cast Votes,,494,293,787
Ottawa,"Park Township, Precinct 2",Secretary of State,,Undervotes,,12,4,16
Ottawa,"Park Township, Precinct 2",Secretary of State,,Overvotes,,1,0,1
Ottawa,"Park Township, Precinct 2",Secretary of State,,Rejected,,1,0,1
Ottawa,"Park Township, Precinct 2",Secretary of State,,Unresolved,,0,0,0
Ottawa,"Park Township, Precinct 2",Attorney General,,Dana Nessel,DEM,199,183,382
Ottawa,"Park Township, Precinct 2",Attorney General,,Matthew DePerno,REP,282,107,389
Ottawa,"Park Township, Precinct 2",Attorney General,,Joseph W. McHugh Jr.,LIB,13,1,14
Ottawa,"Park Township, Precinct 2",Attorney General,,Gerald T. Van Sickle,UST,0,2,2
Ottawa,"Park Township, Precinct 2",Attorney General,,Cast Votes,,494,293,787
Ottawa,"Park Township, Precinct 2",Attorney General,,Undervotes,,13,4,17
Ottawa,"Park Township, Precinct 2",Attorney General,,Overvotes,,0,0,0
Ottawa,"Park Township, Precinct 2",Attorney General,,Rejected,,1,0,1
Ottawa,"Park Township, Precinct 2",Attorney General,,Unresolved,,0,0,0
Ottawa,"Park Township, Precinct 2",U.S. House,4,Joseph Alfonso,DEM,165,161,326
Ottawa,"Park Township, Precinct 2",U.S. House,4,Bill Huizenga,REP,321,127,448
Ottawa,"Park Township, Precinct 2",U.S. House,4,Lorence Wenke,LIB,7,3,10
Ottawa,"Park Township, Precinct 2",U.S. House,4,Curtis Michael Clark,UST,4,0,4
Ottawa,"Park Township, Precinct 2",U.S. House,4,Cast Votes,,497,291,788
Ottawa,"Park Township, Precinct 2",U.S. House,4,Undervotes,,11,6,17
Ottawa,"Park Township, Precinct 2",U.S. House,4,Overvotes,,0,0,0
Ottawa,"Park Township, Precinct 2",U.S. House,4,Rejected,,0,0,0
Ottawa,"Park Township, Precinct 2",U.S. House,4,Unresolved,,0,0,0
Ottawa,"Park Township, Precinct 2",State Senate,31,Kim S. Nagy,DEM,164,164,328
Ottawa,"Park Township, Precinct 2",State Senate,31,Roger Victory,REP,311,125,436
Ottawa,"Park Township, Precinct 2",State Senate,31,Jessica L. Fox,LIB,19,2,21
Ottawa,"Park Township, Precinct 2",State Senate,31,Cast Votes,,494,291,785
Ottawa,"Park Township, Precinct 2",State Senate,31,Undervotes,,14,6,20
Ottawa,"Park Township, Precinct 2",State Senate,31,Overvotes,,0,0,0
Ottawa,"Park Township, Precinct 2",State Senate,31,Rejected,,0,0,0
Ottawa,"Park Township, Precinct 2",State Senate,31,Unresolved,,0,0,0
Ottawa,"Park Township, Precinct 2",State House,86,Larry D. Jackson,DEM,165,151,316
Ottawa,"Park Township, Precinct 2",State House,86,Nancy De Boer,REP,329,137,466
Ottawa,"Park Township, Precinct 2",State House,86,Cast Votes,,494,288,782
Ottawa,"Park Township, Precinct 2",State House,86,Undervotes,,14,8,22
Ottawa,"Park Township, Precinct 2",State House,86,Overvotes,,0,0,0
Ottawa,"Park Township, Precinct 2",State House,86,Rejected,,0,1,1
Ottawa,"Park Township, Precinct 2",State House,86,Unresolved,,0,0,0
Ottawa,"Park Township, Precinct 2",State House,86,,,,,
Ottawa,"Park Township, Precinct 2",State House,86,Pamela Pugh,DEM,159,164,323
Ottawa,"Park Township, Precinct 2",State House,86,Mitchell Robinson,DEM,154,161,315
Ottawa,"Park Township, Precinct 2",State House,86,Tamara D. Carlone,REP,292,115,407
Ottawa,"Park Township, Precinct 2",State House,86,Linda Lee Tarver,REP,294,119,413
Ottawa,"Park Township, Precinct 2",State House,86,Donna Gundle-Krieg,LIB,14,2,16
Ottawa,"Park Township, Precinct 2",State House,86,Bill Hall,LIB,12,1,13
Ottawa,"Park Township, Precinct 2",State House,86,Ethan Hobson,UST,3,3,6
Ottawa,"Park Township, Precinct 2",State House,86,Mary Anne Hering,WC,12,2,14
Ottawa,"Park Township, Precinct 2",State House,86,Cast Votes,,940,567,1507
Ottawa,"Park Township, Precinct 2",State House,86,Undervotes,,76,27,103
Ottawa,"Park Township, Precinct 2",State House,86,Overvotes,,0,0,0
Ottawa,"Park Township, Precinct 2",State House,86,Rejected,,0,0,0
Ottawa,"Park Township, Precinct 2",State House,86,Unresolved,,0,0,0
Ottawa,"Park Township, Precinct 3",Straight Party,,Democratic,DEM,112,232,344
Ottawa,"Park Township, Precinct 3",Straight Party,,Republican,REP,211,256,467
Ottawa,"Park Township, Precinct 3",Straight Party,,Libertarian,LIB,1,0,1
Ottawa,"Park Township, Precinct 3",Straight Party,,U.S. Taxpayers,UST,1,0,1
Ottawa,"Park Township, Precinct 3",Straight Party,,Working Class,WC,0,0,0
Ottawa,"Park Township, Precinct 3",Straight Party,,Green,GRE,0,0,0
Ottawa,"Park Township, Precinct 3",Straight Party,,Natural Law,NAL,0,0,0
Ottawa,"Park Township, Precinct 3",Straight Party,,Cast Votes,,325,488,813
Ottawa,"Park Township, Precinct 3",Straight Party,,Undervotes,,268,344,612
Ottawa,"Park Township, Precinct 3",Straight Party,,Overvotes,,1,0,1
Ottawa,"Park Township, Precinct 3",Straight Party,,Rejected,,0,0,0
Ottawa,"Park Township, Precinct 3",Straight Party,,Unresolved,,0,0,0
Ottawa,"Park Township, Precinct 3",Governor,,Gretchen Whitmer,DEM,256,480,736
Ottawa,"Park Township, Precinct 3",Governor,,Tudor M. Dixon,REP,324,344,668
Ottawa,"Park Township, Precinct 3",Governor,,Mary Buzuma,LIB,7,0,7
Ottawa,"Park Township, Precinct 3",Governor,,Donna Brandenburg,UST,4,2,6
Ottawa,"Park Township, Precinct 3",Governor,,Kevin Hogan,GRE,1,0,1
Ottawa,"Park Township, Precinct 3",Governor,,Daryl M. Simpson,NAL,0,0,0
Ottawa,"Park Township, Precinct 3",Governor,,Bob Scott (W),,0,0,0
Ottawa,"Park Township, Precinct 3",Governor,,Elizabeth Ann Adkisson (W),,0,0,0
Ottawa,"Park Township, Precinct 3",Governor,,Ervin Joseph Lamie (W),,0,0,0
Ottawa,"Park Township, Precinct 3",Governor,,Eugene Rosell Hunt Jr. (W),,0,0,0
Ottawa,"Park Township, Precinct 3",Governor,,Evan S. Space (W),,0,0,0
Ottawa,"Park Township, Precinct 3",Governor,,Joseph Irving (W),,0,0,0
Ottawa,"Park Township, Precinct 3",Governor,,Joseph Michael Hunt (W),,0,0,0
Ottawa,"Park Township, Precinct 3",Governor,,Joyce Priscilla Gipson (W),,0,0,0
Ottawa,"Park Township, Precinct 3",Governor,,Justin Paul Blackburn (W),,0,0,0
Ottawa,"Park Township, Precinct 3",Governor,,Michael David Kelley (W),,0,0,0
Ottawa,"Park Township, Precinct 3",Governor,,Michael Ray Deck (W),,0,0,0
Ottawa,"Park Township, Precinct 3",Governor,,Cast Votes,,592,826,1418
Ottawa,"Park Township, Precinct 3",Governor,,Undervotes,,2,5,7
Ottawa,"Park Township, Precinct 3",Governor,,Overvotes,,0,0,0
Ottawa,"Park Township, Precinct 3",Governor,,Rejected,,0,1,1
Ottawa,"Park Township, Precinct 3",Governor,,Unresolved,,0,0,0
Ottawa,"Park Township, Precinct 3",Secretary of State,,Jocelyn Benson,DEM,271,505,776
Ottawa,"Park Township, Precinct 3",Secretary of State,,Kristina Elaine Karamo,REP,305,313,618
Ottawa,"Park Township, Precinct 3",Secretary of State,,Gregory Scott Stempfle,LIB,10,4,14
Ottawa,"Park Township, Precinct 3",Secretary of State,,Christine C. Schwartz,UST,3,2,5
Ottawa,"Park Township, Precinct 3",Secretary of State,,Larry James Hutchinson Jr.,GRE,0,0,0
Ottawa,"Park Township, Precinct 3",Secretary of State,,Cast Votes,,589,824,1413
Ottawa,"Park Township, Precinct 3",Secretary of State,,Undervotes,,5,8,13
Ottawa,"Park Township, Precinct 3",Secretary of State,,Overvotes,,0,0,0
Ottawa,"Park Township, Precinct 3",Secretary of State,,Rejected,,0,0,0
Ottawa,"Park Township, Precinct 3",Secretary of State,,Unresolved,,0,0,0
Ottawa,"Park Township, Precinct 3",Attorney General,,Dana Nessel,DEM,252,469,721
Ottawa,"Park Township, Precinct 3",Attorney General,,Matthew DePerno,REP,311,330,641
Ottawa,"Park Township, Precinct 3",Attorney General,,Joseph W. McHugh Jr.,LIB,9,8,17
Ottawa,"Park Township, Precinct 3",Attorney General,,Gerald T. Van Sickle,UST,8,2,10
Ottawa,"Park Township, Precinct 3",Attorney General,,Cast Votes,,580,809,1389
Ottawa,"Park Township, Precinct 3",Attorney General,,Undervotes,,14,20,34
Ottawa,"Park Township, Precinct 3",Attorney General,,Overvotes,,0,2,2
Ottawa,"Park Township, Precinct 3",Attorney General,,Rejected,,0,1,1
Ottawa,"Park Township, Precinct 3",Attorney General,,Unresolved,,0,0,0
Ottawa,"Park Township, Precinct 3",U.S. House,4,Joseph Alfonso,DEM,205,416,621
Ottawa,"Park Township, Precinct 3",U.S. House,4,Bill Huizenga,REP,361,398,759
Ottawa,"Park Township, Precinct 3",U.S. House,4,Lorence Wenke,LIB,8,1,9
Ottawa,"Park Township, Precinct 3",U.S. House,4,Curtis Michael Clark,UST,7,2,9
Ottawa,"Park Township, Precinct 3",U.S. House,4,Cast Votes,,581,817,1398
Ottawa,"Park Township, Precinct 3",U.S. House,4,Undervotes,,13,14,27
Ottawa,"Park Township, Precinct 3",U.S. House,4,Overvotes,,0,0,0
Ottawa,"Park Township, Precinct 3",U.S. House,4,Rejected,,0,1,1
Ottawa,"Park Township, Precinct 3",U.S. House,4,Unresolved,,0,0,0
Ottawa,"Park Township, Precinct 3",State Senate,31,Kim S. Nagy,DEM,212,415,627
Ottawa,"Park Township, Precinct 3",State Senate,31,Roger Victory,REP,349,402,751
Ottawa,"Park Township, Precinct 3",State Senate,31,Jessica L. Fox,LIB,12,4,16
Ottawa,"Park Township, Precinct 3",State Senate,31,Cast Votes,,573,821,1394
Ottawa,"Park Township, Precinct 3",State Senate,31,Undervotes,,21,11,32
Ottawa,"Park Township, Precinct 3",State Senate,31,Overvotes,,0,0,0
Ottawa,"Park Township, Precinct 3",State Senate,31,Rejected,,0,0,0
Ottawa,"Park Township, Precinct 3",State Senate,31,Unresolved,,0,0,0
Ottawa,"Park Township, Precinct 3",State House,86,Larry D. Jackson,DEM,211,395,606
Ottawa,"Park Township, Precinct 3",State House,86,Nancy De Boer,REP,368,414,782
Ottawa,"Park Township, Precinct 3",State House,86,Cast Votes,,579,809,1388
Ottawa,"Park Township, Precinct 3",State House,86,Undervotes,,15,22,37
Ottawa,"Park Township, Precinct 3",State House,86,Overvotes,,0,0,0
Ottawa,"Park Township, Precinct 3",State House,86,Rejected,,0,1,1
Ottawa,"Park Township, Precinct 3",State House,86,Unresolved,,0,0,0
Ottawa,"Park Township, Precinct 3",State House,86,,,,,
Ottawa,"Park Township, Precinct 3",State House,86,Pamela Pugh,DEM,208,405,613
Ottawa,"Park Township, Precinct 3",State House,86,Mitchell Robinson,DEM,203,400,603
Ottawa,"Park Township, Precinct 3",State House,86,Tamara D. Carlone,REP,330,368,698
Ottawa,"Park Township, Precinct 3",State House,86,Linda Lee Tarver,REP,317,364,681
Ottawa,"Park Township, Precinct 3",State House,86,Donna Gundle-Krieg,LIB,8,3,11
Ottawa,"Park Township, Precinct 3",State House,86,Bill Hall,LIB,18,2,20
Ottawa,"Park Township, Precinct 3",State House,86,Ethan Hobson,UST,6,2,8
Ottawa,"Park Township, Precinct 3",State House,86,Mary Anne Hering,WC,11,4,15
Ottawa,"Park Township, Precinct 3",State House,86,Cast Votes,,1101,1548,2649
Ottawa,"Park Township, Precinct 3",State House,86,Undervotes,,87,116,203
Ottawa,"Park Township, Precinct 3",State House,86,Overvotes,,0,0,0
Ottawa,"Park Township, Precinct 3",State House,86,Rejected,,0,0,0
Ottawa,"Park Township, Precinct 3",State House,86,Unresolved,,0,0,0
Ottawa,"Park Township, Precinct 4",Straight Party,,Democratic,DEM,96,206,302
Ottawa,"Park Township, Precinct 4",Straight Party,,Republican,REP,294,172,466
Ottawa,"Park Township, Precinct 4",Straight Party,,Libertarian,LIB,1,1,2
Ottawa,"Park Township, Precinct 4",Straight Party,,U.S. Taxpayers,UST,0,0,0
Ottawa,"Park Township, Precinct 4",Straight Party,,Working Class,WC,1,1,2
Ottawa,"Park Township, Precinct 4",Straight Party,,Green,GRE,1,0,1
Ottawa,"Park Township, Precinct 4",Straight Party,,Natural Law,NAL,0,0,0
Ottawa,"Park Township, Precinct 4",Straight Party,,Cast Votes,,393,380,773
Ottawa,"Park Township, Precinct 4",Straight Party,,Undervotes,,361,274,635
Ottawa,"Park Township, Precinct 4",Straight Party,,Overvotes,,1,0,1
Ottawa,"Park Township, Precinct 4",Straight Party,,Rejected,,0,0,0
Ottawa,"Park Township, Precinct 4",Straight Party,,Unresolved,,0,0,0
Ottawa,"Park Township, Precinct 4",Governor,,Gretchen Whitmer,DEM,272,390,662
Ottawa,"Park Township, Precinct 4",Governor,,Tudor M. Dixon,REP,465,253,718
Ottawa,"Park Township, Precinct 4",Governor,,Mary Buzuma,LIB,12,5,17
Ottawa,"Park Township, Precinct 4",Governor,,Donna Brandenburg,UST,0,1,1
Ottawa,"Park Township, Precinct 4",Governor,,Kevin Hogan,GRE,1,0,1
Ottawa,"Park Township, Precinct 4",Governor,,Daryl M. Simpson,NAL,1,0,1
Ottawa,"Park Township, Precinct 4",Governor,,Bob Scott (W),,0,0,0
Ottawa,"Park Township, Precinct 4",Governor,,Elizabeth Ann Adkisson (W),,0,0,0
Ottawa,"Park Township, Precinct 4",Governor,,Ervin Joseph Lamie (W),,0,0,0
Ottawa,"Park Township, Precinct 4",Governor,,Eugene Rosell Hunt Jr. (W),,0,0,0
Ottawa,"Park Township, Precinct 4",Governor,,Evan S. Space (W),,0,0,0
Ottawa,"Park Township, Precinct 4",Governor,,Joseph Irving (W),,0,0,0
Ottawa,"Park Township, Precinct 4",Governor,,Joseph Michael Hunt (W),,0,0,0
Ottawa,"Park Township, Precinct 4",Governor,,Joyce Priscilla Gipson (W),,0,0,0
Ottawa,"Park Township, Precinct 4",Governor,,Justin Paul Blackburn (W),,0,0,0
Ottawa,"Park Township, Precinct 4",Governor,,Michael David Kelley (W),,0,0,0
Ottawa,"Park Township, Precinct 4",Governor,,Michael Ray Deck (W),,0,0,0
Ottawa,"Park Township, Precinct 4",Governor,,Cast Votes,,751,649,1400
Ottawa,"Park Township, Precinct 4",Governor,,Undervotes,,4,4,8
Ottawa,"Park Township, Precinct 4",Governor,,Overvotes,,0,0,0
Ottawa,"Park Township, Precinct 4",Governor,,Rejected,,0,1,1
Ottawa,"Park Township, Precinct 4",Governor,,Unresolved,,0,0,0
Ottawa,"Park Township, Precinct 4",Secretary of State,,Jocelyn Benson,DEM,295,396,691
Ottawa,"Park Township, Precinct 4",Secretary of State,,Kristina Elaine Karamo,REP,436,240,676
Ottawa,"Park Township, Precinct 4",Secretary of State,,Gregory Scott Stempfle,LIB,10,6,16
Ottawa,"Park Township, Precinct 4",Secretary of State,,Christine C. Schwartz,UST,2,2,4
Ottawa,"Park Township, Precinct 4",Secretary of State,,Larry James Hutchinson Jr.,GRE,2,1,3
Ottawa,"Park Township, Precinct 4",Secretary of State,,Cast Votes,,745,645,1390
Ottawa,"Park Township, Precinct 4",Secretary of State,,Undervotes,,9,9,18
Ottawa,"Park Township, Precinct 4",Secretary of State,,Overvotes,,0,0,0
Ottawa,"Park Township, Precinct 4",Secretary of State,,Rejected,,1,0,1
Ottawa,"Park Township, Precinct 4",Secretary of State,,Unresolved,,0,0,0
Ottawa,"Park Township, Precinct 4",Attorney General,,Dana Nessel,DEM,268,381,649
Ottawa,"Park Township, Precinct 4",Attorney General,,Matthew DePerno,REP,447,255,702
Ottawa,"Park Township, Precinct 4",Attorney General,,Joseph W. McHugh Jr.,LIB,17,6,23
Ottawa,"Park Township, Precinct 4",Attorney General,,Gerald T. Van Sickle,UST,5,1,6
Ottawa,"Park Township, Precinct 4",Attorney General,,Cast Votes,,737,643,1380
Ottawa,"Park Township, Precinct 4",Attorney General,,Undervotes,,17,9,26
Ottawa,"Park Township, Precinct 4",Attorney General,,Overvotes,,0,0,0
Ottawa,"Park Township, Precinct 4",Attorney General,,Rejected,,1,2,3
Ottawa,"Park Township, Precinct 4",Attorney General,,Unresolved,,0,0,0
Ottawa,"Park Township, Precinct 4",U.S. House,4,Joseph Alfonso,DEM,205,350,555
Ottawa,"Park Township, Precinct 4",U.S. House,4,Bill Huizenga,REP,523,288,811
Ottawa,"Park Township, Precinct 4",U.S. House,4,Lorence Wenke,LIB,8,7,15
Ottawa,"Park Township, Precinct 4",U.S. House,4,Curtis Michael Clark,UST,1,0,1
Ottawa,"Park Township, Precinct 4",U.S. House,4,Cast Votes,,737,645,1382
Ottawa,"Park Township, Precinct 4",U.S. House,4,Undervotes,,17,9,26
Ottawa,"Park Township, Precinct 4",U.S. House,4,Overvotes,,0,0,0
Ottawa,"Park Township, Precinct 4",U.S. House,4,Rejected,,1,0,1
Ottawa,"Park Township, Precinct 4",U.S. House,4,Unresolved,,0,0,0
Ottawa,"Park Township, Precinct 4",State Senate,31,Kim S. Nagy,DEM,220,344,564
Ottawa,"Park Township, Precinct 4",State Senate,31,Roger Victory,REP,494,282,776
Ottawa,"Park Township, Precinct 4",State Senate,31,Jessica L. Fox,LIB,22,9,31
Ottawa,"Park Township, Precinct 4",State Senate,31,Cast Votes,,736,635,1371
Ottawa,"Park Township, Precinct 4",State Senate,31,Undervotes,,19,18,37
Ottawa,"Park Township, Precinct 4",State Senate,31,Overvotes,,0,1,1
Ottawa,"Park Township, Precinct 4",State Senate,31,Rejected,,0,0,0
Ottawa,"Park Township, Precinct 4",State Senate,31,Unresolved,,0,0,0
Ottawa,"Park Township, Precinct 4",State House,86,Larry D. Jackson,DEM,219,323,542
Ottawa,"Park Township, Precinct 4",State House,86,Nancy De Boer,REP,519,313,832
Ottawa,"Park Township, Precinct 4",State House,86,Cast Votes,,738,636,1374
Ottawa,"Park Township, Precinct 4",State House,86,Undervotes,,16,18,34
Ottawa,"Park Township, Precinct 4",State House,86,Overvotes,,0,0,0
Ottawa,"Park Township, Precinct 4",State House,86,Rejected,,1,0,1
Ottawa,"Park Township, Precinct 4",State House,86,Unresolved,,0,0,0
Ottawa,"Park Township, Precinct 4",State House,86,,,,,
Ottawa,"Park Township, Precinct 4",State House,86,Pamela Pugh,DEM,217,337,554
Ottawa,"Park Township, Precinct 4",State House,86,Mitchell Robinson,DEM,208,337,545
Ottawa,"Park Township, Precinct 4",State House,86,Tamara D. Carlone,REP,451,259,710
Ottawa,"Park Township, Precinct 4",State House,86,Linda Lee Tarver,REP,446,264,710
Ottawa,"Park Township, Precinct 4",State House,86,Donna Gundle-Krieg,LIB,17,8,25
Ottawa,"Park Township, Precinct 4",State House,86,Bill Hall,LIB,24,7,31
Ottawa,"Park Township, Precinct 4",State House,86,Ethan Hobson,UST,2,4,6
Ottawa,"Park Township, Precinct 4",State House,86,Mary Anne Hering,WC,8,3,11
Ottawa,"Park Township, Precinct 4",State House,86,Cast Votes,,1373,1219,2592
Ottawa,"Park Township, Precinct 4",State House,86,Undervotes,,133,87,220
Ottawa,"Park Township, Precinct 4",State House,86,Overvotes,,2,1,3
Ottawa,"Park Township, Precinct 4",State House,86,Rejected,,0,0,0
Ottawa,"Park Township, Precinct 4",State House,86,Unresolved,,0,0,0
Ottawa,"Park Township, Precinct 5",Straight Party,,Democratic,DEM,167,269,436
Ottawa,"Park Township, Precinct 5",Straight Party,,Republican,REP,405,194,599
Ottawa,"Park Township, Precinct 5",Straight Party,,Libertarian,LIB,3,2,5
Ottawa,"Park Township, Precinct 5",Straight Party,,U.S. Taxpayers,UST,2,0,2
Ottawa,"Park Township, Precinct 5",Straight Party,,Working Class,WC,0,0,0
Ottawa,"Park Township, Precinct 5",Straight Party,,Green,GRE,1,1,2
